order,domain,arm,channel,dice_percent
3,REFUGE,G_BOUND,macro,87.05145889981893
3,REFUGE,G_CONST,OD,91.29887671304736
3,REFUGE,G_CONST,OC,82.8326241396162
3,REFUGE,G_CONST,macro,87.06575042633179
3,REFUGE,G_SHUFFLE,OD,91.29934749996467
3,REFUGE,G_SHUFFLE,OC,82.83239252037706
3,REFUGE,G_SHUFFLE,macro,87.06587001017087
3,REFUGE,G_GLOBAL,OD,91.1966726779782
3,REFUGE,G_GLOBAL,OC,82.9041268746514
3,REFUGE,G_GLOBAL,macro,87.05039977631479
3,ORIGA,C,OD,88.25137226105925
3,ORIGA,C,OC,69.49208926544902
3,ORIGA,C,macro,78.87173076325413
3,ORIGA,RP,OD,88.23596532429333
3,ORIGA,RP,OC,71.36541554249655
3,ORIGA,RP,macro,79.80069043339495
3,ORIGA,MT,OD,85.66144942737131
3,ORIGA,MT,OC,66.94626614939781
3,ORIGA,MT,macro,76.30385778838456
3,ORIGA,MT_RP,OD,85.56484299792713
3,ORIGA,MT_RP,OC,68.70214312513154
3,ORIGA,MT_RP,macro,77.13349306152934
3,ORIGA,FT,OD,81.16675570453901
3,ORIGA,FT,OC,62.976515658670166
3,ORIGA,FT,macro,72.07163568160459
3,ORIGA,FT_RP,OD,81.06155566209176
3,ORIGA,FT_RP,OC,64.23404748805521
3,ORIGA,FT_RP,macro,72.64780157507349
3,ORIGA,KDG,OD,88.44098845256438
3,ORIGA,KDG,OC,69.76388744969223
3,ORIGA,KDG,macro,79.1024379511283
3,ORIGA,K_ALL,OD,88.40059326007373
3,ORIGA,K_ALL,OC,69.66326095418408
3,ORIGA,K_ALL,macro,79.03192710712892
3,ORIGA,K_MAG,OD,88.26680468650775
3,ORIGA,K_MAG,OC,69.52752367233155
3,ORIGA,K_MAG,macro,78.89716417941966
3,ORIGA,K_FREE,OD,88.2867525047864
3,ORIGA,K_FREE,OC,69.564550339795
3,ORIGA,K_FREE,macro,78.92565142229071
3,ORIGA,G_BOUND,OD,88.17198710429707
3,ORIGA,G_BOUND,OC,68.95428333629242
3,ORIGA,G_BOUND,macro,78.56313522029475
3,ORIGA,G_CONST,OD,88.07599678030459
3,ORIGA,G_CONST,OC,68.84256320447899
3,ORIGA,G_CONST,macro,78.45927999239179
3,ORIGA,G_SHUFFLE,OD,88.07264055274791
3,ORIGA,G_SHUFFLE,OC,68.83925938898405
3,ORIGA,G_SHUFFLE,macro,78.45594997086597
3,ORIGA,G_GLOBAL,OD,88.19431040859062
3,ORIGA,G_GLOBAL,OC,68.94264060646286
3,ORIGA,G_GLOBAL,macro,78.56847550752674
3,REFUGE_Valid,C,OD,84.82521665485947
3,REFUGE_Valid,C,OC,65.57989099161321
3,REFUGE_Valid,C,macro,75.20255382323634
3,REFUGE_Valid,RP,OD,84.70813651365447
3,REFUGE_Valid,RP,OC,65.10056608218278
3,REFUGE_Valid,RP,macro,74.90435129791862
3,REFUGE_Valid,MT,OD,85.57057546809496
3,REFUGE_Valid,MT,OC,66.13628744682242
3,REFUGE_Valid,MT,macro,75.85343145745868
3,REFUGE_Valid,MT_RP,OD,85.52842914325463
3,REFUGE_Valid,MT_RP,OC,65.72281062963252
3,REFUGE_Valid,MT_RP,macro,75.62561988644357
3,REFUGE_Valid,FT,OD,85.88377354718038
3,REFUGE_Valid,FT,OC,66.82401419951792
3,REFUGE_Valid,FT,macro,76.35389387334916
3,REFUGE_Valid,FT_RP,OD,85.89547849024602
3,REFUGE_Valid,FT_RP,OC,66.47654255543432
3,REFUGE_Valid,FT_RP,macro,76.18601052284016
3,REFUGE_Valid,KDG,OD,84.80029455541215
3,REFUGE_Valid,KDG,OC,65.57087123080585
3,REFUGE_Valid,KDG,macro,75.185582893109
3,REFUGE_Valid,K_ALL,OD,84.78165977846449
3,REFUGE_Valid,K_ALL,OC,65.57507671500805
3,REFUGE_Valid,K_ALL,macro,75.17836824673627
3,REFUGE_Valid,K_MAG,OD,84.82116027067873
3,REFUGE_Valid,K_MAG,OC,65.57788560482146
3,REFUGE_Valid,K_MAG,macro,75.1995229377501
3,REFUGE_Valid,K_FREE,OD,84.81049729755915
3,REFUGE_Valid,K_FREE,OC,65.57598605861817
3,REFUGE_Valid,K_FREE,macro,75.19324167808867
3,REFUGE_Valid,G_BOUND,OD,84.8580878922437
3,REFUGE_Valid,G_BOUND,OC,65.69656012387061
3,REFUGE_Valid,G_BOUND,macro,75.27732400805715
3,REFUGE_Valid,G_CONST,OD,84.70294728088292
3,REFUGE_Valid,G_CONST,OC,65.63031159684421
3,REFUGE_Valid,G_CONST,macro,75.16662943886357
3,REFUGE_Valid,G_SHUFFLE,OD,84.70413607429258
3,REFUGE_Valid,G_SHUFFLE,OC,65.62672914902521
3,REFUGE_Valid,G_SHUFFLE,macro,75.16543261165887
3,REFUGE_Valid,G_GLOBAL,OD,84.91361184082561
3,REFUGE_Valid,G_GLOBAL,OC,65.71056953648194
3,REFUGE_Valid,G_GLOBAL,macro,75.31209068865377
3,Drishti_GS,C,OD,91.95395174735668
3,Drishti_GS,C,OC,60.520319155717466
3,Drishti_GS,C,macro,76.2371354515371
3,Drishti_GS,RP,OD,91.96413388447868
3,Drishti_GS,RP,OC,64.837962846053
3,Drishti_GS,RP,macro,78.40104836526582
3,Drishti_GS,MT,OD,89.24121771048928
3,Drishti_GS,MT,OC,60.866180917335875
3,Drishti_GS,MT,macro,75.05369931391259
3,Drishti_GS,MT_RP,OD,89.20699724504135
3,Drishti_GS,MT_RP,OC,64.19271079236353
3,Drishti_GS,MT_RP,macro,76.69985401870242
3,Drishti_GS,FT,OD,86.17360808827694
3,Drishti_GS,FT,OC,60.486773630932596
3,Drishti_GS,FT,macro,73.33019085960476
3,Drishti_GS,FT_RP,OD,86.06393375486097
3,Drishti_GS,FT_RP,OC,62.238460643571095
3,Drishti_GS,FT_RP,macro,74.15119719921603
3,Drishti_GS,KDG,OD,92.02466659371105
3,Drishti_GS,KDG,OC,60.59869690931034
3,Drishti_GS,KDG,macro,76.31168175151069
3,Drishti_GS,K_ALL,OD,92.05087975271422
3,Drishti_GS,K_ALL,OC,60.473130555039376
3,Drishti_GS,K_ALL,macro,76.2620051538768
3,Drishti_GS,K_MAG,OD,91.94922571951302
3,Drishti_GS,K_MAG,OC,60.546850168350126
3,Drishti_GS,K_MAG,macro,76.24803794393158
3,Drishti_GS,K_FREE,OD,91.98227495855296
3,Drishti_GS,K_FREE,OC,60.479256698103924
3,Drishti_GS,K_FREE,macro,76.23076582832846
3,Drishti_GS,G_BOUND,OD,92.06816507378399
3,Drishti_GS,G_BOUND,OC,59.53283648743701
3,Drishti_GS,G_BOUND,macro,75.80050078061049
3,Drishti_GS,G_CONST,OD,92.26892616227023
3,Drishti_GS,G_CONST,OC,59.40625261425022
3,Drishti_GS,G_CONST,macro,75.83758938826023
3,Drishti_GS,G_SHUFFLE,OD,92.27498536280964
3,Drishti_GS,G_SHUFFLE,OC,59.41801649284755
3,Drishti_GS,G_SHUFFLE,macro,75.8465009278286
3,Drishti_GS,G_GLOBAL,OD,91.96282007056489
3,Drishti_GS,G_GLOBAL,OC,59.51264916215021
3,Drishti_GS,G_GLOBAL,macro,75.73773461635754
4,REFUGE,C,OD,90.00174390334466
4,REFUGE,C,OC,83.02825628989116
4,REFUGE,C,macro,86.51500009661792
4,REFUGE,RP,OD,90.02022066018121
4,REFUGE,RP,OC,82.85221269917245
4,REFUGE,RP,macro,86.43621667967685
4,REFUGE,MT,OD,89.4751575639867
4,REFUGE,MT,OC,83.33883269247826
4,REFUGE,MT,macro,86.40699512823248
4,REFUGE,MT_RP,OD,89.49435039510752
4,REFUGE,MT_RP,OC,83.24656602562615
4,REFUGE,MT_RP,macro,86.37045821036683
4,REFUGE,FT,OD,88.47539469236516
4,REFUGE,FT,OC,82.98622199158055
4,REFUGE,FT,macro,85.73080834197286
4,REFUGE,FT_RP,OD,88.485158501376
4,REFUGE,FT_RP,OC,83.02600227413876
4,REFUGE,FT_RP,macro,85.75558038775738
4,REFUGE,KDG,OD,90.02356516166196
4,REFUGE,KDG,OC,82.99824803356543
4,REFUGE,KDG,macro,86.5109065976137
4,REFUGE,K_ALL,OD,90.02561159829943
4,REFUGE,K_ALL,OC,82.99673775860234
4,REFUGE,K_ALL,macro,86.51117467845089
4,REFUGE,K_MAG,OD,90.00600672795971
4,REFUGE,K_MAG,OC,83.02386948885729
4,REFUGE,K_MAG,macro,86.5149381084085
4,REFUGE,K_FREE,OD,90.00705856756747
4,REFUGE,K_FREE,OC,83.0156165120922
4,REFUGE,K_FREE,macro,86.51133753982982
4,REFUGE,G_BOUND,OD,89.94142790528969
4,REFUGE,G_BOUND,OC,83.10818518160491
4,REFUGE,G_BOUND,macro,86.5248065434473
4,REFUGE,G_CONST,OD,89.94069787818763
4,REFUGE,G_CONST,OC,83.09367470282875
4,REFUGE,G_CONST,macro,86.51718629050819
4,REFUGE,G_SHUFFLE,OD,89.93953600417902
4,REFUGE,G_SHUFFLE,OC,83.09601285603601
4,REFUGE,G_SHUFFLE,macro,86.51777443010752
4,REFUGE,G_GLOBAL,OD,89.90970694464512
4,REFUGE,G_GLOBAL,OC,83.12202997024922
4,REFUGE,G_GLOBAL,macro,86.51586845744717
4,ORIGA,C,OD,87.25338612732756
4,ORIGA,C,OC,70.36741123729323
4,ORIGA,C,macro,78.81039868231038
4,ORIGA,RP,OD,87.25862301102985
4,ORIGA,RP,OC,70.8392454942325
4,ORIGA,RP,macro,79.04893425263118
4,ORIGA,MT,OD,85.29480390791267
4,ORIGA,MT,OC,68.41185635133061
4,ORIGA,MT,macro,76.85333012962164
4,ORIGA,MT_RP,OD,85.29589754736588
4,ORIGA,MT_RP,OC,68.93377252985262
4,ORIGA,MT_RP,macro,77.11483503860924
4,ORIGA,FT,OD,80.68314882775404
4,ORIGA,FT,OC,62.81358773955792
4,ORIGA,FT,macro,71.74836828365598
4,ORIGA,FT_RP,OD,80.63843313143273
4,ORIGA,FT_RP,OC,63.289621303889085
4,ORIGA,FT_RP,macro,71.96402721766091
4,ORIGA,KDG,OD,87.4129638211064
4,ORIGA,KDG,OC,70.53336325287265
4,ORIGA,KDG,macro,78.97316353698953
4,ORIGA,K_ALL,OD,87.39798665544815
4,ORIGA,K_ALL,OC,70.5232006867713
4,ORIGA,K_ALL,macro,78.96059367110972
4,ORIGA,K_MAG,OD,87.26331890668052
4,ORIGA,K_MAG,OC,70.37044270060058
4,ORIGA,K_MAG,macro,78.81688080364054
4,ORIGA,K_FREE,OD,87.28429706066974
4,ORIGA,K_FREE,OC,70.4441949469577
4,ORIGA,K_FREE,macro,78.86424600381372
4,ORIGA,G_BOUND,OD,87.07830265654492
4,ORIGA,G_BOUND,OC,70.05881897441162
4,ORIGA,G_BOUND,macro,78.56856081547826
4,ORIGA,G_CONST,OD,87.04980210074571
4,ORIGA,G_CONST,OC,70.07682323449033
4,ORIGA,G_CONST,macro,78.56331266761802
4,ORIGA,G_SHUFFLE,OD,87.05517858562808
4,ORIGA,G_SHUFFLE,OC,70.09001094546244
4,ORIGA,G_SHUFFLE,macro,78.57259476554526
4,ORIGA,G_GLOBAL,OD,87.03936488551749
4,ORIGA,G_GLOBAL,OC,70.03789236690591
4,ORIGA,G_GLOBAL,macro,78.5386286262117
4,REFUGE_Valid,C,OD,80.91582639285913
4,REFUGE_Valid,C,OC,62.008253082915644
4,REFUGE_Valid,C,macro,71.46203973788737
4,REFUGE_Valid,RP,OD,80.58610387253735
4,REFUGE_Valid,RP,OC,61.235589853475496
4,REFUGE_Valid,RP,macro,70.91084686300643
4,REFUGE_Valid,MT,OD,83.296635370069
4,REFUGE_Valid,MT,OC,63.89099515581592
4,REFUGE_Valid,MT,macro,73.59381526294247
4,REFUGE_Valid,MT_RP,OD,83.1603880862292
4,REFUGE_Valid,MT_RP,OC,63.23533970404704
4,REFUGE_Valid,MT_RP,macro,73.19786389513813
4,REFUGE_Valid,FT,OD,85.30769030807332
4,REFUGE_Valid,FT,OC,67.09689498401764
4,REFUGE_Valid,FT,macro,76.20229264604549
4,REFUGE_Valid,FT_RP,OD,85.3036266546746
4,REFUGE_Valid,FT_RP,OC,66.71331464877075
4,REFUGE_Valid,FT_RP,macro,76.00847065172267
4,REFUGE_Valid,KDG,OD,80.832757451573
4,REFUGE_Valid,KDG,OC,61.84002941023545
4,REFUGE_Valid,KDG,macro,71.33639343090422
4,REFUGE_Valid,K_ALL,OD,80.80743744370366
4,REFUGE_Valid,K_ALL,OC,61.8515802159767
4,REFUGE_Valid,K_ALL,macro,71.3295088298402
4,REFUGE_Valid,K_MAG,OD,80.90039475811383
4,REFUGE_Valid,K_MAG,OC,62.003770519767
4,REFUGE_Valid,K_MAG,macro,71.45208263894041
4,REFUGE_Valid,K_FREE,OD,80.92276510889998
4,REFUGE_Valid,K_FREE,OC,61.94437644038186
4,REFUGE_Valid,K_FREE,macro,71.43357077464093
4,REFUGE_Valid,G_BOUND,OD,81.14642612383862
4,REFUGE_Valid,G_BOUND,OC,62.54747209744995
4,REFUGE_Valid,G_BOUND,macro,71.84694911064429
4,REFUGE_Valid,G_CONST,OD,81.05801544712902
4,REFUGE_Valid,G_CONST,OC,62.479357370919914
4,REFUGE_Valid,G_CONST,macro,71.76868640902447
4,REFUGE_Valid,G_SHUFFLE,OD,81.08521311570557
4,REFUGE_Valid,G_SHUFFLE,OC,62.48282148471301
4,REFUGE_Valid,G_SHUFFLE,macro,71.78401730020929
4,REFUGE_Valid,G_GLOBAL,OD,81.27295770664641
4,REFUGE_Valid,G_GLOBAL,OC,62.63224658760553
4,REFUGE_Valid,G_GLOBAL,macro,71.95260214712597
4,Drishti_GS,C,OD,87.67842526274647
4,Drishti_GS,C,OC,62.116052283901055
4,Drishti_GS,C,macro,74.89723877332376
4,Drishti_GS,RP,OD,87.69436330257857
4,Drishti_GS,RP,OC,62.463105908223476
4,Drishti_GS,RP,macro,75.07873460540104
4,Drishti_GS,MT,OD,86.85753834100836
4,Drishti_GS,MT,OC,61.49583394578662
4,Drishti_GS,MT,macro,74.17668614339748
4,Drishti_GS,MT_RP,OD,86.85818798683121
4,Drishti_GS,MT_RP,OC,61.8193871320597
4,Drishti_GS,MT_RP,macro,74.33878755944546
4,Drishti_GS,FT,OD,86.2605397140316
4,Drishti_GS,FT,OC,60.92969938814827
4,Drishti_GS,FT,macro,73.59511955108997
4,Drishti_GS,FT_RP,OD,86.2543025055411
4,Drishti_GS,FT_RP,OC,61.25256618674255
4,Drishti_GS,FT_RP,macro,73.75343434614183
4,Drishti_GS,KDG,OD,87.74363251358024
4,Drishti_GS,KDG,OC,62.08732530099166
4,Drishti_GS,KDG,macro,74.91547890728594
4,Drishti_GS,K_ALL,OD,87.73449694153878
4,Drishti_GS,K_ALL,OC,62.10923140951795
4,Drishti_GS,K_ALL,macro,74.92186417552837
4,Drishti_GS,K_MAG,OD,87.68532275967686
4,Drishti_GS,K_MAG,OC,62.116029761919826
4,Drishti_GS,K_MAG,macro,74.90067626079836
4,Drishti_GS,K_FREE,OD,87.6938651616269
4,Drishti_GS,K_FREE,OC,62.17408213377164
4,Drishti_GS,K_FREE,macro,74.93397364769928
4,Drishti_GS,G_BOUND,OD,87.59145753654651
4,Drishti_GS,G_BOUND,OC,61.985277086155314
4,Drishti_GS,G_BOUND,macro,74.78836731135092
4,Drishti_GS,G_CONST,OD,87.56042546902322
4,Drishti_GS,G_CONST,OC,61.982056451030665
4,Drishti_GS,G_CONST,macro,74.77124096002694
4,Drishti_GS,G_SHUFFLE,OD,87.56092128970037
4,Drishti_GS,G_SHUFFLE,OC,61.98480284159359
4,Drishti_GS,G_SHUFFLE,macro,74.77286206564698
4,Drishti_GS,G_GLOBAL,OD,87.5518181430895
4,Drishti_GS,G_GLOBAL,OC,61.956190152358026
4,Drishti_GS,G_GLOBAL,macro,74.75400414772379
