order,subset,arm,OD,OC,macro
2,remaining_dev,MT_RP,85.93739913873615,69.12766968027333,77.53253440950475
2,remaining_dev,FT,85.05724368760994,68.29943873349413,76.67834121055203
2,remaining_dev,FT_RP,85.05050444202628,68.48408123148599,76.76729283675613
2,remaining_dev,KDG,86.56370497675779,69.50390963474506,78.03380730575142
2,remaining_dev,K_ALL,86.57349322694351,69.51022083534818,78.04185703114585
2,remaining_dev,K_MAG,86.5069663837999,69.50108970302772,78.00402804341381
2,remaining_dev,K_FREE,86.55356869315413,69.53014447606223,78.04185658460818
2,remaining_dev,G_BOUND,86.42252155804903,69.56160519394905,77.99206337599904
2,remaining_dev,G_CONST,86.33586037638348,69.54048732170266,77.93817384904307
2,remaining_dev,G_SHUFFLE,86.33973061299871,69.541788094988,77.94075935399334
2,remaining_dev,G_GLOBAL,86.42026582294781,69.56835747704932,77.99431164999858
2,legacy_dev,C,86.13848872282799,69.98563588041023,78.06206230161911
2,legacy_dev,RP,86.05491926735368,69.95555273245508,78.00523599990437
2,legacy_dev,MT,85.66694433014851,69.54146659501444,77.60420546258148
2,legacy_dev,MT_RP,85.61451835428853,69.56811901871905,77.5913186865038
2,legacy_dev,FT,84.77418713196863,69.04940142028106,76.91179427612485
2,legacy_dev,FT_RP,84.76113254148306,69.17763862448437,76.96938558298373
2,legacy_dev,KDG,86.18291506732218,70.01582721066866,78.09937113899542
2,legacy_dev,K_ALL,86.19057371347691,70.01795935037082,78.10426653192386
2,legacy_dev,K_MAG,86.13458927610353,69.98180877888755,78.05819902749553
2,legacy_dev,K_FREE,86.19567713432401,70.00901888340556,78.10234800886478
2,legacy_dev,G_BOUND,86.04321584067364,70.02420627025062,78.03371105546213
2,legacy_dev,G_CONST,85.95999491488237,70.00302034484487,77.98150762986363
2,legacy_dev,G_SHUFFLE,85.96608024765669,70.00237656677189,77.9842284072143
2,legacy_dev,G_GLOBAL,86.04406093014794,70.03036001676531,78.03721047345661
2,p1_extension_dev,C,87.02894366362537,69.96662021469874,78.49778193916205
2,p1_extension_dev,RP,86.94363811411557,69.95166396238923,78.4476510382524
2,p1_extension_dev,MT,86.37087595507722,69.41554151895677,77.893208737017
2,p1_extension_dev,MT_RP,86.322498546341,69.44734126988124,77.88491990811113
2,p1_extension_dev,FT,85.37248584323471,68.63235651905003,77.00242118114238
2,p1_extension_dev,FT_RP,85.36709217661176,68.74921380199942,77.0581529893056
2,p1_extension_dev,KDG,87.08085889447385,69.96853717161457,78.52469803304422
2,p1_extension_dev,K_ALL,87.09476845352285,69.97658289972196,78.5356756766224
2,p1_extension_dev,K_MAG,87.0237005301581,69.96942991420069,78.49656522217938
2,p1_extension_dev,K_FREE,87.06611223174622,69.98211352915966,78.52411288045295
2,p1_extension_dev,G_BOUND,86.93106082499274,70.01907195214382,78.47506638856828
2,p1_extension_dev,G_CONST,86.84406250618531,69.99985039525613,78.42195645072073
2,p1_extension_dev,G_SHUFFLE,86.8469073104509,70.00021370354659,78.42356050699875
2,p1_extension_dev,G_GLOBAL,86.92604391143104,70.0260854269181,78.47606466917458
2,all_dev,C,86.65872917433187,69.85789505448972,78.25831211441078
2,all_dev,RP,86.57440599172176,69.83095319200217,78.20267959186197
2,all_dev,MT,86.13819932900442,69.44448881565374,77.79134407232908
2,all_dev,MT_RP,86.08837737762043,69.47700411852823,77.78269074807434
2,all_dev,FT,85.19113776124827,68.74051893996842,76.96582835060835
2,all_dev,FT_RP,85.18532623483102,68.88710414854725,77.03621519168914
2,all_dev,KDG,86.70747435024927,69.85617384137218,78.28182409581073
2,all_dev,K_ALL,86.71682621870627,69.86235141495507,78.28958881683067
2,all_dev,K_MAG,86.65281048651708,69.85583480228172,78.2543226443994
2,all_dev,K_FREE,86.69962193696178,69.87711496680515,78.28836845188347
2,all_dev,G_BOUND,86.57041352253748,69.9223601765915,78.24638684956447
2,all_dev,G_CONST,86.48558305231323,69.90235270204685,78.19396787718004
2,all_dev,G_SHUFFLE,86.48921748778355,69.90278456198213,78.19600102488285
2,all_dev,G_GLOBAL,86.56876328026311,69.93054392832293,78.24965360429303
3,remaining_dev,C,89.04451051847573,69.60777470099708,79.32614260973641
3,remaining_dev,RP,89.02961137093361,70.94936670438176,79.98948903765768
3,remaining_dev,MT,87.60786844459801,69.28219846711356,78.44503345585579
3,remaining_dev,MT_RP,87.57306720100154,70.41521158125335,78.99413939112743
3,remaining_dev,FT,85.39385467439944,68.33650198922142,76.86517833181043
3,remaining_dev,FT_RP,85.32963869879349,69.03265475750834,77.1811467281509
3,remaining_dev,KDG,89.1080430477632,69.68955329972006,79.39879817374162
3,remaining_dev,K_ALL,89.10263686536436,69.63128967060229,79.36696326798332
3,remaining_dev,K_MAG,89.04667993030854,69.62244952271794,79.33456472651325
3,remaining_dev,K_FREE,89.06072869224525,69.6109267355886,79.33582771391693
3,remaining_dev,G_BOUND,89.07944755215289,69.26676190223777,79.17310472719532
