order,scope,pair,channel,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count,assd_common_valid,assd_not_jointly_defined,assd_left_undefined,assd_right_undefined,assd_delta_mean_px,assd_delta_median_px,assd_adverse_upper_decile_mean_px
0,pooled,FT_RP-FT,macro,1695,-0.022845409880639975,-0.002969258461338331,-0.5720804739208774,0.4707347441320377,822,18,855,-1.1572961490105782,-0.7112272942928314,170,,,,,,,
0,pooled,MT_RP-RP,OD,1695,0.5495499381491471,-0.12506307606440226,-4.033531191876318,5.66802620464317,790,6,899,-13.121669451980743,-5.936831557136873,170,1695,0,0,0,-0.5894274979683222,0.04841532559199102,6.454723757836145
0,pooled,MT_RP-RP,OC,1695,0.27837493928912255,0.5254847715932431,-4.425860284668331,4.1347729097937975,970,10,715,-22.338670441239984,-7.891073565345612,170,1695,0,0,0,-0.45677010091189363,-0.33420866289239903,4.172591555547598
0,pooled,MT_RP-RP,macro,1695,0.4139624387191349,0.05189167047251475,-4.154988212142087,4.760064582343985,875,5,815,-15.511131507439924,-6.747447551156248,170,,,,,,,
0,pooled,FT_RP-RP,OD,1695,0.31557932416193857,-0.38136058143483087,-9.508944135378217,11.477893352543624,744,6,945,-33.23997667791135,-14.872431394212226,170,1695,0,0,0,0.6893191232658739,0.5676107920803126,17.867126030096475
0,pooled,FT_RP-RP,OC,1695,0.12598877153344867,0.4490084775140568,-12.80311102107689,10.964538746879324,910,9,776,-64.30745195352401,-21.782714160022973,170,1695,0,0,0,-0.6319168265851189,-0.28804296813546504,11.39416982672868
0,pooled,FT_RP-RP,macro,1695,0.22078404784769348,0.0,-10.886662861090638,10.739352376409753,843,5,847,-48.70701590146646,-17.91003775120163,170,,,,,,,
0,pooled,MT-FT,OD,1695,0.3031113007014599,0.21327666159669523,-5.805460759862906,5.760316716747258,990,25,680,-10.506207063174756,-7.285706253705288,170,1695,0,0,0,-1.2771724599873462,-0.2743210388732731,6.848386281774434
0,pooled,MT-FT,OC,1695,0.3364698242123504,0.0,-6.8073476820282925,8.644512780479815,818,32,845,-12.509388494153107,-8.055757178034103,170,1695,0,0,0,0.11428360096694463,0.027913658003249964,5.301747569549278
0,pooled,MT-FT,macro,1695,0.3197905624569052,0.038948576361974574,-5.907516606293877,6.905894014490777,900,21,774,-9.749479030689855,-7.1022805605877535,170,,,,,,,
0,pooled,MT_RP-FT_RP,OD,1695,0.23397061398720814,0.20854803622623042,-5.978597482553716,5.70773523473852,984,22,689,-10.611764883886732,-7.476638313670425,170,1695,0,0,0,-1.278746621234196,-0.30019841118782153,6.845328246192612
0,pooled,MT_RP-FT_RP,OC,1695,0.15238616775567443,-0.021773854623252653,-7.065811525827594,8.53591278443739,810,27,858,-12.439874595084504,-8.27834792175877,170,1695,0,0,0,0.17514672567322498,0.046351060076865735,5.392654636190031
0,pooled,MT_RP-FT_RP,macro,1695,0.19317839087144129,0.012255872646949051,-6.1742927120803826,6.776483249462441,870,16,809,-10.032586771852491,-7.2966791448152195,170,,,,,,,
0,pooled,KDG-K_ALL,OD,1695,0.04721391296859888,0.01858505211397299,-0.03730061357701819,0.17303128241571877,1128,9,558,-0.24353709006287305,-0.07546225680327752,170,1695,0,0,0,-0.04536746669716687,-0.013809606675444286,0.2651445296331844
0,pooled,KDG-K_ALL,OC,1695,0.004041225608696608,0.006732933005521025,-0.07063523975528341,0.07173517442786288,927,44,724,-0.6014929181919093,-0.13326899799567535,170,1695,0,0,0,-0.005559563670171722,-0.005058877581036736,0.14996783087462334
0,pooled,KDG-K_ALL,macro,1695,0.02562756928864765,0.01763712805472606,-0.04153047172226643,0.108642435514168,1097,3,595,-0.3791712395714242,-0.08616298216401111,170,,,,,,,
0,pooled,KDG-K_MAG,OD,1695,-0.012859888334580969,-0.008474228068056089,-0.2911907329247043,0.25561810048361666,810,4,881,-0.6870609220867574,-0.37905678958430494,170,1695,0,0,0,0.028082325822648833,0.005956502759879356,0.7288758460265538
0,pooled,KDG-K_MAG,OC,1695,-0.056464550706787235,-0.08189895799999847,-0.3480227785044776,0.2746537590053012,620,8,1067,-0.7722978902847233,-0.4454801802500991,170,1695,0,0,0,0.039504576585863975,0.03758066143328165,0.40090097941100883
0,pooled,KDG-K_MAG,macro,1695,-0.034662219520684184,-0.032796591717398904,-0.29903878000864914,0.25090188079278003,712,0,983,-0.5875070214574563,-0.35949807745112616,170,,,,,,,
0,pooled,KDG-K_FREE,OD,1695,-0.07617600026002064,-0.022197627794706687,-0.4147187043809919,0.22704350132776177,739,6,950,-0.8455675227837522,-0.5231955296878186,170,1695,0,0,0,0.10912728498322044,0.020542791557863538,0.9876657480730432
0,pooled,KDG-K_FREE,OC,1695,-0.06468945537170945,-0.07817982121323674,-0.31518746329198377,0.1979382556456644,597,8,1090,-0.9372894827020861,-0.3923895595571207,170,1695,0,0,0,0.0411346181121686,0.03204826323609922,0.38755635966332436
0,pooled,KDG-K_FREE,macro,1695,-0.07043272781586515,-0.0438238374120159,-0.34805061891151956,0.19923700477240164,663,0,1032,-0.6119003059769423,-0.4114516255167936,170,,,,,,,
0,pooled,G_BOUND-G_CONST,OD,1695,-0.011136180826233447,0.015797765478620107,-0.22012869097245646,0.13762676766948545,938,10,747,-0.5382838756287422,-0.2954188479059667,170,1695,0,0,0,0.025464394495213125,-0.011920644019518534,0.4703799991156876
0,pooled,G_BOUND-G_CONST,OC,1695,-0.013284539938377977,-0.0031909838721255745,-0.14173932525716637,0.10066158113972046,807,23,865,-0.5374407599613329,-0.21503766563800034,170,1695,0,0,0,-0.00014150032318552893,0.0003486255540838812,0.21770493341375974
0,pooled,G_BOUND-G_CONST,macro,1695,-0.012210360382305696,0.0030087754500529584,-0.12021538866246129,0.06734523590632205,884,4,807,-0.2839114592299685,-0.1662960038587187,170,,,,,,,
