order,scope,pair,channel,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count,assd_common_valid,assd_not_jointly_defined,assd_left_undefined,assd_right_undefined,assd_delta_mean_px,assd_delta_median_px,assd_adverse_upper_decile_mean_px
1,REFUGE,KDG-K_MAG,macro,336,-0.2168509411533055,-0.26848939435407115,-0.5091934729395009,0.18762472648122808,71,0,265,-0.9051912205649382,-0.5999091513594709,34,,,,,,,
1,REFUGE,KDG-K_FREE,OD,336,-0.09920672377621138,-0.09345811950824956,-0.36100049203279805,0.18131952863136291,107,0,229,-0.7353299216258491,-0.464160547508341,34,336,0,0,0,0.11843804371800133,0.09826627045238334,0.6212581617662517
1,REFUGE,KDG-K_FREE,OC,336,-0.24835596658728218,-0.3528892849625376,-0.6374693626338634,0.3450876770018041,80,0,256,-1.1443370315315504,-0.7427139150403792,34,336,0,0,0,0.13433051195039977,0.16729270573944355,0.47652479737419495
1,REFUGE,KDG-K_FREE,macro,336,-0.17378134518174648,-0.20911380232075394,-0.4518149556874851,0.18160056904145128,79,0,257,-0.6955888950000544,-0.5344724162232126,34,,,,,,,
1,REFUGE,G_BOUND-G_CONST,OD,336,0.04213090328802983,0.04249156365385698,-0.09519398578554661,0.1739666641184412,225,0,111,-0.23923098715624702,-0.14179454300521102,34,336,0,0,0,-0.041947103415092286,-0.03726828269188176,0.16059945830912506
1,REFUGE,G_BOUND-G_CONST,OC,336,0.026723339278391316,0.029505108105676303,-0.09151878455875284,0.14988607392372733,200,0,136,-0.24631644959689503,-0.14992480114143683,34,336,0,0,0,-0.018862477805885243,-0.015753991349604313,0.10294656422086193
1,REFUGE,G_BOUND-G_CONST,macro,336,0.0344271212832104,0.03420082386289547,-0.07263993720084128,0.13488397365368776,226,0,110,-0.19554320048635887,-0.11033392313560655,34,,,,,,,
1,REFUGE,G_BOUND-G_SHUFFLE,OD,336,0.04039004797018507,0.03711521500919246,-0.10015921282940377,0.16955060028139846,222,1,113,-0.24641785505132852,-0.14508489581751255,34,336,0,0,0,-0.04042160219574352,-0.03660092339322896,0.16220804336095
1,REFUGE,G_BOUND-G_SHUFFLE,OC,336,0.026623887512839273,0.03490635727674829,-0.10930575424794031,0.15645405296655368,208,0,128,-0.2528105979970996,-0.16393472892878094,34,336,0,0,0,-0.01790230262982008,-0.014287142278818443,0.10613336490162908
1,REFUGE,G_BOUND-G_SHUFFLE,macro,336,0.03350696774151243,0.032939098925321986,-0.07999958127076767,0.13923120869819283,219,0,117,-0.20473297959899828,-0.11917672534633293,34,,,,,,,
1,REFUGE,G_BOUND-G_GLOBAL,OD,336,-0.025297034059471167,-0.024630011614718006,-0.14816524929347485,0.09681201545894136,133,0,203,-0.26260131720906577,-0.18546000676271723,34,336,0,0,0,0.03382703426869338,0.031228938767293046,0.24890178196505086
1,REFUGE,G_BOUND-G_GLOBAL,OC,336,-0.07151772049443132,-0.09728075903649436,-0.2270762092559886,0.13330915396360665,104,0,232,-0.31010888354141564,-0.25522361697064616,34,336,0,0,0,0.04032268964346445,0.04720908875638541,0.19874894541761784
1,REFUGE,G_BOUND-G_GLOBAL,macro,336,-0.0484073772769509,-0.05708761979078547,-0.16641278321725128,0.09671421020592819,106,0,230,-0.25552432222119004,-0.19704408278999394,34,,,,,,,
1,ORIGA,RP-C,OD,586,-0.057447799113347534,-0.04769513932338376,-0.2504178662471934,0.12050162124744301,198,1,387,-0.4726293327807052,-0.3173475631986408,59,586,0,0,0,0.07130694525705607,0.06653219801863153,0.4915013452200541
1,ORIGA,RP-C,OC,586,0.6983282359545478,0.6561121937471326,-0.550854545790086,1.9962577885554833,463,0,123,-2.320597758454357,-1.198557271708201,59,586,0,0,0,-0.31461918599386346,-0.19142486383838886,1.0433645269292349
1,ORIGA,RP-C,macro,586,0.32044021842060016,0.30638256612395276,-0.33649749160488684,1.0108971221332974,440,0,146,-1.2112653607536328,-0.6635675117660826,59,,,,,,,
1,ORIGA,MT-C,OD,586,-2.455253052379933,-2.526105977676135,-5.484365028135612,0.5987395379786153,81,0,505,-8.96741406279935,-6.526703824632428,59,586,0,0,0,2.4298795312469568,2.4139479046993677,7.175567634162592
1,ORIGA,MT-C,OC,586,-2.4612707221527934,-2.6119274299077953,-6.778660935083436,1.8936683799604725,132,0,454,-14.866862402903774,-8.960603546905935,59,586,0,0,0,1.0150794168691482,1.0717717696236093,4.7590760746504275
1,ORIGA,MT-C,macro,586,-2.4582618872663633,-2.552690306680283,-5.916737056592291,0.7660165265607033,99,0,487,-10.977297112540008,-7.399877112550916,59,,,,,,,
1,ORIGA,MT_RP-C,OD,586,-2.503926197863308,-2.620615601271431,-5.602223173143833,0.564973869080565,80,0,506,-8.988876101705667,-6.553073020359391,59,586,0,0,0,2.4853809384159646,2.483314196231351,7.158672944134264
1,ORIGA,MT_RP-C,OC,586,-1.7049385205945307,-1.4945890215270652,-5.975471048813219,1.9826758083137053,168,0,418,-13.145255644095366,-8.080423347956732,59,586,0,0,0,0.6638412790203115,0.6369923568483538,4.350775350006357
1,ORIGA,MT_RP-C,macro,586,-2.1044323592289196,-1.9168010216846054,-5.4893730642087295,0.8676593450003989,108,0,478,-10.263673820215457,-6.979102761614987,59,,,,,,,
1,ORIGA,FT-C,OD,586,-6.488588863703254,-6.335430105427964,-12.670373457808221,-0.19203441919103947,55,0,531,-24.536821374353945,-15.94747734865677,59,586,0,0,0,6.676625541702989,6.224671082422493,17.785247855503336
1,ORIGA,FT-C,OC,586,-6.762168962524735,-6.668411440527511,-16.398117901426154,3.3388983212602916,102,0,484,-37.72581766312174,-22.43311061808315,59,586,0,0,0,2.7295952407719044,2.8672209955783465,10.527402364364818
1,ORIGA,FT-C,macro,586,-6.6253789131139955,-6.431676883395626,-13.957776702899054,0.632106738951238,68,0,518,-31.13131951873785,-18.666272570379633,59,,,,,,,
1,ORIGA,FT_RP-C,OD,586,-6.564986006523108,-6.360798874413886,-12.90577618601641,-0.2740100325775152,55,0,531,-24.504917313653575,-16.04693449021208,59,586,0,0,0,6.778907826821144,6.330982294266828,18.151919472484007
1,ORIGA,FT_RP-C,OC,586,-5.968390813751538,-5.767430418497394,-15.653727029864516,3.4109514634592664,109,0,477,-36.80819647434043,-21.581421893066054,59,586,0,0,0,2.3821587292767954,2.417423023964502,10.257027764808699
1,ORIGA,FT_RP-C,macro,586,-6.266688410137324,-5.995820722682138,-13.77864407039845,0.7854313092636178,73,0,513,-30.656556893997006,-18.317680002531237,59,,,,,,,
1,ORIGA,KDG-C,OD,586,0.14506528162569812,0.1272497862879196,-0.15916855659510176,0.5205738556735395,416,0,170,-0.5359327953564974,-0.2664793119496784,59,586,0,0,0,-0.1431811499331403,-0.10181141305539887,0.3789955087690721
1,ORIGA,KDG-C,OC,586,0.1154600241667014,0.12313378343127013,-0.5401969275609209,0.7008268693566355,352,0,234,-1.6458992593758603,-0.7626529594626337,59,586,0,0,0,-0.03867452097608717,-0.015844972981091665,0.5689920071727946
1,ORIGA,KDG-C,macro,586,0.13026265289619973,0.13217713109531237,-0.29122399393612386,0.5244891288058995,389,0,197,-0.7134185049570752,-0.4351313541033429,59,,,,,,,
1,ORIGA,K_ALL-C,OD,586,0.15760370947672195,0.14404623028629326,-0.14127436866028797,0.5108864924424306,426,0,160,-0.568520872268885,-0.24047859434908075,59,586,0,0,0,-0.15484637263063145,-0.11004943054568006,0.35675004049166914
1,ORIGA,K_ALL-C,OC,586,0.1528449497057538,0.1404782629283674,-0.45609542202272313,0.6661743605255399,381,0,205,-1.641133407013451,-0.6779697900156015,59,586,0,0,0,-0.059159276563306044,-0.03629509355975635,0.5315020980030786
1,ORIGA,K_ALL-C,macro,586,0.15522432959123783,0.15288114767718075,-0.2700562380133775,0.5662564050240348,397,0,189,-0.7089046888036243,-0.3850624819985446,59,,,,,,,
1,ORIGA,K_MAG-C,OD,586,0.007631504269821253,0.0064828768493396804,-0.02640311919861471,0.043675979519169905,350,0,236,-0.07110085668006194,-0.03975277691213167,59,586,0,0,0,-0.0021769227737615977,-0.001095627297149182,0.12426432909112756
1,ORIGA,K_MAG-C,OC,586,-0.007913096085136422,-0.01006189107136124,-0.0628801264633716,0.05707936830280924,232,7,347,-0.26411049175815715,-0.1058248625232837,59,586,0,0,0,0.005306823763841935,0.00656780118114586,0.1340833357745637
1,ORIGA,K_MAG-C,macro,586,-0.00014079590765748025,-0.0024039283628318753,-0.03874358501183561,0.04297966392754482,273,0,313,-0.12405532747523651,-0.06187224152456034,59,,,,,,,
1,ORIGA,K_FREE-C,OD,586,0.04774967861188896,0.029859799144110744,-0.03328708689022131,0.15418817056004896,413,1,172,-0.11584695768578346,-0.05514737001025466,59,586,0,0,0,-0.06390923242784768,-0.027199585413072658,0.12389047560439584
1,ORIGA,K_FREE-C,OC,586,0.1067717470593876,0.09829352575946304,-0.11410814668973424,0.3352719781320679,422,0,164,-0.3220107172323017,-0.18966941076625785,59,586,0,0,0,-0.04971501614124039,-0.03831170650255089,0.2158238107639762
1,ORIGA,K_FREE-C,macro,586,0.07726071283563793,0.06537182152930865,-0.06385759548086511,0.22701930099961465,430,0,156,-0.20720664222917407,-0.10536616224653199,59,,,,,,,
1,ORIGA,G_BOUND-C,OD,586,-0.12675777894735182,-0.13242411635802642,-0.3390639726644995,0.11839248618766285,111,0,475,-0.6750736667957002,-0.4224171343040702,59,586,0,0,0,0.12757498455027144,0.11549827711933247,0.5457825693504019
1,ORIGA,G_BOUND-C,OC,586,-0.33192588814445967,-0.3321309357485258,-0.9456224142442127,0.29182599564496203,111,0,475,-1.7206752780523304,-1.1471282774554374,59,586,0,0,0,0.13908217773010417,0.1330237192643704,0.8821647963024445
1,ORIGA,G_BOUND-C,macro,586,-0.22934183354590562,-0.2410396366697043,-0.5760255650919033,0.15053040996834133,91,0,495,-0.934943385052267,-0.6823169493497301,59,,,,,,,
1,ORIGA,G_CONST-C,OD,586,-0.16131842733691779,-0.1513121655590033,-0.39121456678540834,0.08720086609613209,100,0,486,-0.9839678215369241,-0.5139893939607564,59,586,0,0,0,0.18519760648836944,0.161054220062661,0.6967732285782288
1,ORIGA,G_CONST-C,OC,586,-0.3896577743206902,-0.3926815277239315,-1.1146155247390044,0.37459326227720635,118,0,468,-2.0194225501781293,-1.314128118270325,59,586,0,0,0,0.17627760640337006,0.171830729320404,0.9952015682525319
1,ORIGA,G_CONST-C,macro,586,-0.27548810082880404,-0.2877246644954423,-0.6836961578634004,0.16701488914326323,92,0,494,-1.1984465420462942,-0.8120044737215102,59,,,,,,,
1,ORIGA,G_SHUFFLE-C,OD,586,-0.1552084073593378,-0.14913395677108587,-0.39441095615500577,0.08424909946581627,100,0,486,-0.9127776116513275,-0.4978368708985815,59,586,0,0,0,0.17505696876357216,0.15157220980603658,0.6751399586712198
1,ORIGA,G_SHUFFLE-C,OC,586,-0.3685039193523803,-0.3779486338170268,-1.0852775474932852,0.38656715321674917,118,0,468,-1.9740701661870697,-1.2857264665452102,59,586,0,0,0,0.16679672497178255,0.14941545041283177,0.9855231489485353
1,ORIGA,G_SHUFFLE-C,macro,586,-0.2618561633558588,-0.27310867631283875,-0.6576237148861241,0.16215476542890683,94,0,492,-1.193582049054509,-0.7909321140632085,59,,,,,,,
1,ORIGA,G_GLOBAL-C,OD,586,-0.1461149885639435,-0.16506368118477943,-0.43185831779617434,0.17017218858285665,131,0,455,-0.7740778130517878,-0.526481159841133,59,586,0,0,0,0.13068391958806624,0.12703851834372681,0.7070340414925449
1,ORIGA,G_GLOBAL-C,OC,586,-0.3792826547232545,-0.3905034580607647,-1.140348031829963,0.41093661945987014,126,0,460,-2.1633063179905876,-1.3629384320786895,59,586,0,0,0,0.1591056539482454,0.15163065240873808,1.0155032651060596
1,ORIGA,G_GLOBAL-C,macro,586,-0.26269882164359887,-0.2826022996913591,-0.6849290596322277,0.22317037523890693,110,0,476,-1.173925028170908,-0.8254852049125742,59,,,,,,,
1,ORIGA,MT_RP-MT,OD,586,-0.04867314548337458,-0.040127381198956646,-0.22276935823378197,0.11599059981056148,203,0,383,-0.4323549607850752,-0.2978596462920834,59,586,0,0,0,0.05550140716900763,0.04958768249654755,0.47596056114673546
1,ORIGA,MT_RP-MT,OC,586,0.7563322015582633,0.6705595043686091,-0.3175782161242924,1.970391697617807,486,0,100,-2.127483857356216,-0.8819652288866581,59,586,0,0,0,-0.35123813784883645,-0.22009435415655165,0.9217040080090508
1,ORIGA,MT_RP-MT,macro,586,0.3538295280374442,0.32222512262434777,-0.22652096328347193,0.9995071126548738,460,0,126,-1.1275494834449784,-0.4888667743130109,59,,,,,,,
1,ORIGA,FT_RP-FT,OD,586,-0.07639714281985382,-0.0656459360249606,-0.2831687894080337,0.12200616414927978,191,0,395,-0.8040962875872415,-0.4096735699263729,59,586,0,0,0,0.10228228511815521,0.059190941734568625,0.9153729774819306
1,ORIGA,FT_RP-FT,OC,586,0.7937781487731975,0.7381772518310264,-0.11487437536297218,1.862619162348128,508,1,77,-1.6759291447847269,-0.5240263676020711,59,586,0,0,0,-0.3474365114951089,-0.22028616358254904,0.7906032672459355
1,ORIGA,FT_RP-FT,macro,586,0.3586905029766717,0.350210641202775,-0.1453291046426053,0.9289916159731904,475,0,111,-0.8195102223072626,-0.34512656936110764,59,,,,,,,
1,ORIGA,MT_RP-RP,OD,586,-2.44647839874996,-2.5583234681528513,-5.53006903701575,0.6681887031100842,86,0,500,-8.951138555651605,-6.521689230518093,59,586,0,0,0,2.4140739931589086,2.3942785098569743,7.171199339369699
1,ORIGA,MT_RP-RP,OC,586,-2.4032667565490784,-2.566955591069464,-6.780601901476652,2.1406368114540997,136,0,450,-15.837333072558035,-9.054478297086346,59,586,0,0,0,0.978460465014175,1.080735798557888,4.748198636331652
1,ORIGA,MT_RP-RP,macro,586,-2.4248725776495195,-2.556414655946593,-5.9407452730760095,0.9214076827383011,104,0,482,-11.532100920431388,-7.465059214540586,59,,,,,,,
1,ORIGA,FT_RP-RP,OD,586,-6.50753820740976,-6.320856936947034,-12.69887717895114,-0.15627072585499002,56,0,530,-24.437695291820937,-16.01024433008125,59,586,0,0,0,6.707600881564088,6.262566670679525,18.127211777783685
1,ORIGA,FT_RP-RP,OC,586,-6.666719049706086,-6.586869002203027,-16.489146106988287,3.720721954291506,108,0,478,-38.38521069407626,-22.46587351079009,59,586,0,0,0,2.696777915270659,2.8149843902702916,10.706889361547312
1,ORIGA,FT_RP-RP,macro,586,-6.587128628557925,-6.447174302291698,-14.063807304816837,0.9630876884842654,71,0,515,-31.41145299294859,-18.741088102239598,59,,,,,,,
1,ORIGA,MT-FT,OD,586,4.033335811323321,3.812269328271162,0.6018621739652341,7.50343760972269,550,0,36,-5.701412951179153,-0.5396897365429983,59,586,0,0,0,-4.2467460104560315,-3.6671777018739,0.9036365174129709
1,ORIGA,MT-FT,OC,586,4.300898240371942,4.0621318690482076,-1.3387815642558865,9.835126328889299,490,0,96,-10.127584874685002,-4.027402627906986,59,586,0,0,0,-1.7145158239027565,-1.662911842110649,2.7926627430770803
1,ORIGA,MT-FT,macro,586,4.167117025847632,3.8897300825673886,0.05407307909430226,8.135656090346377,528,0,58,-5.659189735490688,-1.5359212396139277,59,,,,,,,
1,ORIGA,MT_RP-FT_RP,OD,586,4.0610598086598,3.871452224404781,0.5839941847925689,7.628803997990719,545,0,41,-5.74572815228136,-0.6105136717169171,59,586,0,0,0,-4.293526888405179,-3.7452767429574534,0.9888291485476318
1,ORIGA,MT_RP-FT_RP,OC,586,4.263452293157008,4.023942999293972,-1.7213893930591695,9.715975303671792,485,0,101,-10.004565827518629,-4.369595258997945,59,586,0,0,0,-1.718317450256484,-1.643143328020809,3.0444835370366996
1,ORIGA,MT_RP-FT_RP,macro,586,4.162256050908405,3.9221989164980653,-0.11395101503680616,8.135822855389584,522,0,64,-5.98386053312886,-1.7301097194203803,59,,,,,,,
1,ORIGA,KDG-K_ALL,OD,586,-0.012538427851023808,-0.012492990943074878,-0.1012844357859366,0.07271420393036299,239,0,347,-0.41129724784801924,-0.15927816383268545,59,586,0,0,0,0.011665222697491132,0.009847695807778223,0.27146731219322157
1,ORIGA,KDG-K_ALL,OC,586,-0.037384925539052406,-0.0203041767896317,-0.2391551577164419,0.15108098059338215,259,0,327,-1.08544049048232,-0.39749509992299975,59,586,0,0,0,0.02048475558721886,0.01659743896759691,0.3187053255406165
1,ORIGA,KDG-K_ALL,macro,586,-0.02496167669503809,-0.010646186617718767,-0.15614138883278672,0.09538513174436325,266,0,320,-0.6806212947570445,-0.2579559539577983,59,,,,,,,
1,ORIGA,KDG-K_MAG,OD,586,0.13743377735587692,0.11860000577257335,-0.1496186394481014,0.4967530012393917,416,0,170,-0.5080494305600536,-0.24815064706609627,59,586,0,0,0,-0.14100422715937871,-0.10194072751115124,0.3441584175580205
1,ORIGA,KDG-K_MAG,OC,586,0.12337312025183782,0.1322523934817632,-0.5193693541154454,0.7156295909890142,358,0,228,-1.5200751644474986,-0.7469669569866207,59,586,0,0,0,-0.04398134473992911,-0.02738210645989625,0.5676057285553671
