job,key,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count
o0a0,r4t.global_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a0,r4t.counts.network_forwards,1951,8.0,8.0,8.0,8.0,1951,0,0,8.0,8.0,196
o0a0,r4t.counts.loss_backward_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a0,r4t.counts.adam_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a0,r4t.counts.jacobian_vjp_calls,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a0,r4t.counts.actual_parameter_replacements,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a0,r4t.teacher_update,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a0,r4t.source_unchanged,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a0,auxiliary.q.0.total_pixels,1951,262144.0,262144.0,262144.0,262144.0,1951,0,0,262144.0,262144.0,196
o0a0,auxiliary.q.0.gt_foreground,1951,29364.35161455664,28513.0,15296.0,45565.0,1951,0,0,9104.0,13711.244897959185,196
o0a0,auxiliary.q.0.gt_background,1951,232779.64838544338,233631.0,216579.0,246848.0,1951,0,0,185479.0,210883.1530612245,196
o0a0,auxiliary.q.0.pred_foreground,1951,29557.624807790875,27791.0,23488.0,37960.0,1951,0,0,17582.0,22128.530612244896,196
o0a0,auxiliary.q.0.intersection,1951,25278.96258329062,23994.0,15227.0,37146.0,1951,0,0,9104.0,13671.127551020409,196
o0a0,auxiliary.q.0.dice,1951,0.8479475874954143,0.8693789597285126,0.7210764217386734,0.9411900483075858,1951,0,0,0.5058661325147629,0.6634662640733421,196
o0a0,auxiliary.q.0.brier_sum,1951,6697.811034069753,6036.178599019158,2616.181059537826,11822.940305059987,1951,0,0,944.0509822734934,1984.8328616537929,196
o0a0,auxiliary.q.0.brier,1951,0.02555012143733884,0.023026193996502527,0.00997993873419886,0.045100938053359935,1951,0,0,0.003601268700689291,0.0075715364900733675,196
o0a0,auxiliary.q.0.foreground_brier_sum,1951,3214.5173053896424,1857.8019974441793,3.2656035349478607,8614.729732190293,1951,0,0,0.002389081174758445,1.021933899601258,196
o0a0,auxiliary.q.0.background_brier_sum,1951,3483.2937286801107,1565.1225829960897,40.23932798677801,9563.767016255411,1951,0,0,0.009181091347443195,13.055632156399968,196
o0a0,auxiliary.q.0.foreground_brier,1951,0.08189517842883016,0.06108958467387263,0.00019754544848523444,0.20582997674996537,1951,0,0,1.598032054814536e-07,6.469005483824575e-05,196
o0a0,auxiliary.q.0.background_brier,1951,0.014344696916729599,0.006920966756947436,0.0001793800350327571,0.03871777515129281,1951,0,0,4.9499357595432335e-08,5.917245345434642e-05,196
o0a0,auxiliary.q.1.total_pixels,1951,262144.0,262144.0,262144.0,262144.0,1951,0,0,262144.0,262144.0,196
o0a0,auxiliary.q.1.gt_foreground,1951,9633.745771399283,7259.0,2865.0,19762.0,1951,0,0,907.0,2369.5255102040815,196
o0a0,auxiliary.q.1.gt_background,1951,252510.2542286007,254885.0,242382.0,259279.0,1951,0,0,213174.0,236489.056122449,196
o0a0,auxiliary.q.1.pred_foreground,1951,9773.87442337263,9790.0,7265.0,12031.0,1951,0,0,5202.0,6796.392857142857,196
o0a0,auxiliary.q.1.intersection,1951,6829.045617631984,6580.0,2843.0,11214.0,1951,0,0,907.0,2344.7704081632655,196
o0a0,auxiliary.q.1.dice,1951,0.6955401722188997,0.7224442439087276,0.45755945148411736,0.886961686961687,1951,0,0,0.11842256104551187,0.39172762472674777,196
o0a0,auxiliary.q.1.brier_sum,1951,4532.913723403461,4061.8712570593016,1292.970625127107,7863.472815151909,1951,0,0,551.0972113667046,1023.6519189691427,196
o0a0,auxiliary.q.1.brier,1951,0.01729169358598122,0.0154948091776249,0.004932291508205822,0.02999676824627651,1951,0,0,0.002102269025294131,0.0039049221762433727,196
o0a0,auxiliary.q.1.foreground_brier_sum,1951,2252.5660575195625,340.9876312808701,0.20330272342938827,7204.721164162637,1951,0,0,0.0006530491149199236,0.07852129147337368,196
o0a0,auxiliary.q.1.background_brier_sum,1951,2280.3476658838986,1617.874187237333,38.061015684622674,5324.418426083877,1951,0,0,0.00027096943413931784,10.429075171029195,196
o0a0,auxiliary.q.1.foreground_brier,1951,0.1277305599466978,0.04555121138364285,6.199614626010848e-05,0.37024042504206145,1951,0,0,3.0559153716421315e-07,2.3922216953369646e-05,196
o0a0,auxiliary.q.1.background_brier,1951,0.00887690801472941,0.00653665436400826,0.0001620734140530209,0.020498557922292847,1951,0,0,1.1673578296728352e-09,4.302562332545399e-05,196
o0a1,r4t.global_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.counts.network_forwards,1951,8.0,8.0,8.0,8.0,1951,0,0,8.0,8.0,196
o0a1,r4t.counts.loss_backward_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a1,r4t.counts.adam_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a1,r4t.counts.jacobian_vjp_calls,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.counts.actual_parameter_replacements,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.pca.input.region_token_counts.0,1951,908.3444387493593,915.0,875.0,933.0,1951,0,0,825.0,863.9132653061224,196
o0a1,r4t.pca.input.region_token_counts.1,1951,115.6555612506407,109.0,91.0,149.0,1951,0,0,69.0,85.88265306122449,196
o0a1,r4t.pca.input.region_token_counts.2,1951,985.2870322911327,985.0,976.0,996.0,1951,0,0,959.0,972.515306122449,196
o0a1,r4t.pca.input.region_token_counts.3,1951,38.71296770886725,39.0,28.0,48.0,1951,0,0,19.0,26.53061224489796,196
o0a1,r4t.pca.input.sampled_region_counts.0,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,r4t.pca.input.sampled_region_counts.1,1951,31.999487442337262,32.0,32.0,32.0,1951,0,0,31.0,31.994897959183675,196
o0a1,r4t.pca.input.sampled_region_counts.2,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,r4t.pca.input.sampled_region_counts.3,1951,24.66324961558175,26.0,16.0,32.0,1947,4,0,0.0,12.862244897959183,196
o0a1,r4t.pca.input.selected_region_counts.0,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,r4t.pca.input.selected_region_counts.1,1951,31.999487442337262,32.0,32.0,32.0,1951,0,0,31.0,31.994897959183675,196
o0a1,r4t.pca.input.selected_region_counts.2,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,r4t.pca.input.selected_region_counts.3,1951,24.66324961558175,26.0,16.0,32.0,1947,4,0,0.0,12.862244897959183,196
o0a1,r4t.pca.input.assigned_bank_counts.0,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,r4t.pca.input.assigned_bank_counts.1,1951,31.999487442337262,32.0,32.0,32.0,1951,0,0,31.0,31.994897959183675,196
o0a1,r4t.pca.input.assigned_bank_counts.2,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,r4t.pca.input.assigned_bank_counts.3,1951,24.66324961558175,26.0,16.0,32.0,1947,4,0,0.0,12.862244897959183,196
o0a1,r4t.pca.input.zero_vectors.0,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.pca.input.zero_vectors.1,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.pca.input.zero_vectors.2,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.pca.input.zero_vectors.3,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
