job,key,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count
o0a1,r4t.pca.input.missing_foreground.0,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.pca.input.missing_foreground.1,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.pca.subloss,1951,0.10630905512302181,0.10174113512039185,0.0787711888551712,0.14165961742401123,1935,16,0,0.0,0.06737933587282896,196
o0a1,r4t.pca.base_loss,1951,0.04956741987139002,0.04097898304462433,0.029667235910892487,0.07542900741100311,1951,0,0,0.021675463765859604,0.027642544615557606,196
o0a1,r4t.pca.banks.0.n,1951,31232.0,31232.0,6272.0,56192.0,1951,0,0,32.0,3152.0,196
o0a1,r4t.pca.banks.0.contributing_images,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.0.version,1951,968.4961558175295,976.0,192.0,1744.0,1936,15,0,0.0,91.10204081632654,196
o0a1,r4t.pca.banks.0.last_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.0.ready,1951,0.9923116350589442,1.0,1.0,1.0,1936,15,0,0.0,0.923469387755102,196
o0a1,r4t.pca.banks.0.rank,1951,7.938493080471553,8.0,8.0,8.0,1936,15,0,0.0,7.387755102040816,196
o0a1,r4t.pca.banks.0.merges,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.0.eigh_calls,1951,60.53100973859559,61.0,12.0,109.0,1936,15,0,0.0,5.6938775510204085,196
o0a1,r4t.pca.banks.0.state_bytes,1951,10797.79395181958,10816.0,10816.0,10816.0,1951,0,0,8448.0,10634.775510204081,196
o0a1,r4t.pca.banks.1.n,1951,31231.082009226036,31231.0,6271.0,56191.0,1951,0,0,32.0,3151.816326530612,196
o0a1,r4t.pca.banks.1.contributing_images,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.1.version,1951,968.4961558175295,976.0,192.0,1744.0,1936,15,0,0.0,91.10204081632654,196
o0a1,r4t.pca.banks.1.last_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.1.ready,1951,0.9923116350589442,1.0,1.0,1.0,1936,15,0,0.0,0.923469387755102,196
o0a1,r4t.pca.banks.1.rank,1951,7.938493080471553,8.0,8.0,8.0,1936,15,0,0.0,7.387755102040816,196
o0a1,r4t.pca.banks.1.merges,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.1.eigh_calls,1951,60.53100973859559,61.0,12.0,109.0,1936,15,0,0.0,5.6938775510204085,196
o0a1,r4t.pca.banks.1.state_bytes,1951,10797.79395181958,10816.0,10816.0,10816.0,1951,0,0,8448.0,10634.775510204081,196
o0a1,r4t.pca.banks.2.n,1951,31232.0,31232.0,6272.0,56192.0,1951,0,0,32.0,3152.0,196
o0a1,r4t.pca.banks.2.contributing_images,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.2.version,1951,968.4961558175295,976.0,192.0,1744.0,1936,15,0,0.0,91.10204081632654,196
o0a1,r4t.pca.banks.2.last_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.2.ready,1951,0.9923116350589442,1.0,1.0,1.0,1936,15,0,0.0,0.923469387755102,196
o0a1,r4t.pca.banks.2.rank,1951,7.938493080471553,8.0,8.0,8.0,1936,15,0,0.0,7.387755102040816,196
o0a1,r4t.pca.banks.2.merges,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.2.eigh_calls,1951,60.53100973859559,61.0,12.0,109.0,1936,15,0,0.0,5.6938775510204085,196
o0a1,r4t.pca.banks.2.state_bytes,1951,10797.79395181958,10816.0,10816.0,10816.0,1951,0,0,8448.0,10634.775510204081,196
o0a1,r4t.pca.banks.3.n,1951,22135.45105074321,21438.0,3303.0,42816.0,1951,0,0,23.0,1710.234693877551,196
o0a1,r4t.pca.banks.3.contributing_images,1951,972.81086622245,972.0,196.0,1752.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.3.version,1951,968.4894925679139,964.0,192.0,1748.0,1936,15,0,0.0,91.10204081632654,196
o0a1,r4t.pca.banks.3.last_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.3.ready,1951,0.9923116350589442,1.0,1.0,1.0,1936,15,0,0.0,0.923469387755102,196
o0a1,r4t.pca.banks.3.rank,1951,7.938493080471553,8.0,8.0,8.0,1936,15,0,0.0,7.387755102040816,196
o0a1,r4t.pca.banks.3.merges,1951,972.81086622245,972.0,196.0,1752.0,1951,0,0,1.0,98.5,196
o0a1,r4t.pca.banks.3.eigh_calls,1951,60.33264992311635,60.0,12.0,109.0,1936,15,0,0.0,5.6938775510204085,196
o0a1,r4t.pca.banks.3.state_bytes,1951,10797.79395181958,10816.0,10816.0,10816.0,1951,0,0,8448.0,10634.775510204081,196
o0a1,r4t.teacher_update,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,r4t.source_unchanged,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a1,auxiliary.q.0.total_pixels,1951,262144.0,262144.0,262144.0,262144.0,1951,0,0,262144.0,262144.0,196
o0a1,auxiliary.q.0.gt_foreground,1951,29364.35161455664,28513.0,15296.0,45565.0,1951,0,0,9104.0,13711.244897959185,196
o0a1,auxiliary.q.0.gt_background,1951,232779.64838544338,233631.0,216579.0,246848.0,1951,0,0,185479.0,210883.1530612245,196
o0a1,auxiliary.q.0.pred_foreground,1951,29651.753459764222,27981.0,23584.0,37929.0,1951,0,0,17647.0,22187.494897959183,196
o0a1,auxiliary.q.0.intersection,1951,25290.794464377243,24033.0,15237.0,37139.0,1951,0,0,9104.0,13672.581632653062,196
o0a1,auxiliary.q.0.dice,1951,0.8467309402492713,0.8681527410868284,0.718245928965252,0.941455859576665,1951,0,0,0.5049466386227311,0.6606271068705963,196
o0a1,auxiliary.q.0.brier_sum,1951,6782.9121708118,6105.239924733546,2616.7453585408994,11914.395767343467,1951,0,0,941.0658576692445,1990.6399628297083,196
o0a1,auxiliary.q.0.brier,1951,0.025874756510970306,0.02328964204686564,0.009982091364062879,0.0454498129552592,1951,0,0,0.0035898813540239122,0.00759368882305034,196
o0a1,auxiliary.q.0.foreground_brier_sum,1951,3211.743960001778,1872.3481880066045,2.496434107362159,8628.869887294279,1951,0,0,0.001240070600541543,0.7676895201379044,196
o0a1,auxiliary.q.0.background_brier_sum,1951,3571.1682108100217,1579.1727976510604,40.82059266292026,9838.587381744735,1951,0,0,0.0055406715729417995,13.148023529690475,196
o0a1,auxiliary.q.0.foreground_brier,1951,0.08172164514941842,0.06087740701104994,0.00015600459686783736,0.20500812575922162,1951,0,0,8.13161049535438e-08,4.826077004696197e-05,196
o0a1,auxiliary.q.0.background_brier,1951,0.01470473029813574,0.007020675594069085,0.00018091895934619669,0.03987702650612643,1951,0,0,2.9872231211845007e-08,5.9600170396254166e-05,196
o0a1,auxiliary.q.1.total_pixels,1951,262144.0,262144.0,262144.0,262144.0,1951,0,0,262144.0,262144.0,196
o0a1,auxiliary.q.1.gt_foreground,1951,9633.745771399283,7259.0,2865.0,19762.0,1951,0,0,907.0,2369.5255102040815,196
o0a1,auxiliary.q.1.gt_background,1951,252510.2542286007,254885.0,242382.0,259279.0,1951,0,0,213174.0,236489.056122449,196
o0a1,auxiliary.q.1.pred_foreground,1951,10011.053305996924,10074.0,7309.0,12321.0,1951,0,0,5234.0,6841.7295918367345,196
o0a1,auxiliary.q.1.intersection,1951,6921.4869297796,6597.0,2852.0,11464.0,1951,0,0,907.0,2346.423469387755,196
o0a1,auxiliary.q.1.dice,1951,0.6939249177698005,0.7267565047885414,0.449012494961709,0.886953575059302,1951,0,0,0.12080993704270887,0.38428842825909104,196
o0a1,auxiliary.q.1.brier_sum,1951,4583.66388606438,4210.487657798384,1309.6239134146379,7690.146357141692,1951,0,0,557.3740082989473,1030.8650940308428,196
o0a1,auxiliary.q.1.brier,1951,0.01748529009271385,0.016061735755151307,0.004995818761499931,0.029335580280844466,1951,0,0,0.0021262131053884402,0.0039324382554277145,196
o0a1,auxiliary.q.1.foreground_brier_sum,1951,2177.1595805863894,307.6132291753231,0.12610442837963376,6926.333063503198,1951,0,0,0.0004467027730115092,0.04775764468129223,196
o0a1,auxiliary.q.1.background_brier_sum,1951,2406.50430547799,1725.2274641184254,45.257722964650256,5595.690367649066,1951,0,0,0.0002704458653187174,12.395545046196114,196
o0a1,auxiliary.q.1.foreground_brier,1951,0.12304990736771473,0.04198621090932983,3.7291578847553846e-05,0.35941751025649155,1951,0,0,2.090326499819884e-07,1.4566935884274174e-05,196
o0a1,auxiliary.q.1.background_brier,1951,0.009368303683718389,0.006751456467537906,0.00018073015687755677,0.021595646569973998,1951,0,0,1.1651022536369557e-09,5.1031015733404623e-05,196
o0a1,auxiliary.memory.regions.0.region,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a1,auxiliary.memory.regions.0.selected_tokens,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,auxiliary.memory.regions.0.correct_tokens,1951,31.738083034341365,32.0,31.0,32.0,1951,0,0,27.0,30.26530612244898,196
o0a1,auxiliary.memory.regions.0.incorrect_tokens,1951,0.2619169656586366,0.0,0.0,1.0,367,1584,0,0.0,0.0,196
o0a1,auxiliary.memory.regions.1.region,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a1,auxiliary.memory.regions.1.selected_tokens,1951,31.999487442337262,32.0,32.0,32.0,1951,0,0,31.0,31.994897959183675,196
o0a1,auxiliary.memory.regions.1.correct_tokens,1951,29.016914402870324,32.0,22.0,32.0,1951,0,0,11.0,19.397959183673468,196
o0a1,auxiliary.memory.regions.1.incorrect_tokens,1951,2.98257303946694,0.0,0.0,10.0,965,986,0,0.0,0.0,196
o0a1,auxiliary.memory.regions.2.region,1951,2.0,2.0,2.0,2.0,1951,0,0,2.0,2.0,196
o0a1,auxiliary.memory.regions.2.selected_tokens,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a1,auxiliary.memory.regions.2.correct_tokens,1951,31.82265504869298,32.0,31.0,32.0,1951,0,0,26.0,30.459183673469386,196
o0a1,auxiliary.memory.regions.2.incorrect_tokens,1951,0.17734495130702205,0.0,0.0,1.0,240,1711,0,0.0,0.0,196
o0a1,auxiliary.memory.regions.3.region,1951,3.0,3.0,3.0,3.0,1951,0,0,3.0,3.0,196
o0a1,auxiliary.memory.regions.3.selected_tokens,1951,24.66324961558175,26.0,16.0,32.0,1947,4,0,0.0,12.862244897959183,196
o0a1,auxiliary.memory.regions.3.correct_tokens,1951,19.485392106611993,19.0,10.0,29.0,1947,4,0,0.0,7.76530612244898,196
o0a1,auxiliary.memory.regions.3.incorrect_tokens,1951,5.177857508969759,2.0,0.0,15.0,1129,822,0,0.0,0.0,196
o0a1,r4t.pca.basis_versions_used.0,1935,975.5038759689922,976.0,208.0,1744.0,1935,0,0,16.0,105.0721649484536,194
o0a1,r4t.pca.basis_versions_used.1,1935,975.5038759689922,976.0,208.0,1744.0,1935,0,0,16.0,105.0721649484536,194
o0a1,r4t.pca.basis_versions_used.2,1935,975.5038759689922,976.0,208.0,1744.0,1935,0,0,16.0,105.0721649484536,194
o0a1,r4t.pca.basis_versions_used.3,1935,975.4950904392765,980.0,208.0,1748.0,1935,0,0,16.0,105.0721649484536,194
o0a2,r4t.global_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a2,r4t.counts.network_forwards,1951,8.0,8.0,8.0,8.0,1951,0,0,8.0,8.0,196
o0a2,r4t.counts.loss_backward_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a2,r4t.counts.jacobian_vjp_calls,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a2,r4t.counts.adam_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a2,r4t.counts.actual_parameter_replacements,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a2,r4t.teacher_update,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a2,r4t.source_unchanged,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a2,r4t.base_loss,1951,0.05413431798545658,0.0417407788336277,0.028276465833187103,0.08987194299697876,1951,0,0,0.02095836028456688,0.02627562270594799,196
o0a2,r4t.host_seconds,1951,0.5648470070615969,0.5645795080345124,0.5189602351747453,0.6152223190292716,1951,0,0,0.4111673829611391,0.5007528983441428,196
o0a2,r4t.trainable_scalars,1951,19136.0,19136.0,19136.0,19136.0,1951,0,0,19136.0,19136.0,196
o0a2,r4t.teacher_affine_student_l2,1951,0.18112198097883975,0.15556567745087754,0.12759588347804404,0.2915248546803623,1951,0,0,0.013676805324606526,0.11499794699616393,196
o0a2,r4t.final_raw_probability_nested_violations,1951,2221.3772424397744,1912.0,1089.0,3849.0,1951,0,0,499.0,897.515306122449,196
o0a2,auxiliary.q.0.total_pixels,1951,262144.0,262144.0,262144.0,262144.0,1951,0,0,262144.0,262144.0,196
o0a2,auxiliary.q.0.gt_foreground,1951,29364.35161455664,28513.0,15296.0,45565.0,1951,0,0,9104.0,13711.244897959185,196
o0a2,auxiliary.q.0.gt_background,1951,232779.64838544338,233631.0,216579.0,246848.0,1951,0,0,185479.0,210883.1530612245,196
o0a2,auxiliary.q.0.pred_foreground,1951,27393.708867247566,25638.0,22218.0,34827.0,1951,0,0,17160.0,21246.244897959183,196
o0a2,auxiliary.q.0.intersection,1951,24071.804202972835,23486.0,15045.0,34409.0,1951,0,0,9104.0,13579.862244897959,196
o0a2,auxiliary.q.0.dice,1951,0.8466100481177932,0.8612099644128114,0.7340978900087981,0.9341317365269461,1951,0,0,0.5406481352144155,0.6820599317839309,196
o0a2,auxiliary.q.0.brier_sum,1951,6893.314917298993,5922.610266801869,2486.62618575747,12315.295803300105,1951,0,0,742.447135909732,1885.2248839390659,196
o0a2,auxiliary.q.0.brier,1951,0.026295909566112493,0.022592965190131643,0.009485726111440544,0.04697912522621195,1951,0,0,0.0028322110592259673,0.007191562209850563,196
o0a2,auxiliary.q.0.foreground_brier_sum,1951,4221.7893335708195,2803.1387940159293,10.728688810677685,10698.160611775678,1951,0,0,0.00962942602993877,3.7148888899647448,196
o0a2,auxiliary.q.0.background_brier_sum,1951,2671.5255837281743,1459.0853397218493,16.233049539948922,7310.7926881518,1951,0,0,0.010580400407559871,4.628970626331643,196
o0a2,auxiliary.q.0.foreground_brier,1951,0.10796177114895313,0.09455254444975411,0.0006825870514576907,0.24994153029558153,1951,0,0,7.286187976648585e-07,0.00024180422422453676,196
o0a2,auxiliary.q.0.background_brier,1951,0.011036387108748,0.006388430495605649,7.326301620266634e-05,0.02973172681989642,1951,0,0,5.704365673504748e-08,2.0917980098505145e-05,196
o0a2,auxiliary.q.1.total_pixels,1951,262144.0,262144.0,262144.0,262144.0,1951,0,0,262144.0,262144.0,196
o0a2,auxiliary.q.1.gt_foreground,1951,9633.745771399283,7259.0,2865.0,19762.0,1951,0,0,907.0,2369.5255102040815,196
o0a2,auxiliary.q.1.gt_background,1951,252510.2542286007,254885.0,242382.0,259279.0,1951,0,0,213174.0,236489.056122449,196
o0a2,auxiliary.q.1.pred_foreground,1951,9003.011788826243,8891.0,7082.0,10994.0,1951,0,0,3325.0,6576.331632653061,196
o0a2,auxiliary.q.1.intersection,1951,6438.386468477704,6301.0,2839.0,10262.0,1951,0,0,465.0,2329.418367346939,196
o0a2,auxiliary.q.1.dice,1951,0.6928394529520041,0.7075027183762232,0.4780989537151977,0.8878321678321678,1951,0,0,0.056731531751357284,0.40555325047562474,196
o0a2,auxiliary.q.1.brier_sum,1951,4570.810249644158,3745.7386971263145,1260.31954716837,8946.405927635991,1951,0,0,520.4641976005084,1003.334689979565,196
o0a2,auxiliary.q.1.brier,1951,0.017436257361008293,0.014288859165673502,0.004807737530396919,0.03412783022932431,1951,0,0,0.0019854133514423692,0.003827418098371754,196
o0a2,auxiliary.q.1.foreground_brier_sum,1951,2597.5780447367656,458.688396334812,0.38478411919605193,8187.563981549101,1951,0,0,0.0013851199904166833,0.12295561924569048,196
o0a2,auxiliary.q.1.background_brier_sum,1951,1973.2322049073923,1476.9479904769594,25.926534671248724,4559.926590854178,1951,0,0,0.0002646973422363952,5.232922862097478,196
o0a2,auxiliary.q.1.foreground_brier,1951,0.15106166950454689,0.06184428457511813,0.00011334739054276448,0.42813735984503837,1951,0,0,6.481609688426221e-07,3.787123534723139e-05,196
o0a2,auxiliary.q.1.background_brier,1951,0.007688563047261908,0.005887543623526753,0.00010341492226389975,0.017718686501964488,1951,0,0,1.140337159926225e-09,2.1566459351201217e-05,196
o0a3,r4t.global_visit,1951,976.0,976.0,196.0,1756.0,1951,0,0,1.0,98.5,196
o0a3,r4t.counts.network_forwards,1951,9.0,9.0,9.0,9.0,1951,0,0,9.0,9.0,196
o0a3,r4t.counts.loss_backward_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a3,r4t.counts.jacobian_vjp_calls,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a3,r4t.counts.adam_calls,1951,1.0,1.0,1.0,1.0,1951,0,0,1.0,1.0,196
o0a3,r4t.counts.actual_parameter_replacements,1951,0.0,0.0,0.0,0.0,0,1951,0,0.0,0.0,196
o0a3,r4t.pca.input.region_token_counts.0,1951,917.1717068170169,924.0,888.0,938.0,1951,0,0,850.0,877.0051020408164,196
o0a3,r4t.pca.input.region_token_counts.1,1951,106.82829318298309,100.0,86.0,136.0,1951,0,0,68.0,82.4795918367347,196
o0a3,r4t.pca.input.region_token_counts.2,1951,988.1711942593541,988.0,980.0,996.0,1951,0,0,965.0,976.8418367346939,196
o0a3,r4t.pca.input.region_token_counts.3,1951,35.82880574064582,36.0,28.0,44.0,1951,0,0,14.0,25.6734693877551,196
o0a3,r4t.pca.input.sampled_region_counts.0,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a3,r4t.pca.input.sampled_region_counts.1,1951,31.990261404407995,32.0,32.0,32.0,1951,0,0,19.0,31.903061224489797,196
o0a3,r4t.pca.input.sampled_region_counts.2,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a3,r4t.pca.input.sampled_region_counts.3,1951,22.17734495130702,23.0,15.0,29.0,1938,13,0,0.0,9.857142857142858,196
o0a3,r4t.pca.input.selected_region_counts.0,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a3,r4t.pca.input.selected_region_counts.1,1951,31.990261404407995,32.0,32.0,32.0,1951,0,0,19.0,31.903061224489797,196
o0a3,r4t.pca.input.selected_region_counts.2,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a3,r4t.pca.input.selected_region_counts.3,1951,22.17734495130702,23.0,15.0,29.0,1938,13,0,0.0,9.857142857142858,196
o0a3,r4t.pca.input.assigned_bank_counts.0,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
o0a3,r4t.pca.input.assigned_bank_counts.1,1951,31.990261404407995,32.0,32.0,32.0,1951,0,0,19.0,31.903061224489797,196
o0a3,r4t.pca.input.assigned_bank_counts.2,1951,32.0,32.0,32.0,32.0,1951,0,0,32.0,32.0,196
