order,domain,pair,channel,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count,assd_common_valid,assd_not_jointly_defined,assd_left_undefined,assd_right_undefined,assd_delta_mean_px,assd_delta_median_px,assd_adverse_upper_decile_mean_px
1,REFUGE,G_PCA-G_ORDER,OD,336,-0.1791416377649858,-0.18568322017584182,-0.8310231609383767,0.5359103465481907,127,0,209,-1.3529468204006467,-1.0458383079246554,34,336,0,0,0,0.19782737633660613,0.21693067723499482,1.1264307934329185
1,REFUGE,G_PCA-G_ORDER,OC,336,-0.1363322720760783,-0.15595894235404528,-0.3020932846255153,0.06625127002372055,63,0,273,-0.4758629789648916,-0.35455801170071155,34,336,0,0,0,0.0586519081577523,0.05762322826003796,0.26847018707586084
1,REFUGE,G_PCA-G_ORDER,macro,336,-0.1577369549205319,-0.16525668373486568,-0.5353243389625506,0.2013066702602151,108,0,228,-0.8412308970152216,-0.6432984657791747,34,,,,,,,
1,ORIGA,T_LR-C,OD,586,-0.6878214078056127,-0.35995729157363154,-5.220259867958688,3.4782105262168903,262,0,324,-9.617731354811133,-6.84095134652865,59,586,0,0,0,1.540404212430991,1.2149879925140201,9.24180449467813
1,ORIGA,T_LR-C,OC,586,0.9667955970031374,0.9200320387877492,-10.043493692673277,11.872555227685632,331,0,255,-21.223402963310377,-14.608752671338637,59,586,0,0,0,0.5362401023470154,0.8522538282141046,10.70707156225938
1,ORIGA,T_LR-C,macro,586,0.13948709459876216,0.5821065939386638,-7.086995676099534,6.4473906230029465,318,0,268,-13.660753838040884,-9.777623389066303,59,,,,,,,
1,ORIGA,T_LR-RP,OD,586,-0.6303736086922651,-0.3294309028510578,-5.104703318317371,3.5026329394323152,266,0,320,-9.234103609352795,-6.650686164929882,59,586,0,0,0,1.469097267173935,1.1496441907503039,8.96461645828675
1,ORIGA,T_LR-RP,OC,586,0.26846736104858937,0.23465297042218058,-9.551183303819716,10.05292019276482,307,0,279,-19.17009017284832,-13.53346729507231,59,586,0,0,0,0.8508592883408791,1.0753008963069899,9.89024437937688
1,ORIGA,T_LR-RP,macro,586,-0.18095312382183798,0.22858300808573095,-6.8471563221485905,5.595205571375345,311,0,275,-12.50776876169537,-9.193760654525894,59,,,,,,,
1,ORIGA,T_LR-T_ISO,OD,586,0.5016613764424052,0.9442797290368787,-5.350574049734824,5.4255652597518855,350,0,236,-11.876052291432359,-7.8949747891150075,59,586,0,0,0,0.27095212338340063,-0.018129708478185513,9.724774744666913
1,ORIGA,T_LR-T_ISO,OC,586,-1.2629009994490288,-1.3862112251612102,-4.4865751049723235,1.659376537769458,175,0,411,-7.353928287078892,-5.4010590493369754,59,586,0,0,0,1.1340453793374476,0.964793691562674,4.893377328601774
1,ORIGA,T_LR-T_ISO,macro,586,-0.38061981150331187,-0.25620127168710094,-4.239389669513272,2.987479366842871,274,0,312,-8.695884114425922,-5.687816343705512,59,,,,,,,
1,ORIGA,T_LR-T_DIAG,OD,586,-0.5796069423957205,-0.6136590712017609,-2.3256519187369875,1.152122413618445,203,0,383,-4.145349184810798,-2.869842285080567,59,586,0,0,0,0.8714791968913599,0.8902329043767985,3.5961602066383245
1,ORIGA,T_LR-T_DIAG,OC,586,-0.280530105559365,-0.3068254626611533,-3.1106037651959295,2.8623864468268865,269,0,317,-7.22884315961001,-4.145223042308346,59,586,0,0,0,-0.03483393308640813,-0.3198656396597146,4.253706670655298
1,ORIGA,T_LR-T_DIAG,macro,586,-0.43006852397754275,-0.4051406436798799,-1.8681096318966972,0.873148748732383,215,0,371,-4.312819826016023,-2.4009974484854864,59,,,,,,,
1,ORIGA,U_PCA-C,OD,586,-0.2616236811162891,-0.24509004774780907,-0.7503631963556245,0.21090022107278505,134,0,452,-2.4054869392883704,-1.0199258226660846,59,586,0,0,0,0.27853443689667895,0.2296330743921633,1.339156063132155
1,ORIGA,U_PCA-C,OC,586,-0.9680835142160976,-1.0230383537269017,-2.6490838454123864,0.8698712889291749,134,0,452,-7.830166901201824,-3.3130518239013047,59,586,0,0,0,0.38578896587128964,0.35444282765196444,2.1850404534215837
1,ORIGA,U_PCA-C,macro,586,-0.6148535976661935,-0.6465949490141121,-1.5553653681932345,0.4269897523655919,121,0,465,-5.117826920245094,-1.9590354006800883,59,,,,,,,
1,ORIGA,U_PCA-RP,OD,586,-0.2041758820029416,-0.18135578887730763,-0.7764292610087709,0.36751332645181267,183,0,403,-2.4540168073398316,-1.0626705909685692,59,586,0,0,0,0.2072274916396229,0.16564428916508067,1.4315149673313035
1,ORIGA,U_PCA-RP,OC,586,-1.6664117501706455,-1.624548219266736,-4.642452886809939,1.2717681681681359,120,0,466,-8.654160316804138,-5.612697909866302,59,586,0,0,0,0.7004081518651533,0.5651740015581979,4.10000420197678
1,ORIGA,U_PCA-RP,macro,586,-0.9352938160867936,-0.9704262646139189,-2.5637581369359506,0.7077621788676436,115,0,471,-5.51081152503844,-3.014501510027618,59,,,,,,,
1,ORIGA,U_PCA-U_RAND,OD,586,-0.09397820659156261,-0.0530619778536523,-0.2927779678422615,0.034473707812915366,140,0,446,-0.6824634862958256,-0.4123536123996076,59,586,0,0,0,0.1185222848849582,0.06541587388182846,0.6194725811711836
1,ORIGA,U_PCA-U_RAND,OC,586,-0.25796036675095596,-0.22092630237964261,-0.7025461566867508,0.20545359528040263,138,0,448,-1.9377686798459803,-0.9655000936424579,59,586,0,0,0,0.1421541540437847,0.10141126499730468,0.7210963805529303
1,ORIGA,U_PCA-U_RAND,macro,586,-0.1759692866712594,-0.1561941702852787,-0.44986626747086644,0.09485870087895254,125,0,461,-1.3101160830709002,-0.636797832601107,59,,,,,,,
1,ORIGA,U_PCA-U_SCALE,OD,586,-0.22859749355124606,-0.21359302426444127,-0.6573219582037659,0.18180498176036952,129,0,457,-1.9159343299277487,-0.8940170503411642,59,586,0,0,0,0.24755406198317362,0.20997315791213111,1.1583631493274031
1,ORIGA,U_PCA-U_SCALE,OC,586,-0.898056093029133,-0.9417740313362011,-2.535027712811905,0.7909442951600204,135,0,451,-6.593805044753653,-3.1112356553900335,59,586,0,0,0,0.3598396215674004,0.32626382638806817,2.086647074004526
1,ORIGA,U_PCA-U_SCALE,macro,586,-0.5633267932901898,-0.5947570641049671,-1.4597249164150283,0.41016420393137354,121,0,465,-4.254869687340701,-1.8010046129358626,59,,,,,,,
1,ORIGA,S_JOINT-C,OD,586,-0.587221293732833,-0.08795981490548055,-0.4284619251852473,0.1275014974522204,179,0,407,-20.63924455754527,-5.253070359788849,59,586,0,0,0,0.7872690031882429,0.10729887375039837,7.173691443120908
1,ORIGA,S_JOINT-C,OC,586,0.10112166158624977,0.5217316806280348,-1.2420408295982566,1.8502776379952846,426,0,160,-24.0042216449896,-5.384225397994253,59,586,0,0,0,-0.05352152409434082,-0.09976161688486584,2.456303502041583
1,ORIGA,S_JOINT-C,macro,586,-0.24304981607329154,0.21422096572755733,-0.7270703967646674,0.9461959676115628,386,0,200,-21.51305331491843,-5.217895343111628,59,,,,,,,
1,ORIGA,S_JOINT-RP,OD,586,-0.5297734946194854,0.0,-0.16610928599435915,0.03428763142416802,103,193,290,-20.442977401775096,-5.111093395479122,59,586,0,0,0,0.7159620579311868,0.0,6.961377035270393
1,ORIGA,S_JOINT-RP,OC,586,-0.5972065743682982,0.0,-0.27858942153737853,0.07829459493427504,132,194,260,-25.378996690421584,-5.868469170669166,59,586,0,0,0,0.26109766189952266,0.0,2.6216527817587214
1,ORIGA,S_JOINT-RP,macro,586,-0.5634900344938919,0.0,-0.2064632612092554,0.04197281772353456,118,193,275,-21.38414697219084,-5.468481530848248,59,,,,,,,
1,ORIGA,S_JOINT-S_SHARED,OD,586,-0.5295689857666623,0.0,-0.16547289332702886,0.029610238371835518,104,193,289,-20.44124011165842,-5.111432556396967,59,586,0,0,0,0.7156371695342697,0.0,6.959777543627627
1,ORIGA,S_JOINT-S_SHARED,OC,586,-0.5911533003992478,0.0,-0.26713555863276395,0.08969548406690397,141,193,252,-25.366752278829107,-5.844639114056237,59,586,0,0,0,0.25894271560063437,0.0,2.6088294822511
1,ORIGA,S_JOINT-S_SHARED,macro,586,-0.560361143082955,0.0,-0.2016701596937287,0.047714910806606614,122,193,271,-21.383278327132505,-5.457990587614393,59,,,,,,,
1,ORIGA,S_JOINT-S_NOPCA,OD,586,-0.05331107415825751,-0.03723624727030583,-0.24275891796843863,0.11893800396718945,189,24,373,-0.4558960991195349,-0.3124298065229183,59,586,0,0,0,0.06633995382662898,0.052180330965025945,0.4923561402088337
1,ORIGA,S_JOINT-S_NOPCA,OC,586,0.5791421778882003,0.541905526598474,-0.5608320466985395,1.8032805411377195,442,26,118,-2.403444321676107,-1.1987984091370572,59,586,0,0,0,-0.2421441745315118,-0.08955611425285515,1.045678734065163
1,ORIGA,S_JOINT-S_NOPCA,macro,586,0.2629155518649715,0.2515024091833351,-0.3389320902804749,0.9126417784551588,414,23,149,-1.2098940219292365,-0.6673709851202299,59,,,,,,,
1,ORIGA,M_TRANSPORT-C,OD,586,-0.052000498095118995,-0.03900231101355289,-0.25147429121205045,0.13734347166573513,222,0,364,-0.5000462673902306,-0.3237564700083553,59,586,0,0,0,0.07273170076086037,0.06629234980614385,0.5192865268712251
1,ORIGA,M_TRANSPORT-C,OC,586,0.738536081559842,0.7351476937721313,-0.6490438414363864,2.144394045683545,454,0,132,-2.3482567273606203,-1.3403524847108719,59,586,0,0,0,-0.29192599261026725,-0.1879335389286485,1.1323088527062963
1,ORIGA,M_TRANSPORT-C,macro,586,0.34326779173236166,0.33677506908499355,-0.4023669002441166,1.1052575464982672,432,0,154,-1.3221398878415336,-0.7381581583279596,59,,,,,,,
1,ORIGA,M_TRANSPORT-RP,OD,586,0.005447301018228532,0.006209110156102371,-0.036323989492154096,0.044165322644779126,338,1,247,-0.16365111269824872,-0.05620006318030584,59,586,0,0,0,0.0014247555038042977,-0.0021310544333736914,0.15841751410460866
1,ORIGA,M_TRANSPORT-RP,OC,586,0.04020784560529401,0.02605311421387535,-0.14071522571591777,0.23263088336085702,339,0,247,-0.36047585424368034,-0.19741122466537736,59,586,0,0,0,0.022693193383596197,0.022160967815941568,0.39511599521714874
1,ORIGA,M_TRANSPORT-RP,macro,586,0.02282757331176144,0.017131085898947074,-0.08117192392385064,0.12489527089530883,343,0,243,-0.20196126377571844,-0.10775953300684311,59,,,,,,,
1,ORIGA,M_TRANSPORT-M_IDPOST,OD,586,0.008320564963051634,0.008613380458039055,-0.034785923495361804,0.04769393300793068,352,1,233,-0.1775341861074864,-0.05173476087192129,59,586,0,0,0,-0.001076148292832682,-0.00426248961727671,0.1506891390529039
1,ORIGA,M_TRANSPORT-M_IDPOST,OC,586,0.03705071114029487,0.028264352617918265,-0.1467712937191945,0.22913553263314013,335,0,251,-0.355455224667689,-0.20515315040007365,59,586,0,0,0,0.02532878632477072,0.021007867014410486,0.3976264444861441
1,ORIGA,M_TRANSPORT-M_IDPOST,macro,586,0.022685638051673677,0.016651639557452302,-0.07922183780664227,0.12688108524359087,344,0,242,-0.23503121907703095,-0.10982767390083946,59,,,,,,,
1,ORIGA,M_TRANSPORT-M_SHUFFLE,OD,586,0.1320938432726501,0.06249705372622927,-1.1344727706373292,1.5053168287000818,304,0,282,-2.325932306257328,-1.5644451034471476,59,586,0,0,0,-0.32772111358558503,-0.2720148255287427,1.9023038950933568
1,ORIGA,M_TRANSPORT-M_SHUFFLE,OC,586,0.378636178859227,0.4895729660400139,-1.9518599885904153,2.455196342706195,354,0,232,-4.060302486145206,-2.6933335090455275,59,586,0,0,0,-0.22547248897700098,-0.30584667253285414,2.475208031770681
1,ORIGA,M_TRANSPORT-M_SHUFFLE,macro,586,0.25536501106593884,0.22173087550972914,-1.2463541391118493,1.7536051404560382,342,0,244,-2.813448839482535,-1.6945971358926208,59,,,,,,,
1,ORIGA,G_PCA-C,OD,586,0.0012135268183596237,0.023984823000783306,-0.35869946092683125,0.3432106275117641,314,0,272,-0.8220398528359096,-0.5616658047751419,59,586,0,0,0,0.0437630130890983,0.03491746822166952,0.7931464443808733
1,ORIGA,G_PCA-C,OC,586,-0.21631623260097263,-0.20462322406664124,-0.5151142154902921,0.07249600301545978,106,0,480,-1.6733359549641058,-0.6798288905555694,59,586,0,0,0,0.13642134567784583,0.11718514898238341,0.6301568317050608
1,ORIGA,G_PCA-C,macro,586,-0.10755135289130623,-0.10017411477947769,-0.3790620767069153,0.1433656841320463,183,0,403,-0.7299044504955998,-0.47810832850541285,59,,,,,,,
1,ORIGA,G_PCA-RP,OD,586,0.05866132593170715,0.07193475403107219,-0.24957630627065464,0.34995966909103227,360,0,226,-0.6817607505853696,-0.3865812299176199,59,586,0,0,0,-0.02754393216795777,-0.022946780573882997,0.5430605532767198
1,ORIGA,G_PCA-RP,OC,586,-0.9146444685555205,-0.8137622354319807,-2.1759223900806424,0.25361210663790157,77,0,509,-5.838927042422981,-2.779607182186747,59,586,0,0,0,0.45104053167170927,0.3095620840412501,2.511874665239759
1,ORIGA,G_PCA-RP,macro,586,-0.4279915713119065,-0.39055768268697055,-1.061684930308865,0.13294525640426547,91,0,495,-2.7054212038126413,-1.3205053023836932,59,,,,,,,
1,ORIGA,G_PCA-G_ISO,OD,586,-0.030882001929138075,-0.029203878554801,-0.13667130926974802,0.074086532800266,207,0,379,-0.28529235971830325,-0.1685168165365061,59,586,0,0,0,0.044670757282062656,0.03786823664099259,0.28239098993553335
1,ORIGA,G_PCA-G_ISO,OC,586,-0.14901178448676222,-0.14036204715308642,-0.32074815900829945,0.02192949753341278,78,0,508,-1.173510486258167,-0.4149400623890819,59,586,0,0,0,0.07950796816641219,0.07080627169203346,0.39150993276275353
1,ORIGA,G_PCA-G_ISO,macro,586,-0.08994689320794971,-0.08732055230409874,-0.1896604630813814,0.007637022775652813,71,0,515,-0.6859851164743525,-0.23987943724752786,59,,,,,,,
1,ORIGA,G_PCA-G_ORDER,OD,586,-0.0020661573062383657,0.02172080782140151,-0.3491368410621698,0.33312962911612454,311,0,275,-0.8009542560583616,-0.5478702751191838,59,586,0,0,0,0.04446667447753233,0.047697117399088995,0.7593422370856767
1,ORIGA,G_PCA-G_ORDER,OC,586,-0.2114645420212241,-0.20864306239024022,-0.5130164513799329,0.0810671476745739,113,1,472,-1.634981186125195,-0.672831426620837,59,586,0,0,0,0.12981276823225138,0.12075779412180676,0.6037940949860895
1,ORIGA,G_PCA-G_ORDER,macro,586,-0.10676534966373095,-0.09801592582712182,-0.37302859506484487,0.14222707697555959,185,0,401,-0.7218006022603252,-0.46738134727770675,59,,,,,,,
1,REFUGE_Valid,T_LR-C,OD,736,-6.649431796727785,-7.195440095903665,-10.115009617211129,-2.145086479819752,14,0,722,-15.832094791099205,-10.906144733448768,74,736,0,0,0,6.241545130646298,6.749326860488602,13.435252284387854
1,REFUGE_Valid,T_LR-C,OC,736,-5.7991533077582105,-6.064015380585245,-9.91145295992343,-1.4943355746155074,34,0,702,-13.008950781734107,-10.873235464808555,74,736,0,0,0,4.212458956134251,4.191642786763587,9.417200068247034
1,REFUGE_Valid,T_LR-C,macro,736,-6.224292552242998,-6.67047352419306,-9.614822130962303,-2.022337055546619,13,0,723,-11.582760566512839,-10.215866807403675,74,,,,,,,
1,REFUGE_Valid,T_LR-RP,OD,736,-6.408136666385748,-6.943901132331337,-9.708146226134156,-2.133795751665568,13,0,723,-14.923247985584586,-10.441525274117163,74,736,0,0,0,6.07690415820511,6.564692784219989,13.055866334567446
1,REFUGE_Valid,T_LR-RP,OC,736,-5.41894210563163,-5.682020737221139,-9.066223283580124,-1.4551661466994132,34,0,702,-12.128525168079085,-10.026318871762731,74,736,0,0,0,3.9433687127249555,3.922949517070565,8.749222439913103
1,REFUGE_Valid,T_LR-RP,macro,736,-5.91353938600869,-6.355145378928279,-9.00686230196746,-2.00136659793782,12,0,724,-10.822905012867867,-9.585674470583617,74,,,,,,,
1,REFUGE_Valid,T_LR-T_ISO,OD,736,-5.009755741435248,-4.95072283535356,-8.469808662906225,-1.4457435321032497,9,0,727,-15.276179451139239,-9.445488790749547,74,736,0,0,0,4.968256622107337,4.707850799772328,11.91150217996084
1,REFUGE_Valid,T_LR-T_ISO,OC,736,-0.5956093306687652,-0.61459144304023,-1.382286820040901,0.14953854861834426,118,1,617,-2.9644447797168683,-1.64297861753884,74,736,0,0,0,0.6168037168986648,0.40263774761350657,3.1583322008796046
1,REFUGE_Valid,T_LR-T_ISO,macro,736,-2.8026825360520067,-2.8307693290153537,-4.727969513692903,-0.8039500496337781,8,0,728,-7.744575921319985,-5.240407369474686,74,,,,,,,
1,REFUGE_Valid,T_LR-T_DIAG,OD,736,-0.9046420737386873,-0.713248496144997,-2.3575951582570864,0.15342042085842444,148,0,588,-3.9210701994325525,-2.7519267149981763,74,736,0,0,0,0.9746121555011655,0.4313378626386566,4.923345009872083
1,REFUGE_Valid,T_LR-T_DIAG,OC,736,1.5958130233172616,1.6903330902172997,0.4285439210788916,2.692498974968988,713,0,23,-3.0377063873266885,-0.05850739222370151,74,736,0,0,0,-1.2166850384692238,-1.2275369279921353,0.5478271058669704
1,REFUGE_Valid,T_LR-T_DIAG,macro,736,0.34558547478928714,0.39183489260839477,-0.2330789692376739,0.8650053396228652,594,0,142,-1.5443372266777167,-0.5280716319503391,74,,,,,,,
1,REFUGE_Valid,U_PCA-C,OD,736,0.361276006018368,0.379436140125311,0.010835724941943292,0.6961148950146712,668,0,68,-0.6457098536624017,-0.14576831987320427,74,736,0,0,0,-0.24223893549675168,-0.2969202330432652,1.0132068112502017
1,REFUGE_Valid,U_PCA-C,OC,736,0.6188395861383301,0.650917388122349,0.15849240635903428,1.1133726017256929,691,0,45,-1.4069610747523997,-0.23139770734035325,74,736,0,0,0,-0.37587754381618843,-0.38159063217741895,0.26752523134490247
1,REFUGE_Valid,U_PCA-C,macro,736,0.49005779607834876,0.5205519567910377,0.10381464941996987,0.8616835499876851,688,0,48,-1.0229872484445734,-0.10188652077397196,74,,,,,,,
1,REFUGE_Valid,U_PCA-RP,OD,736,0.6025711363604043,0.6427193028755163,0.036876109539896174,1.124681908375036,676,0,60,-0.8300061799322411,-0.1418421049307033,74,736,0,0,0,-0.40687990793793855,-0.4937162929449439,1.458938138739819
1,REFUGE_Valid,U_PCA-RP,OC,736,0.9990507882649113,1.0124686118342108,0.19461127737062378,1.9238380499441958,687,0,49,-2.32038273780093,-0.33976631572151167,74,736,0,0,0,-0.6449677872254825,-0.6236073451579331,0.3873615181236108
1,REFUGE_Valid,U_PCA-RP,macro,736,0.8008109623126579,0.8307849782937138,0.13497139691622806,1.4739751095216802,691,0,45,-1.57519445886658,-0.12442416130111315,74,,,,,,,
1,REFUGE_Valid,U_PCA-U_RAND,OD,736,0.019452802490000837,0.021273798088322637,-0.05695871661744456,0.07900528813512553,507,1,228,-0.28532820061986097,-0.10277104960085526,74,736,0,0,0,-0.029508095815929714,-0.015980898349669426,0.3926610184494563
1,REFUGE_Valid,U_PCA-U_RAND,OC,736,0.0721281558989258,0.08263081389272564,-0.022525316898375225,0.1540306944664227,632,9,95,-0.6376885071249561,-0.10154667441878365,74,736,0,0,0,-0.04834390584586565,-0.04809188932619346,0.24227233149486405
1,REFUGE_Valid,U_PCA-U_RAND,macro,736,0.04579047919446334,0.05296616826629408,-0.028052129916678048,0.10643349780641853,605,0,131,-0.4615083538724085,-0.07521494224010579,74,,,,,,,
1,REFUGE_Valid,U_PCA-U_SCALE,OD,736,0.30435184990017944,0.3187726398127533,0.0017384053075830685,0.5865545884916057,664,0,72,-0.5742524297701723,-0.13527390421909355,74,736,0,0,0,-0.20682585688160615,-0.24368123226256433,0.8359001516893114
1,REFUGE_Valid,U_PCA-U_SCALE,OC,736,0.5909015291114047,0.6179086009378026,0.1501261223197159,1.0604566297285511,691,0,45,-1.3166106604093564,-0.20635902086187138,74,736,0,0,0,-0.3643635251468111,-0.3663657373031164,0.22440865121397635
1,REFUGE_Valid,U_PCA-U_SCALE,macro,736,0.44762668950579215,0.4775260733025921,0.09498371991567556,0.780428743391165,689,0,47,-0.9291887820608968,-0.09117629678678302,74,,,,,,,
1,REFUGE_Valid,S_JOINT-C,OD,736,-0.24129513034203617,-0.24725165075492606,-0.46196194183751316,-0.018299217232164988,51,0,685,-0.9088468055146182,-0.5278922853240673,74,736,0,0,0,0.16464097244118686,0.2054886461762644,0.7788649215306984
1,REFUGE_Valid,S_JOINT-C,OC,736,-0.3802112021265811,-0.3523896355140277,-0.8058469478399832,-0.024083323153056835,49,0,687,-1.4363595279349717,-0.9601855128592167,74,736,0,0,0,0.26909024340929405,0.2381188760651849,0.8808603125785136
1,REFUGE_Valid,S_JOINT-C,macro,736,-0.310753166234309,-0.30618674038383475,-0.6156852818340108,-0.025280563430030156,46,0,690,-0.8951308719805651,-0.6901982262321535,74,,,,,,,
1,REFUGE_Valid,S_JOINT-RP,OD,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,736,0,0,0,0.0,0.0,0.0
1,REFUGE_Valid,S_JOINT-RP,OC,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,736,0,0,0,0.0,0.0,0.0
1,REFUGE_Valid,S_JOINT-RP,macro,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,,,,,,,
1,REFUGE_Valid,S_JOINT-S_SHARED,OD,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,736,0,0,0,0.0,0.0,0.0
1,REFUGE_Valid,S_JOINT-S_SHARED,OC,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,736,0,0,0,0.0,0.0,0.0
1,REFUGE_Valid,S_JOINT-S_SHARED,macro,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,,,,,,,
1,REFUGE_Valid,S_JOINT-S_NOPCA,OD,736,-0.24129513034203617,-0.24725165075492606,-0.46196194183751316,-0.018299217232164988,51,0,685,-0.9088468055146182,-0.5278922853240673,74,736,0,0,0,0.16464097244118686,0.2054886461762644,0.7788649215306984
1,REFUGE_Valid,S_JOINT-S_NOPCA,OC,736,-0.3802112021265811,-0.3523896355140277,-0.8058469478399832,-0.024083323153056835,49,0,687,-1.4363595279349717,-0.9601855128592167,74,736,0,0,0,0.26909024340929405,0.2381188760651849,0.8808603125785136
1,REFUGE_Valid,S_JOINT-S_NOPCA,macro,736,-0.310753166234309,-0.30618674038383475,-0.6156852818340108,-0.025280563430030156,46,0,690,-0.8951308719805651,-0.6901982262321535,74,,,,,,,
1,REFUGE_Valid,M_TRANSPORT-C,OD,736,-0.23468804002690732,-0.24495456515309377,-0.4530216064469239,-0.017436770298545623,51,0,685,-0.9125562685742161,-0.5110695839073499,74,736,0,0,0,0.1520461820735228,0.20034967890700317,0.7420255925120006
1,REFUGE_Valid,M_TRANSPORT-C,OC,736,-0.4231178417311376,-0.3673756949980428,-0.9464714078128988,-0.015282209025541116,53,4,679,-1.7361216592057471,-1.1199504505586069,74,736,0,0,0,0.3015321330651856,0.25913048210387046,1.001472216434005
1,REFUGE_Valid,M_TRANSPORT-C,macro,736,-0.32890294087902255,-0.31750968174799055,-0.6727638048244999,-0.02287023378714781,50,0,686,-1.0305108186270173,-0.7562019644258168,74,,,,,,,
1,REFUGE_Valid,M_TRANSPORT-RP,OD,736,0.006607090315128893,0.0022921161164757287,-0.012184986615004778,0.027357068380090555,431,36,269,-0.05348605699460052,-0.020915004996092456,74,736,0,0,0,-0.012594790367664074,-0.003199400098587102,0.14450354322296724
1,REFUGE_Valid,M_TRANSPORT-RP,OC,736,-0.04290663960455642,-0.02047612742809013,-0.14166324590754176,0.018314037980754483,204,52,480,-0.29976213127077544,-0.18083622392991186,74,736,0,0,0,0.03244188965589161,0.013550405805311527,0.22195495188930925
1,REFUGE_Valid,M_TRANSPORT-RP,macro,736,-0.018149774644713575,-0.008800486704385602,-0.0650163792164038,0.010794741802261365,245,4,487,-0.13537994664645225,-0.08487971120809985,74,,,,,,,
1,REFUGE_Valid,M_TRANSPORT-M_IDPOST,OD,736,0.006366603651659571,0.0022222869691279623,-0.012834874550593511,0.028931270321241875,420,38,278,-0.09074787476401891,-0.02456071676379431,74,736,0,0,0,-0.014396652173066684,-0.0019031083410130378,0.148367152647747
1,REFUGE_Valid,M_TRANSPORT-M_IDPOST,OC,736,-0.04533000396943139,-0.02484045084764075,-0.1437636260081837,0.016169391310377756,202,38,496,-0.3055689130661232,-0.18432205854332925,74,736,0,0,0,0.03307399773458871,0.013803543341895264,0.2264217411528623
1,REFUGE_Valid,M_TRANSPORT-M_IDPOST,macro,736,-0.019481700158885795,-0.011056984617813237,-0.06643308242325618,0.00960565775288691,227,7,502,-0.13854954599190616,-0.08558196532045245,74,,,,,,,
1,REFUGE_Valid,M_TRANSPORT-M_SHUFFLE,OD,736,1.3352908818818752,1.3404547413189638,0.20749497417578144,2.5216050696818924,726,0,10,-1.771077822294942,0.04829556992321373,74,736,0,0,0,-1.2918996487949321,-1.2307356198781116,0.6476230274538703
1,REFUGE_Valid,M_TRANSPORT-M_SHUFFLE,OC,736,1.296306112140952,1.3911752898316503,0.1959190527335397,2.271601993041755,703,0,33,-2.461680659422061,-0.20675227633391918,74,736,0,0,0,-0.9466161978445287,-0.8836526976025096,0.27679069187452054
1,REFUGE_Valid,M_TRANSPORT-M_SHUFFLE,macro,736,1.3157984970114136,1.3639715157078902,0.24618697701333514,2.331394011729193,723,0,13,-2.1163792408585014,0.04455991717633595,74,,,,,,,
1,REFUGE_Valid,G_PCA-C,OD,736,-0.3612937234514181,-0.343007744829138,-0.6945202460690414,-0.0630973065684437,28,0,708,-1.1618077910970692,-0.789660159083689,74,736,0,0,0,0.289094262726894,0.29635395189975533,0.9782811633674094
1,REFUGE_Valid,G_PCA-C,OC,736,-0.16959146350327614,-0.1763942911814309,-0.32456770170485316,-0.023844229379677007,46,1,689,-0.6313327443650207,-0.37108467772707304,74,736,0,0,0,0.10462434494594543,0.0986064806460063,0.36369478562085794
1,REFUGE_Valid,G_PCA-C,macro,736,-0.2654425934773471,-0.24976688980609674,-0.4868412070724748,-0.05850316790049215,20,0,716,-0.7686309350049103,-0.54474655239564,74,,,,,,,
1,REFUGE_Valid,G_PCA-RP,OD,736,-0.11999859310938188,-0.11094992399302561,-0.26775327288846573,0.006339871328370217,85,0,651,-0.5267992792283516,-0.34126414827606444,74,736,0,0,0,0.12445329028570713,0.0994941503570761,0.7265676110198512
1,REFUGE_Valid,G_PCA-RP,OC,736,0.210619738623305,0.16755901617671043,-0.021598328518937504,0.5221823858697794,625,3,108,-0.6483249710450112,-0.1096574974659487,74,736,0,0,0,-0.16446589846334864,-0.12342990716366664,0.20147132233838583
1,REFUGE_Valid,G_PCA-RP,macro,736,0.04531057275696187,0.02951382549463144,-0.05984608377550549,0.16689479550085484,474,0,262,-0.4113421989317523,-0.10602012214752174,74,,,,,,,
1,REFUGE_Valid,G_PCA-G_ISO,OD,736,-0.1226824905380693,-0.11427796512125665,-0.24308909639382814,-0.01570126454819576,33,0,703,-0.40183853299273764,-0.2784818648091148,74,736,0,0,0,0.09938287640565437,0.09961389526639541,0.39534010978510453
1,REFUGE_Valid,G_PCA-G_ISO,OC,736,-0.014369159770078656,-0.011622132784694372,-0.05111757582616505,0.017022645118225377,180,61,495,-0.25420943142687724,-0.0752817941772375,74,736,0,0,0,0.008255321715493218,0.004713009154651893,0.11772938847864242
1,REFUGE_Valid,G_PCA-G_ISO,macro,736,-0.0685258251540738,-0.06748718207182924,-0.13201059455694164,-0.007612663549882992,39,0,697,-0.21126770670714112,-0.15180910451724056,74,,,,,,,
