order,domain,pair,channel,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count,assd_common_valid,assd_not_jointly_defined,assd_left_undefined,assd_right_undefined,assd_delta_mean_px,assd_delta_median_px,assd_adverse_upper_decile_mean_px
0,ORIGA,U_PCA-RP,OC,586,-1.1721951323152944,-1.1363116566435016,-3.006387840776348,0.8406940831069742,114,0,472,-11.019195550381205,-3.866565136595741,59,586,0,0,0,0.583760175428054,0.49901551599911453,2.6040285536649344
0,ORIGA,U_PCA-RP,macro,586,-0.7300192711528755,-0.7317527488353681,-1.723476011913938,0.36358073251967493,99,0,487,-7.3686486228547015,-2.274190253970971,59,,,,,,,
0,ORIGA,U_PCA-U_RAND,OD,586,-0.07490849261563055,-0.05173027159331989,-0.20357259809176131,0.023750428723506856,127,0,459,-0.9744621462978831,-0.32567953981599684,59,586,0,0,0,0.0853669052236042,0.046991311549426484,0.432293897640697
0,ORIGA,U_PCA-U_RAND,OC,586,-0.18903160361376167,-0.18438687626002037,-0.5344518279518984,0.16915082171559126,147,0,439,-2.3283702482242763,-0.7502560488563331,59,586,0,0,0,0.09517264907486982,0.07470065088178401,0.536218171672406
0,ORIGA,U_PCA-U_RAND,macro,586,-0.13197004811469654,-0.12273571953028695,-0.32997165087123026,0.08170976159349586,128,0,458,-1.6336475442933485,-0.4961459775537763,59,,,,,,,
0,ORIGA,U_PCA-U_SCALE,OD,586,-0.26248725751452057,-0.22842152743137167,-0.5567105491052937,-0.0037898642777922653,58,0,528,-3.9930115009009337,-0.8739094715995018,59,586,0,0,0,0.2705463530808965,0.21235813219166078,1.052951798360354
0,ORIGA,U_PCA-U_SCALE,OC,586,-0.65290486538232,-0.6248120888157904,-1.7384807508538491,0.5515465880826298,140,0,446,-8.162860867945614,-2.3417653839962105,59,586,0,0,0,0.31448365233352094,0.2933631855219012,1.5015259333849906
0,ORIGA,U_PCA-U_SCALE,macro,586,-0.4576960614484205,-0.43516273593161015,-1.096557835109807,0.218528570023524,112,0,474,-5.6694567548083,-1.487876284694019,59,,,,,,,
0,ORIGA,S_JOINT-C,OD,586,-3.1176057561375665,-2.4111947902894837,-6.088602326533133,-0.44354268625977356,29,0,557,-37.78147016519967,-10.405814760618986,59,586,0,0,0,3.5143535268964703,2.5143722737449257,13.472919733025437
0,ORIGA,S_JOINT-C,OC,586,-3.2902203474533827,-1.9915864024901642,-8.550106569151433,1.3590146356873445,136,0,450,-60.62625545794167,-16.138507193404227,59,586,0,0,0,1.4667484177857435,0.9266716079616977,7.957260786955292
0,ORIGA,S_JOINT-C,macro,586,-3.2039130517954746,-2.029959140927773,-7.225138141064807,0.15590192973073957,69,0,517,-49.203862811570666,-12.934309712111398,59,,,,,,,
0,ORIGA,S_JOINT-RP,OD,586,-3.085157719100493,-2.339568181976354,-6.160010849152914,-0.39820536391453887,33,0,553,-38.05704438973404,-10.490547540288949,59,586,0,0,0,3.48819604035926,2.3980436590967247,13.623367371758947
0,ORIGA,S_JOINT-RP,OC,586,-3.758898867398782,-2.6700359361683415,-9.099723893187129,1.656945386783415,120,0,466,-61.66298272850529,-16.841126709774784,59,586,0,0,0,1.7135271226698459,1.3046879144602275,8.241195547856263
0,ORIGA,S_JOINT-RP,macro,586,-3.4220282932496375,-2.446572656645757,-7.532054463320092,0.19036731385681516,68,0,518,-49.860013559119665,-13.304956846694173,59,,,,,,,
0,ORIGA,S_JOINT-S_SHARED,OD,586,-3.0668945964212235,-2.3092463332866298,-6.178861723723694,-0.4045187042494569,33,0,553,-38.07600852812265,-10.485359316625605,59,586,0,0,0,3.4696677017535054,2.3787871512919043,13.625967765079258
0,ORIGA,S_JOINT-S_SHARED,OC,586,-3.8427785038504556,-2.7837641055509375,-9.159207536217735,1.7217220166117597,118,0,468,-61.84291465171966,-16.97094331490103,59,586,0,0,0,1.7634874719119813,1.36095217282395,8.35675535866915
0,ORIGA,S_JOINT-S_SHARED,macro,586,-3.4548365501358393,-2.520840754127218,-7.641836421991988,0.18902773126206474,69,0,517,-49.95946158992116,-13.363622444020582,59,,,,,,,
0,ORIGA,S_JOINT-S_NOPCA,OD,586,0.005283827261693496,0.0025597785514447358,-0.05502257492581708,0.06436638835756736,307,2,277,-0.1537141683893517,-0.07594154511051426,59,586,0,0,0,-0.015881740831726367,-0.003399978841093887,0.16063373913231344
0,ORIGA,S_JOINT-S_NOPCA,OC,586,0.18513586325390857,0.14602705660028414,-0.052930469244355516,0.5168368678057089,498,2,86,-0.5728232376551845,-0.21405316139355918,59,586,0,0,0,-0.10936952490920125,-0.06503559761138433,0.21219796712933855
0,ORIGA,S_JOINT-S_NOPCA,macro,586,0.09520984525780096,0.08038981350293462,-0.034660264709884814,0.262148374492327,492,1,93,-0.3092602136789524,-0.12046792646582705,59,,,,,,,
0,ORIGA,M_TRANSPORT-C,OD,586,-0.005455386562906107,-0.014939023466997714,-0.12201927049234618,0.11435500713185554,245,0,341,-0.3561060573638364,-0.1649084558612841,59,586,0,0,0,-0.0002671423894354224,0.02268444613145215,0.24443536251646758
0,ORIGA,M_TRANSPORT-C,OC,586,0.4743945495268248,0.4818225223498951,-0.2606950403670649,1.2001857803631695,483,0,103,-1.2294609326981898,-0.6399486770494168,59,586,0,0,0,-0.24171981618352956,-0.18456873232203463,0.596876052903004
0,ORIGA,M_TRANSPORT-C,macro,586,0.23446958148195973,0.24350067796301555,-0.1524879146772018,0.60654998120237,472,0,114,-0.6661045324303894,-0.33540212070219055,59,,,,,,,
0,ORIGA,M_TRANSPORT-RP,OD,586,0.02699265047416762,0.025809771900292544,-0.004926201167765321,0.06147430319482505,497,0,89,-0.14637115136026946,-0.023999572790002217,59,586,0,0,0,-0.026424628926646158,-0.0236267416401863,0.07273931140260163
0,ORIGA,M_TRANSPORT-RP,OC,586,0.005716029581425591,0.0029261764531551826,-0.06094705916713794,0.0706728997460826,303,8,275,-0.25991194028291975,-0.0959546597804712,59,586,0,0,0,0.005058888700572659,0.0018974926504302658,0.20007354211514056
0,ORIGA,M_TRANSPORT-RP,macro,586,0.016354340027796923,0.016944869081580993,-0.021783682971621143,0.05656801523773458,409,0,177,-0.2031415458215946,-0.042878242140086,59,,,,,,,
0,ORIGA,M_TRANSPORT-M_IDPOST,OD,586,0.028392490880114,0.027703851500920917,-0.0033896092922258703,0.061447248837953605,514,1,71,-0.08455560920160865,-0.021333286080184994,59,586,0,0,0,-0.02718988152722929,-0.024662450582339623,0.07174639709316127
0,ORIGA,M_TRANSPORT-M_IDPOST,OC,586,-0.009084682391167286,-0.011316898178848067,-0.08021554773072759,0.06472039709500832,240,6,340,-0.2844086543172808,-0.1185148720180756,59,586,0,0,0,0.013225201025145822,0.00613191663933943,0.2186845338898902
0,ORIGA,M_TRANSPORT-M_IDPOST,macro,586,0.009653904244473646,0.007697833435388324,-0.031220513008239914,0.05130918159523268,345,0,241,-0.11616907014513345,-0.05041976679842818,59,,,,,,,
0,ORIGA,M_TRANSPORT-M_SHUFFLE,OD,586,-0.8542828038702309,-0.9452697436726387,-1.9902092857071507,0.3683872866348137,101,0,485,-2.8788452885250337,-2.3722828498361954,59,586,0,0,0,0.8754336707150226,0.9358944518245318,2.8340195211442274
0,ORIGA,M_TRANSPORT-M_SHUFFLE,OC,586,-0.5122571519862836,-0.4939876271835786,-3.070766209619813,1.980851961355884,221,0,365,-5.429101321966289,-3.8298119140441225,59,586,0,0,0,0.25963992154792487,0.1536849311806101,2.886824115045961
0,ORIGA,M_TRANSPORT-M_SHUFFLE,macro,586,-0.6832699779282566,-0.7209034813971726,-2.255688447664755,0.902737405453008,160,0,426,-3.9958762527874114,-2.77656039811916,59,,,,,,,
0,ORIGA,G_PCA-C,OD,586,0.36360664441653795,0.40547709126371734,-0.11166276670953046,0.8054757512521216,499,0,87,-1.1165645701869842,-0.3784489201304857,59,586,0,0,0,-0.3695067545819569,-0.3977817413860296,0.5239204785522625
0,ORIGA,G_PCA-C,OC,586,-0.1295853249966271,-0.12550480867297154,-0.46467164879527845,0.20344285520165484,181,0,405,-1.6714824911678583,-0.6591177902672651,59,586,0,0,0,0.10700120388882943,0.0883513236806932,0.6939728895203451
0,ORIGA,G_PCA-C,macro,586,0.11701065970995567,0.13131570785879787,-0.20131726489902024,0.41916463545860205,419,0,167,-0.9292425941276994,-0.370692494929245,59,,,,,,,
0,ORIGA,G_PCA-RP,OD,586,0.39605468145361156,0.44176608081885615,-0.12100044390707665,0.8781152201061404,499,0,87,-1.0074868250075086,-0.40252995834769223,59,586,0,0,0,-0.39566424111916765,-0.41671306328245894,0.5958709962619131
0,ORIGA,G_PCA-RP,OC,586,-0.5982638449420263,-0.5541155895161964,-1.289989311560971,0.013486249181726695,62,0,524,-3.0485821803172164,-1.8126234262158372,59,586,0,0,0,0.35377990877293164,0.26951441442186663,1.6707327915281995
0,ORIGA,G_PCA-RP,macro,586,-0.10110458174420711,-0.07468518162694893,-0.5096988232460631,0.2931236990958763,223,0,363,-1.6051924919241345,-0.7567968306913918,59,,,,,,,
0,ORIGA,G_PCA-G_ISO,OD,586,0.0853395889244025,0.09359223874882971,-0.04683359876817561,0.207816185337667,473,0,113,-0.32075479648610017,-0.12619785001840353,59,586,0,0,0,-0.08774411314740242,-0.08880824749754446,0.19444577389376635
0,ORIGA,G_PCA-G_ISO,OC,586,-0.09724234159940591,-0.0883039113462103,-0.22960709724400008,0.030138309899729876,107,2,477,-0.6011531252631597,-0.3253984738146442,59,586,0,0,0,0.05970693027596232,0.03872083857000064,0.334557466430152
0,ORIGA,G_PCA-G_ISO,macro,586,-0.0059513763375013415,-0.0020081805071181513,-0.10481372933954236,0.08906857910249699,287,0,299,-0.36276922509703713,-0.164299658654841,59,,,,,,,
0,ORIGA,G_PCA-G_ORDER,OD,586,0.35721658886645064,0.3942404943960143,-0.12563340863711026,0.7970903871713453,498,0,88,-1.102451903559587,-0.3833482857354097,59,586,0,0,0,-0.3636744613720003,-0.3913409158480281,0.5334758065728936
0,ORIGA,G_PCA-G_ORDER,OC,586,-0.13525507243021181,-0.1319646927752799,-0.46797833600950023,0.2047431313872916,180,0,406,-1.7018114134980278,-0.6751405750559868,59,586,0,0,0,0.10853373176566822,0.09060966536678094,0.7016038352830752
0,ORIGA,G_PCA-G_ORDER,macro,586,0.11098075821811974,0.12903951356833532,-0.22117209630871937,0.417492213964038,415,0,171,-0.9683569843343953,-0.37842574326697187,59,,,,,,,
