order,pair,channel,n,mean,median,p10,p90,positive,zero,negative,minimum,worst_decile_mean,tail_count,assd_common_valid,assd_not_jointly_defined,assd_left_undefined,assd_right_undefined,assd_delta_mean_px,assd_delta_median_px,assd_adverse_upper_decile_mean_px
0,U_PCA-C,macro,1695,0.2602480740806994,0.10743760910862932,-0.9131292451507322,1.3895471850633736,959,17,719,-6.712497875305701,-1.4383463407721764,170,,,,,,,
0,U_PCA-RP,OD,1695,0.2511727844417375,0.0,-0.4371075184286455,1.1883615126079499,846,18,831,-5.152309457494686,-0.807421389766677,170,1695,0,0,0,-0.18757656542617923,-0.001933506529782747,1.3761344768218242
0,U_PCA-RP,OC,1695,0.6557630564566528,0.4169628034135342,-2.309434228650864,3.35093916104127,991,18,686,-11.019195550381205,-3.7849482687836393,170,1695,0,0,0,-0.5190589157857509,-0.3361442171373916,2.355479026721546
0,U_PCA-RP,macro,1695,0.45346792044919526,0.17136809399904696,-1.333023590707052,2.249048171851152,948,17,730,-7.3686486228547015,-2.1637736166334416,170,,,,,,,
0,U_PCA-U_RAND,OD,1695,-0.017202510732967313,-0.006134361162024593,-0.14438123265727576,0.12845429783231,768,24,903,-1.3079171877160123,-0.3348282976073077,170,1695,0,0,0,0.023485017274722034,0.00739383390995485,0.6331754809923026
0,U_PCA-U_RAND,OC,1695,0.10893171693952682,0.10232285689278087,-0.3898926194305852,0.6143559044391101,1015,23,657,-3.0067370095507417,-0.7665132300363785,170,1695,0,0,0,-0.06782424347844668,-0.05168758058239398,0.4845042673145842
0,U_PCA-U_RAND,macro,1695,0.04586460310327961,0.036308273139828984,-0.23724276667283828,0.3482740218108371,958,19,718,-1.6336475442933485,-0.4515994337283848,170,,,,,,,
0,U_PCA-U_SCALE,OD,1695,0.06306266538794114,-0.0274680041752684,-0.3784253428848028,0.6200929848786951,773,20,902,-3.9930115009009337,-0.6711779335051147,170,1695,0,0,0,-0.04427840774812581,0.015080463224744989,1.089982295052383
0,U_PCA-U_SCALE,OC,1695,0.4131369827276617,0.26660676336721645,-1.3602936852860603,2.0109109092050352,1016,17,662,-8.162860867945614,-2.2175406055543476,170,1695,0,0,0,-0.3083676367602964,-0.18875331788640892,1.3099209462407146
0,U_PCA-U_SCALE,macro,1695,0.23809982405780125,0.10108580218403107,-0.8531275393648374,1.2706340572501353,968,17,710,-5.6694567548083,-1.3304443270068014,170,,,,,,,
0,S_JOINT-C,OD,1695,0.1642111070920419,-0.21759552178061137,-4.293547156709192,4.850794644589379,766,20,909,-37.78147016519967,-7.246321989662853,170,1695,0,0,0,0.1360953089316485,0.23560334200267086,9.844667148209268
0,S_JOINT-C,OC,1695,-0.35693233710697064,0.6733325131981549,-5.014635952390119,2.780824785440894,1006,20,669,-60.62625545794167,-10.351320468602047,170,1695,0,0,0,-0.05181698843408361,-0.4186385738790328,5.2707831993932155
0,S_JOINT-C,macro,1695,-0.09636061500746444,0.011050665440093255,-4.5960354009363975,3.701186961240772,859,19,817,-49.203862811570666,-8.609372913848455,170,,,,,,,
0,S_JOINT-RP,OD,1695,0.3184279653428345,-0.1944105171305388,-4.231580673003981,5.277561156037384,774,32,889,-38.05704438973404,-7.32300208399903,170,1695,0,0,0,0.030560470640751174,0.16698215104480596,10.076661948180577
0,S_JOINT-RP,OC,1695,-0.12470950262077167,0.7954350764261098,-5.445532217304227,3.9605204361203996,978,32,685,-61.66298272850529,-11.28575881004009,170,1695,0,0,0,-0.25056189339907975,-0.510664467125638,5.731160807438328
0,S_JOINT-RP,macro,1695,0.09685923136103129,0.07741328625386901,-4.75306026609479,4.469003608988921,864,32,799,-49.860013559119665,-9.118968377951473,170,,,,,,,
0,S_JOINT-S_SHARED,OD,1695,0.2910626441769714,-0.18832879925420043,-4.201542046924918,5.189810250995441,771,32,892,-38.07600852812265,-7.310654246086412,170,1695,0,0,0,0.062463122099089566,0.16956071696038943,10.07693912645246
0,S_JOINT-S_SHARED,OC,1695,-0.10689753801567137,0.8120265162419815,-5.562850933297772,4.1192638884452855,976,32,687,-61.84291465171966,-11.422243324670893,170,1695,0,0,0,-0.2671138253110003,-0.5303883601936157,5.833212275962608
0,S_JOINT-S_SHARED,macro,1695,0.09208255308064983,0.0892123975644088,-4.827780006142761,4.499407134909845,868,32,795,-49.95946158992116,-9.180054106007537,170,,,,,,,
0,S_JOINT-S_NOPCA,OD,1695,-0.10637049671596668,-0.0228648578999624,-0.3984317689178085,0.052299896768299756,552,62,1081,-1.0578722066362012,-0.5393052489650593,170,1695,0,0,0,0.0806519740541419,0.019362048354196304,0.7474420909387683
0,S_JOINT-S_NOPCA,OC,1695,-0.15766213754640734,-0.034286945867278984,-0.7467860894904921,0.3455486664562458,741,56,898,-1.3467708290802904,-0.885205001434333,170,1695,0,0,0,0.10274462465071135,0.03128593906231103,0.7233834382619173
0,S_JOINT-S_NOPCA,macro,1695,-0.1320163171311871,-0.01573807091428403,-0.5590643725972821,0.18983461354215483,737,52,906,-0.9785653785179038,-0.6780469031025947,170,,,,,,,
0,M_TRANSPORT-C,OD,1695,-0.14361202115663035,-0.0662590479536651,-0.4871497618184506,0.08744397236996947,552,23,1120,-1.3613647445637644,-0.6048345292764775,170,1695,0,0,0,0.07813884085928705,0.0409651605121546,0.7770418164225293
0,M_TRANSPORT-C,OC,1695,-0.24168217383457172,-0.17690050174513638,-1.2817011756228847,0.8803690859908984,701,21,973,-2.4471430546728623,-1.4814358769421787,170,1695,0,0,0,0.2507615986810602,0.1714334954310317,1.4274229390120674
0,M_TRANSPORT-C,macro,1695,-0.19264709749560097,-0.09073138012772874,-0.8645997341742495,0.4594109065410623,703,19,973,-1.3108225342261304,-0.9947296762568798,170,,,,,,,
0,M_TRANSPORT-RP,OD,1695,0.010604837094162309,0.005697636340373791,-0.03552095846267589,0.052563036172113005,1012,113,570,-0.14637115136026946,-0.055338247718195885,170,1695,0,0,0,-0.027395997431610218,-0.010712232006634181,0.19177261904737572
0,M_TRANSPORT-RP,OC,1695,-0.00945933934837283,-0.004550641361733554,-0.0692140794517826,0.05849045469076167,686,93,916,-0.8400422185016743,-0.13494869910222645,170,1695,0,0,0,0.05201669371606388,0.015755494987418572,0.4050343271481224
0,M_TRANSPORT-RP,macro,1695,0.0005727488728949362,0.0001156408900748751,-0.043339993279882805,0.043753658628344905,851,48,796,-0.4009562154135615,-0.07342751772201687,170,,,,,,,
0,M_TRANSPORT-M_IDPOST,OD,1695,0.011336162884764687,0.006068112362545008,-0.03162958350590994,0.052923690057491445,996,109,590,-0.16890845872177263,-0.053502959040725113,170,1695,0,0,0,-0.02572840162579148,-0.007316363097949363,0.19899807518370588
0,M_TRANSPORT-M_IDPOST,OC,1695,-0.004656273207785321,0.0,-0.06647798568005348,0.06462699482468805,782,91,822,-0.9362710807804264,-0.14240406540605996,170,1695,0,0,0,0.04756167072057834,0.011996052325105921,0.4024250333318436
0,M_TRANSPORT-M_IDPOST,macro,1695,0.003339944838489798,0.0017877302970203957,-0.03629491418971176,0.04483143736253585,889,53,753,-0.4474813347996265,-0.0713607608951723,170,,,,,,,
0,M_TRANSPORT-M_SHUFFLE,OD,1695,1.4996434805091994,0.04315509968518816,-1.5119437239815414,5.277811831602535,868,21,806,-3.9329638140548684,-2.094360069065583,170,1695,0,0,0,-1.4392239256996915,-0.15989976743372125,2.628046710319562
0,M_TRANSPORT-M_SHUFFLE,OC,1695,1.780591931714427,1.109447341874481,-1.843317237821096,5.682008691722399,1128,18,549,-7.316651465927682,-3.5412909258328416,170,1695,0,0,0,-1.0952407804042583,-0.6519637434566619,2.5725948444751867
0,M_TRANSPORT-M_SHUFFLE,macro,1695,1.6401177061118133,0.47423862790489935,-1.5537562742223066,5.357094107268905,1004,17,674,-4.93281466221026,-2.5680411378166093,170,,,,,,,
0,G_PCA-C,OD,1695,-0.433533872048585,0.0,-1.7036952590969645,0.6326766626054009,836,18,841,-2.8211443129109504,-1.890886574955224,170,1695,0,0,0,0.3909451692494433,0.036798894734059395,2.2871786109849634
0,G_PCA-C,OC,1695,-0.2423931700924088,-0.25719500504666204,-0.5609648011492363,0.08902350180195709,316,28,1351,-2.9044919645027703,-0.692629778430418,170,1695,0,0,0,0.16994344653069052,0.14542684357037672,0.6759885736565897
0,G_PCA-C,macro,1695,-0.337963521070497,-0.08806985200167095,-1.0943273929376107,0.30311817142703923,733,18,944,-1.596399398019266,-1.1985495657954321,170,,,,,,,
0,G_PCA-RP,OD,1695,-0.27931701379779234,0.0,-1.286965602705188,0.6503820874291856,839,18,838,-2.3450975421146714,-1.4388165327156588,170,1695,0,0,0,0.28541033095854607,0.02268334439794195,2.0946010401682287
0,G_PCA-RP,OC,1695,-0.010170335606209864,0.050130996036046316,-0.9237828217609745,0.814426158256173,899,21,775,-8.136299348821712,-1.70515846816256,170,1695,0,0,0,-0.028801458434305708,-0.047695604718827056,1.2882838637665528
0,G_PCA-RP,macro,1695,-0.14474367470200108,-0.11301309588924724,-0.48652546601499314,0.19760268028482753,576,17,1102,-3.6657213674454625,-0.7746020798721023,170,,,,,,,
0,G_PCA-G_ISO,OD,1695,-0.10176685445852562,-0.01385560912672279,-0.4097499050756226,0.18114344863891854,796,20,879,-0.7293392470341997,-0.4580660643500885,170,1695,0,0,0,0.08402018159858213,0.010352602223614227,0.6332303229178109
0,G_PCA-G_ISO,OC,1695,-0.02450703669827818,0.0024440527867319872,-0.15157353871688706,0.08150980102735739,860,70,765,-1.5209326272757506,-0.2974354329164884,170,1695,0,0,0,0.007044803129005172,-0.0008595478916575416,0.24680042952299108
0,G_PCA-G_ISO,macro,1695,-0.06313694557840192,-0.06167845626413593,-0.1887208505812299,0.06438083794794826,572,20,1103,-0.651606273007721,-0.22449879868976058,170,,,,,,,
0,G_PCA-G_ORDER,OD,1695,-0.4342047201787917,0.0,-1.6992214032357378,0.6288374617303805,833,18,844,-2.900466724241313,-1.8825954318612041,170,1695,0,0,0,0.39360501313636037,0.0406712252267738,2.290170518978367
0,G_PCA-G_ORDER,OC,1695,-0.2410788622376802,-0.2541442777760916,-0.5502568265241226,0.0882441360670796,316,27,1352,-2.963166975688586,-0.6899602261139045,170,1695,0,0,0,0.1675229941264089,0.1442756169580477,0.6617391724592437
0,G_PCA-G_ORDER,macro,1695,-0.3376417912082359,-0.09329078143598402,-1.0891433503964354,0.30048350844813504,728,18,949,-1.6304948406312247,-1.189549564990691,170,,,,,,,
1,T_LR-C,OD,1695,-3.3653072925196597,-3.0113530114484033,-9.02119682256526,1.7814341527547817,433,4,1258,-15.832094791099205,-10.105981988762895,170,1695,0,0,0,3.541247876426127,3.338399397141761,11.586319790835852
1,T_LR-C,OC,1695,-4.340526905472776,-4.893827634982761,-15.510491268881061,6.33922561508528,434,4,1257,-21.601882095205905,-17.681640054875995,170,1695,0,0,0,3.431135485414596,3.681455003136275,12.14951648525711
1,T_LR-C,macro,1695,-3.852917098996217,-4.871948944274118,-9.717123877069676,3.748655972664126,404,4,1287,-13.949357469881797,-10.774398250315794,170,,,,,,,
1,T_LR-RP,OD,1695,-3.231898071585309,-2.8870367099232297,-8.67194932780087,1.6767018983668722,429,4,1262,-14.923247985584586,-9.67990382034526,170,1695,0,0,0,3.4293543000080593,3.223412015447259,11.208918967763422
1,T_LR-RP,OC,1695,-4.206180999138564,-4.833720705711164,-13.692006037157192,5.1131573913599,402,4,1289,-19.17009017284832,-15.461632310598304,170,1695,0,0,0,3.3039037046871997,3.5350553795081066,10.926579393477269
1,T_LR-RP,macro,1695,-3.719039535361936,-4.739539293578076,-8.868837696721119,3.1227020083777286,390,4,1301,-12.887638478954244,-9.904544901875866,170,,,,,,,
1,T_LR-T_ISO,OD,1695,-2.3365733762678147,-2.6896264505681167,-7.862754837503179,3.9384175420807686,518,4,1173,-15.276179451139239,-9.228205171951066,170,1695,0,0,0,2.6521422801302093,2.8609102892880705,10.787637834367848
1,T_LR-T_ISO,OC,1695,-0.6621994994058539,-0.587318364416034,-2.8121746573852446,1.3884118757439547,491,5,1199,-7.353928287078892,-4.139420024379619,170,1695,0,0,0,0.6303696421480897,0.39830710167186467,4.074335746846127
1,T_LR-T_ISO,macro,1695,-1.4993864378368345,-1.6972590965842693,-4.591949908878689,1.9481857132117006,437,4,1254,-8.695884114425922,-5.463918293040621,170,,,,,,,
1,T_LR-T_DIAG,OD,1695,-0.857602145290743,-0.7222567778914724,-2.6022925721303847,0.5316246294971696,450,4,1241,-5.0200820827458585,-3.1693440874354684,170,1695,0,0,0,1.0036878788380503,0.788108588148166,4.303161874332674
1,T_LR-T_DIAG,OC,1695,1.3133171481924601,1.576678397404363,-1.8645805848611083,4.062042655437216,1306,4,385,-7.22884315961001,-3.063683316155405,170,1695,0,0,0,-1.0585427906016618,-1.230134031740878,2.778190556286577
1,T_LR-T_DIAG,macro,1695,0.22785750145085842,0.30821149829168837,-1.1277860655441785,1.4623542053875818,1105,4,586,-4.312819826016023,-1.8260318832992846,170,,,,,,,
1,U_PCA-C,OD,1695,0.09757891737783247,0.13721091162839372,-0.4476660795805354,0.6054571985296686,1038,4,653,-2.4054869392883704,-0.7306628943231613,170,1695,0,0,0,-0.04790143295389399,-0.1124647050835983,1.10056102570918
1,U_PCA-C,OC,1695,0.11140933137984159,0.410017846623828,-1.9982794018034733,1.6694905984915926,1077,4,614,-7.830166901201824,-2.7022221889265605,170,1695,0,0,0,-0.13428081609360498,-0.2707314474974112,1.6793862510189517
1,U_PCA-C,macro,1695,0.10449412437883676,0.29206926574074643,-1.1883712371966504,1.0229537882859099,1057,4,634,-5.117826920245094,-1.570728521969167,170,,,,,,,
1,U_PCA-RP,OD,1695,0.23098813831218323,0.20993419288551918,-0.5092964480185969,1.0036796097703184,1081,4,610,-2.4540168073398316,-0.8057660779403639,170,1695,0,0,0,-0.15979500937196162,-0.2093199861829702,1.3510260637052187
1,U_PCA-RP,OC,1695,0.24575523771405403,0.5814047358434826,-3.447908358441787,3.3317353356999857,1063,4,628,-8.654160316804138,-4.6358767168318895,170,1695,0,0,0,-0.2615125968210015,-0.4641819558763718,2.9933707777409433
1,U_PCA-RP,macro,1695,0.23837168801311867,0.4426729330847312,-1.8508388144034749,1.8875382981998867,1056,4,635,-5.51081152503844,-2.514511580618771,170,,,,,,,
1,U_PCA-U_RAND,OD,1695,-0.012058618320192073,0.005182584911056498,-0.13880043713710988,0.10084496844684934,906,8,781,-0.6824634862958256,-0.27905580105386024,170,1695,0,0,0,0.014608615902811973,0.00037672650122999585,0.4669364449600706
1,U_PCA-U_RAND,OC,1695,-0.029611683424292864,0.045586440190981126,-0.49145726138683843,0.32321416180928686,1008,16,671,-1.9377686798459803,-0.717781860156834,170,1695,0,0,0,0.011607526587937197,-0.026536137761567602,0.569097248268742
1,U_PCA-U_RAND,macro,1695,-0.020835150872242594,0.025728554577553187,-0.2936751369406876,0.19094477912779528,964,4,727,-1.3101160830709002,-0.4577927279421986,170,,,,,,,
1,U_PCA-U_SCALE,OD,1695,0.07892475415405117,0.11545571777659136,-0.3877771323141155,0.5169500302582586,1028,4,663,-1.9159343299277487,-0.6388146541454383,170,1695,0,0,0,-0.0379625380655051,-0.0899244273703772,0.9419656237703122
1,U_PCA-U_SCALE,OC,1695,0.11138033092713281,0.3986492918464868,-1.8709751686717468,1.5909099591766673,1077,4,614,-6.593805044753653,-2.5464741166162126,170,1695,0,0,0,-0.13151709417179142,-0.27034213692266995,1.5878293157025687
1,U_PCA-U_SCALE,macro,1695,0.09515254254059197,0.27795581601886,-1.1197328737474188,0.944315203543087,1053,4,638,-4.254869687340701,-1.459500529579571,170,,,,,,,
1,S_JOINT-C,OD,1695,-0.9931010256537863,-0.20164065428220912,-5.168946419765805,0.10415317845657637,319,8,1368,-20.63924455754527,-8.404861547853761,170,1695,0,0,0,0.9595352293999752,0.1931856247948005,9.132276648242813
1,S_JOINT-C,OC,1695,0.2764493265323587,-0.09565253515567695,-1.2296684483685993,3.336198934549415,713,8,974,-24.0042216449896,-5.714478101761098,170,1695,0,0,0,-0.12250587015616655,0.11384535211480973,2.8081417794430483
1,S_JOINT-C,macro,1695,-0.35832584956071384,-0.15381524083799558,-1.9528178400053007,1.0084443491125168,605,6,1084,-21.51305331491843,-6.059625536254348,170,,,,,,,
1,S_JOINT-RP,OD,1695,-0.8596918047194356,0.0,-5.090912397542848,0.013346618119880544,186,966,543,-20.442977401775096,-8.489561548041516,170,1695,0,0,0,0.8476416529819076,0.0,9.174587198521206
1,S_JOINT-RP,OC,1695,0.4107952328665713,0.0,-0.2791004623228321,4.602614342663601,351,967,377,-25.378996690421584,-6.121740190644094,170,1695,0,0,0,-0.2497376508835631,0.0,2.9032850625915887
1,S_JOINT-RP,macro,1695,-0.2244482859264321,0.0,-1.3023518849019444,0.22621493559539063,290,966,439,-21.38414697219084,-6.33125783735054,170,,,,,,,
1,S_JOINT-S_SHARED,OD,1695,-0.8593245286376211,0.0,-5.101439381498816,0.012544041687721118,187,966,542,-20.44124011165842,-8.491207170654297,170,1695,0,0,0,0.8471425780999283,0.0,9.178917444409077
1,S_JOINT-S_SHARED,OC,1695,0.4048825593044258,0.0,-0.2688964481912559,4.552129805110963,360,966,369,-25.366752278829107,-6.107446413951345,170,1695,0,0,0,-0.24685920423315272,0.0,2.8957917512458398
1,S_JOINT-S_SHARED,macro,1695,-0.2272209846665976,0.0,-1.2924563890237062,0.2328188305860055,294,966,435,-21.383278327132505,-6.328114046172298,170,,,,,,,
1,S_JOINT-S_NOPCA,OD,1695,-0.11880276754234055,-0.06545363409966587,-0.38964632139063093,0.06436935973602956,500,61,1134,-0.9088468055146182,-0.4684681384069,170,1695,0,0,0,0.08752363337912106,0.052352109424081306,0.6359399538441308
1,S_JOINT-S_NOPCA,OC,1695,0.03134030402011559,-0.043804974116989914,-0.7360643666273026,1.0549175458931888,691,56,948,-2.403444321676107,-1.0435982220980087,170,1695,0,0,0,0.03730712510610658,0.06639949659336608,0.8878882520069721
1,S_JOINT-S_NOPCA,macro,1695,-0.04373123176111259,-0.03867063416443939,-0.5496957000960423,0.5237671224955381,666,49,980,-1.2098940219292365,-0.6938607912074277,170,,,,,,,
1,M_TRANSPORT-C,OD,1695,-0.12485971068851606,-0.11529238113683338,-0.3948511352787043,0.12409806683865167,443,8,1244,-0.9125562685742161,-0.4744272532073058,170,1695,0,0,0,0.10224626626570273,0.10512282797648353,0.6371110723256354
1,M_TRANSPORT-C,OC,1695,-0.13439659810926252,-0.1740991701398409,-1.6427202685578557,1.54381617349467,617,13,1065,-3.587792269675605,-2.361477164575524,170,1695,0,0,0,0.15041767347470503,0.1963392699315456,1.4557469056447374
1,M_TRANSPORT-C,macro,1695,-0.12962815439888936,-0.16077333837523078,-0.8744687264095674,0.7858854742818012,590,6,1099,-1.936739380504282,-1.2431329235823285,170,,,,,,,
1,M_TRANSPORT-RP,OD,1695,0.008549510245834677,0.004886946870685804,-0.020686872881017226,0.04271579374711899,1022,67,606,-0.16365111269824872,-0.03893084621244132,170,1695,0,0,0,-0.009647310152364903,-0.005239537558754392,0.14366546944388578
1,M_TRANSPORT-RP,OC,1695,-5.069177505003803e-05,-0.004310587893296969,-0.13412909552107832,0.15107773938959795,743,74,878,-0.36047585424368034,-0.17989570148644055,170,1695,0,0,0,0.02318589274730849,0.011254971030936645,0.2985521150804647
1,M_TRANSPORT-RP,macro,1695,0.004249409235392459,-0.00044702919321792933,-0.06436935892918383,0.08456580219238452,816,23,856,-0.20196126377571844,-0.09091692102017071,170,,,,,,,
1,M_TRANSPORT-M_IDPOST,OD,1695,0.01028168865240115,0.0049658597144564,-0.02147239125467104,0.04738517810118026,1038,66,591,-0.1775341861074864,-0.038014208817616475,170,1695,0,0,0,-0.012136660119887855,-0.005582247818871622,0.13943846277577007
1,M_TRANSPORT-M_IDPOST,OC,1695,-0.0011376324734530625,-0.004911753287339948,-0.1345833818554487,0.14919835372700918,741,63,891,-0.355455224667689,-0.1841313393766826,170,1695,0,0,0,0.02393228698184472,0.011134502613522557,0.3002683368813399
1,M_TRANSPORT-M_IDPOST,macro,1695,0.004572028089474179,-0.0006179528849181715,-0.0657499137965889,0.085221168852625,809,26,860,-0.23503121907703095,-0.09149172005034467,170,,,,,,,
1,M_TRANSPORT-M_SHUFFLE,OD,1695,0.8636096595877327,0.7470313230779291,-0.6770727579269487,2.5481594214776737,1272,5,418,-3.6416520574484745,-1.3257509914720729,170,1695,0,0,0,-0.9306993289709661,-0.8274616446674283,1.5565450159172638
1,M_TRANSPORT-M_SHUFFLE,OC,1695,1.20669523561798,1.2507950115898336,-0.9777983057923523,3.6524100866598213,1342,6,347,-4.743893124273136,-2.1105758271958366,170,1695,0,0,0,-0.7722534713085895,-0.7608879100666694,1.7491426127928715
1,M_TRANSPORT-M_SHUFFLE,macro,1695,1.0351524476028564,1.0282532013146328,-0.6174903816860344,2.6341046848698073,1350,5,340,-3.1930260725052784,-1.3094892539510297,170,,,,,,,
1,G_PCA-C,OD,1695,-0.18999517013282569,-0.18317466686420536,-0.6605934247534306,0.2659707531509043,503,5,1187,-1.3686485860467834,-0.8153749949725033,170,1695,0,0,0,0.17762900891261812,0.17971100471139145,0.9609967404895443
1,G_PCA-C,OC,1695,-0.17353606423694098,-0.17081081046266267,-0.37555523760621545,0.023572422293136608,221,9,1465,-1.6733359549641058,-0.5213194967160696,170,1695,0,0,0,0.10347094496115393,0.08765380372665188,0.47407306161000534
1,G_PCA-C,macro,1695,-0.1817656171848832,-0.18345791032891023,-0.46590349914181095,0.09453663048709657,343,5,1347,-0.840614926902683,-0.5493876796220473,170,,,,,,,
1,G_PCA-RP,OD,1695,-0.05658594919847493,-0.07356599263592667,-0.3247050591887568,0.24339117770740634,596,5,1094,-1.0258440530162782,-0.47084881052383243,170,1695,0,0,0,0.06573543249455052,0.07624348201883357,0.689390432254303
1,G_PCA-RP,OC,1695,-0.03919015790272847,0.04601492149518549,-1.5690060293268138,1.4327184396170525,955,11,729,-5.838927042422981,-2.2152903134921074,170,1695,0,0,0,-0.023760835766242588,-0.08700968969009892,1.6624217155054057
1,G_PCA-RP,macro,1695,-0.047888053550601384,-0.0006895329324074773,-0.746282246839729,0.584178211760816,837,5,853,-2.7054212038126413,-1.064060694620763,170,,,,,,,
1,G_PCA-G_ISO,OD,1695,-0.07297294627349143,-0.06795209934267188,-0.2164766716108102,0.05663334152599789,399,10,1286,-0.40183853299273764,-0.26139817732410076,170,1695,0,0,0,0.06795540256508542,0.0639838930837544,0.3451384222511894
1,G_PCA-G_ISO,OC,1695,-0.0457930627437806,-0.02118338914524065,-0.22415530235177838,0.11089537439592527,490,73,1132,-1.173510486258167,-0.32021007012118163,170,1695,0,0,0,0.022264901972170854,0.006584568094119447,0.2691647868615985
1,G_PCA-G_ISO,macro,1695,-0.059383004508635776,-0.058919841876448054,-0.14896640169611342,0.024904666969576418,300,8,1387,-0.6859851164743525,-0.19179134162584183,170,,,,,,,
1,G_PCA-G_ORDER,OD,1695,-0.19130007816716763,-0.18541205917992354,-0.6490460633970963,0.24944299464644498,499,5,1191,-1.3529468204006467,-0.8064444567950737,170,1695,0,0,0,0.1781782501661616,0.18271979276705608,0.9425386003076062
1,G_PCA-G_ORDER,OC,1695,-0.17416512661148184,-0.17584276365766316,-0.37899885755135365,0.0276098222383526,225,10,1460,-1.634981186125195,-0.512927351600656,170,1695,0,0,0,0.10115186100393639,0.08851267035187149,0.45977845485139224
1,G_PCA-G_ORDER,macro,1695,-0.18273260238932462,-0.18571047921255301,-0.46133718977460214,0.0904997105438322,340,5,1350,-0.8412308970152216,-0.5463247824139724,170,,,,,,,
2,T_LR-C,OD,1695,-3.659672464468541,-0.2519164733504664,-13.079531070940625,2.091542932950661,780,16,899,-20.500324697606697,-14.57048719110384,170,1695,0,0,0,3.8041260905531322,0.4699735140348995,17.292402595670623
2,T_LR-C,OC,1695,-4.817391070357735,-4.600398421413998,-13.675045559093146,3.7520468754434915,486,17,1192,-20.33717219455583,-15.538500555188207,170,1695,0,0,0,4.104157469414535,2.7480140809901545,14.805457108623438
2,T_LR-C,macro,1695,-4.238531767413138,-2.4386336550078935,-13.093018845191153,2.7035037469889236,551,16,1128,-17.225778753724995,-14.362080573061307,170,,,,,,,
2,T_LR-RP,OD,1695,-3.5254544166213315,-0.2318701626257802,-12.563443129037738,2.0563344094924507,776,16,903,-19.70678776877123,-14.00442392290841,170,1695,0,0,0,3.680858515708181,0.44491216735131633,16.743482367063862
