order,domain,arm,channel,dice_n,dice_mean,dice_median,dice_p10,dice_p90,dice_positive,dice_zero,dice_negative,dice_minimum,dice_worst_decile_mean,dice_tail_count,assd_defined,assd_undefined,assd_conditional_n,assd_conditional_mean,assd_conditional_median,assd_conditional_p10,assd_conditional_p90,assd_conditional_positive,assd_conditional_zero,assd_conditional_negative,assd_conditional_minimum,assd_conditional_worst_decile_mean,assd_conditional_tail_count
0,REFUGE,T_ISO,OC,336,82.30177796872213,84.60189229907657,70.4834800689658,90.90896311517122,336,0,0,40.56287692651329,63.17552389318174,34,336,0,336,8.134592984637596,6.993290308502743,4.005172042851041,13.240897209452323,336,0,0,2.0333088844110843,3.2660556674091095,34
0,REFUGE,T_ISO,macro,336,85.90469777877786,86.85679012412936,80.36188264997443,90.45007063361012,336,0,0,60.897302627617655,76.12844895572968,34,,,,,,,,,,,,,
0,REFUGE,T_DIAG,OD,336,88.67652709510608,89.15834331502258,84.45310694883153,92.63302944909057,336,0,0,72.14038743901861,81.86793402723966,34,336,0,336,10.257291774132606,9.495421158095606,6.004264446821819,15.195685857348145,336,0,0,2.957356901243337,4.810789642147493,34
0,REFUGE,T_DIAG,OC,336,82.70936596592558,84.88941074604935,71.48087721848708,91.2713229401966,336,0,0,41.47065540077644,64.02377889418887,34,336,0,336,7.9046275004053665,6.717034686982762,3.7008166639557825,13.041236479806248,336,0,0,2.0333088844110843,3.1376476636432282,34
0,REFUGE,T_DIAG,macro,336,85.69294653051585,86.54933760377142,80.3972116563211,90.24865527986766,336,0,0,61.22604263773446,76.25297746958016,34,,,,,,,,,,,,,
0,REFUGE,U_PCA,OD,336,88.29565618352602,88.75120230010737,84.04512129398948,92.35927377324049,336,0,0,72.79098038280934,81.52550184237124,34,336,0,336,10.676892732338302,9.928720475199645,6.217324299202207,15.560825228726184,336,0,0,3.111865651750326,5.1234043449916635,34
0,REFUGE,U_PCA,OC,336,83.28013604013152,84.93207922064049,73.17066516615978,91.72958992345534,336,0,0,42.40654205607476,65.27421449190017,34,336,0,336,7.527274843326815,6.395518360030472,3.2897177792065997,12.187366101405413,336,0,0,2.0333088844110843,2.7950368887792063,34
0,REFUGE,U_PCA,macro,336,85.78789611182877,86.62231135123847,80.66860142076962,90.53901946631126,336,0,0,63.25421705013152,76.56641371980166,34,,,,,,,,,,,,,
0,REFUGE,U_RAND,OD,336,88.30821057923329,88.79864221867263,84.1036619619571,92.36179192021484,336,0,0,72.78880758872178,81.54584935072285,34,336,0,336,10.658230801422409,9.91034697475718,6.203739820381617,15.52931418097954,336,0,0,3.113261427069283,5.106973635863583,34
0,REFUGE,U_RAND,OC,336,83.28493383435006,84.98853760280642,73.29836165634333,91.77569017471068,336,0,0,42.35705950991832,65.25764073443162,34,336,0,336,7.532154382658573,6.46705507200538,3.3070991760990975,12.314413148565338,336,0,0,2.0333088844110843,2.808195110308916,34
0,REFUGE,U_RAND,macro,336,85.79657220679167,86.59845413270475,80.7230223787062,90.57100059686103,336,0,0,63.24607276532672,76.56573597568416,34,,,,,,,,,,,,,
0,REFUGE,U_SCALE,OD,336,88.36878571331656,88.89220793700267,84.24122305536426,92.38109715942808,336,0,0,72.72770522609957,81.61362308001766,34,336,0,336,10.596798256434097,9.888157834754855,6.1779395672196245,15.443361222572218,336,0,0,3.114972330894259,5.064489703306826,34
0,REFUGE,U_SCALE,OC,336,83.27812084088018,85.12963124270595,73.36106397051431,91.76936832093571,336,0,0,42.31262384893344,65.2197556826689,34,336,0,336,7.5423061149624875,6.4679268960222505,3.3408250565885016,12.299762270136455,336,0,0,2.024567008721935,2.8258957158564364,34
0,REFUGE,U_SCALE,macro,336,85.82345327709838,86.6350583995106,80.74581631212936,90.60873323402001,336,0,0,63.08553450714547,76.57771382525353,34,,,,,,,,,,,,,
0,REFUGE,S_JOINT,OD,336,87.73144844430273,88.11534645740481,83.37770900314172,91.85092787781066,336,0,0,71.84564487696505,80.71518964079607,34,336,0,336,11.809454096352676,10.592724017469912,6.490772785567797,17.240961931454756,336,0,0,3.0828345911143136,5.412643506444243,34
0,REFUGE,S_JOINT,OC,336,83.15009228554796,84.83911146069376,72.67037493367003,91.79609447532061,336,0,0,42.892591279688055,65.1856097071119,34,336,0,336,7.589705459904859,6.565803473783535,3.461094328261499,12.117135305717547,336,0,0,2.0333088844110843,2.780663602790282,34
0,REFUGE,S_JOINT,macro,336,85.44077036492534,86.05656620120286,80.01199850463786,90.07546019184504,336,0,0,62.28079216243623,76.29038199168919,34,,,,,,,,,,,,,
0,REFUGE,S_SHARED,OD,336,88.3929246547267,88.90979888649227,84.27497114789332,92.37966415773275,336,0,0,72.69918969655205,81.64061952778326,34,336,0,336,10.541494625498903,9.88060502041585,6.145585917452853,15.398109436080873,336,0,0,3.118996532428402,5.062366097571378,34
0,REFUGE,S_SHARED,OC,336,83.27449161443842,85.17589350420715,73.11036804399899,91.68337562125126,336,0,0,42.19948849104859,65.14808728203506,34,336,0,336,7.556852129106985,6.463372033508589,3.412140980535228,12.398355556382562,336,0,0,2.0333088844110843,2.8559067244352936,34
0,REFUGE,S_SHARED,macro,336,85.83370813458257,86.64044579073077,80.74395410642543,90.52767049749949,336,0,0,62.89533309676442,76.56356190037577,34,,,,,,,,,,,,,
0,REFUGE,S_NOPCA,OD,336,87.71483203228713,88.09349451505412,83.36820654707515,91.87846488534338,336,0,0,71.85460872927642,80.68305078995716,34,336,0,336,11.844735357858388,10.616396982581268,6.498588161486213,17.263220468309143,336,0,0,3.0913406815191955,5.419043316709037,34
0,REFUGE,S_NOPCA,OC,336,83.12946407324901,84.70243605697044,72.69378649345016,91.73551308366427,336,0,0,42.92809839167455,65.20173227777464,34,336,0,336,7.595264032980018,6.569135353379161,3.4733512363893233,12.133811579928693,336,0,0,2.0333088844110843,2.780017107462383,34
0,REFUGE,S_NOPCA,macro,336,85.42214805276808,86.01397136341235,79.94454574268465,90.04768417034512,336,0,0,62.39847732686486,76.2788196797742,34,,,,,,,,,,,,,
0,REFUGE,M_TRANSPORT,OD,336,88.413590849307,88.92778149783747,84.29592984871465,92.38394816087421,336,0,0,72.69489231353738,81.66217325347813,34,336,0,336,10.516113335372703,9.876819673239321,6.130669747643026,15.363829310802071,336,0,0,3.118996532428402,5.051085161481838,34
0,REFUGE,M_TRANSPORT,OC,336,83.26946595772101,85.18031112459857,73.05261523965655,91.6685523363912,336,0,0,42.17007434944237,65.13773261723765,34,336,0,336,7.559950872017274,6.456467759845207,3.408407358767386,12.389019482391001,336,0,0,2.0333088844110843,2.8620103432280826,34
0,REFUGE,M_TRANSPORT,macro,336,85.841528403514,86.66002462071722,80.74697053938124,90.53221390726597,336,0,0,62.880246624650546,76.56372316680873,34,,,,,,,,,,,,,
0,REFUGE,M_IDPOST,OD,336,88.41300389902703,88.92642584397382,84.29680208681415,92.38580641337356,336,0,0,72.68754898002803,81.65995740219103,34,336,0,336,10.516133830498958,9.880191184610485,6.134578534326771,15.385915694293063,336,0,0,3.118996532428402,5.050976478391442,34
0,REFUGE,M_IDPOST,OC,336,83.272873378799,85.18350420672498,73.12497072430457,91.68094026623406,336,0,0,42.17987450615849,65.1456603914177,34,336,0,336,7.557732277849223,6.444665740764041,3.4015252220680425,12.37491037201363,336,0,0,2.0333088844110843,2.8549008730239835,34
0,REFUGE,M_IDPOST,macro,336,85.84293863891303,86.67319465533042,80.7569676929883,90.54078322984023,336,0,0,62.89987205098962,76.56551846574534,34,,,,,,,,,,,,,
0,REFUGE,M_SHUFFLE,OD,336,88.77840449241242,89.25500708842145,84.63866366247997,92.6078726131658,336,0,0,72.71576578688294,82.01705527593951,34,336,0,336,10.159845389477512,9.51762208215808,6.008431436290885,14.979945045221626,336,0,0,3.1177494787410605,4.898419079362638,34
0,REFUGE,M_SHUFFLE,OC,336,83.12619908223718,85.18998999496159,72.63801755791344,91.59201596274309,336,0,0,41.97987741413207,64.80571722724271,34,336,0,336,7.658733818699395,6.4671922198503475,3.5027579127933524,12.450092161598388,336,0,0,2.0333088844110843,2.967467466918958,34
0,REFUGE,M_SHUFFLE,macro,336,85.9523017873248,86.75250278045952,80.9235908729062,90.46753527736979,336,0,0,62.44566372574785,76.5160454935637,34,,,,,,,,,,,,,
0,REFUGE,G_PCA,OD,336,88.5920140095585,89.04332881844982,84.54410483446239,92.43797692380645,336,0,0,72.7405833038139,81.8414065607169,34,336,0,336,10.367308840941941,9.691167681565382,6.065947541576664,15.082802132458816,336,0,0,3.118918686898848,4.964792836893891,34
0,REFUGE,G_PCA,OC,336,83.25454358031088,85.03991960482027,73.2696500978102,91.78027607254847,336,0,0,42.31262384893344,65.2119139667425,34,336,0,336,7.556193523296682,6.4873797655872245,3.351595227605868,12.350825772687791,336,0,0,2.027412414295657,2.846498505289262,34
0,REFUGE,G_PCA,macro,336,85.92327879493467,86.67945555075845,80.83846541459931,90.64372532758432,336,0,0,63.033040207103355,76.61922609257955,34,,,,,,,,,,,,,
0,REFUGE,G_ISO,OD,336,88.52197402450695,89.0005899242708,84.43855134109926,92.41575938860768,336,0,0,72.74405832780987,81.76891907633724,34,336,0,336,10.435051744757144,9.747964322888704,6.10214063636468,15.165350579572076,336,0,0,3.118918686898848,4.996216233098089,34
0,REFUGE,G_ISO,OC,336,83.25988211631396,85.08418343432093,73.29253269821572,91.78751385518214,336,0,0,42.30769230769231,65.21458041061311,34,336,0,336,7.5531264671216505,6.485473847524833,3.3523814429774657,12.347933714525933,336,0,0,2.0270649882615674,2.841465071636572,34
0,REFUGE,G_ISO,macro,336,85.89092807041045,86.6685607444681,80.80914106267696,90.62341671905855,336,0,0,63.055687628761326,76.60763955238652,34,,,,,,,,,,,,,
0,REFUGE,G_ORDER,OD,336,88.37810480502642,88.90289429750328,84.26212666243654,92.38079675536054,336,0,0,72.71992199576684,81.62387987312957,34,336,0,336,10.581765734679053,9.882511231281743,6.165994282591624,15.438810721266035,336,0,0,3.1185358131076875,5.056511430308147,34
0,REFUGE,G_ORDER,OC,336,83.27986150405638,85.14706262739281,73.33757798214756,91.79981891020361,336,0,0,42.30769230769231,65.21963339827504,34,336,0,336,7.5414694145008685,6.462994185491183,3.3419162425902043,12.297904385497556,336,0,0,2.0240239774772433,2.828872736266186,34
0,REFUGE,G_ORDER,macro,336,85.8289831545414,86.63323291813302,80.74718553393907,90.61918473959824,336,0,0,63.08359093306315,76.58103240926461,34,,,,,,,,,,,,,
0,ORIGA,C,OD,586,88.25708328613436,89.73026418201104,79.69650856693038,95.01366532732887,586,0,0,52.8567920139842,74.20943405620906,59,586,0,586,12.576814557643239,10.630283300143812,4.888126358974445,22.995475707095807,586,0,0,2.022930418578279,3.9691205348952066,59
0,ORIGA,C,OC,586,72.46894910986828,74.8387401535428,56.313837031362084,86.14549464345245,586,0,0,11.884984025559106,45.85639817349142,59,586,0,586,16.868975751639812,15.048667141670931,7.254432500524739,28.993385107120247,586,0,0,2.6643012223316447,5.735663012550563,59
0,ORIGA,C,macro,586,80.3630161980013,82.01962062052839,67.94263177913882,89.69882675194833,586,0,0,34.03396670482282,61.26735764836651,59,,,,,,,,,,,,,
0,ORIGA,RP,OD,586,88.22463524909729,89.69229938525477,79.82429627075055,94.94205851598772,586,0,0,52.95051677348577,74.27100875770445,59,586,0,586,12.602972044180449,10.723353775211194,4.980002974317381,22.92127071112514,586,0,0,2.0167028950910457,4.010199563126069,59
0,ORIGA,RP,OC,586,72.93762762981366,75.2597418927198,56.78494547279628,86.40677202342411,586,0,0,12.125395455852747,46.37798841306897,59,586,0,586,16.622197046755716,14.968057524113252,7.233875245455675,28.51422613003785,586,0,0,2.6452781784628123,5.66498648056847,59
0,ORIGA,RP,macro,586,80.58113143945548,82.26507909560321,68.3583116896253,89.81275509541722,586,0,0,34.267562650596695,61.5353665002465,59,,,,,,,,,,,,,
0,ORIGA,T_LR,OD,586,89.13881033541843,90.66420662509222,80.66514685638552,95.67319803853434,586,0,0,53.23126790727288,74.87610733495302,59,586,0,586,11.808720654038968,9.971374675564823,4.460829668438889,21.819291141485316,586,0,0,2.1095433603077494,3.728195346223883,59
0,ORIGA,T_LR,OC,586,73.70967797693098,75.81525874760723,57.2771228468978,87.43448275911993,586,0,0,11.684307882026514,46.823353276438915,59,586,0,586,16.737177704484083,15.452252581314895,8.1181178500266,27.964130243536403,586,0,0,2.7673161267965005,6.09936488574642,59
0,ORIGA,T_LR,macro,586,81.42424415617471,83.33539787473637,69.41191954329884,90.72167783410904,586,0,0,35.84789828794159,62.27080711349802,59,,,,,,,,,,,,,
0,ORIGA,T_ISO,OD,586,88.84087132387174,90.31972635158564,80.25096174106272,95.26986738456262,586,0,0,55.18985910716052,74.8436112657523,59,586,0,586,12.056217099452683,10.41682045090944,4.8605173763888,22.028622453866113,586,0,0,1.751173259767546,3.82880961988822,59
0,ORIGA,T_ISO,OC,586,74.31636574419699,76.58173737817411,59.12841920050746,87.59537573069609,586,0,0,12.162434502216849,47.493568933537176,59,586,0,586,16.290574356158288,14.647207532393665,7.578759423679141,27.353396371150986,586,0,0,2.5826930410196285,5.864337290159208,59
0,ORIGA,T_ISO,macro,586,81.57861853403435,83.51448691671041,70.53273274867911,90.85599891180038,586,0,0,37.54076904151724,62.43082929469164,59,,,,,,,,,,,,,
0,ORIGA,T_DIAG,OD,586,88.3558659357481,89.76675418335586,78.81132377861186,95.45825218177548,586,0,0,53.22270565617727,73.31937565314936,59,586,0,586,12.618574004063149,10.727667046713345,4.841466263364579,23.13410648879517,586,0,0,2.248936756368432,3.851788682021671,59
0,ORIGA,T_DIAG,OC,586,73.30669276085824,75.64691009891146,57.0114489602952,87.96554378410362,586,0,0,10.410380205190101,45.953006658554024,59,586,0,586,17.0089479397111,15.600582634876776,8.281349164324466,27.822068284675545,586,0,0,3.2304698265807477,6.090392411575888,59
0,ORIGA,T_DIAG,macro,586,80.83127934830317,82.57329800525271,68.62758728168734,90.9574962510845,586,0,0,36.24905198709648,61.078769334936716,59,,,,,,,,,,,,,
0,ORIGA,U_PCA,OD,586,87.93679183910683,89.44564507263648,79.06818756901029,94.85418701831588,586,0,0,51.95505617977528,73.48927484416446,59,586,0,586,12.911760466686822,11.007302079627298,4.945103779890734,23.464151153710723,586,0,0,2.216169075618485,4.0422488636664475,59
0,ORIGA,U_PCA,OC,586,71.76543249749837,73.67056134821418,55.076816041876185,86.08991991550997,586,0,0,11.189801699716714,44.66183132735892,59,586,0,586,17.205957222183766,15.457981250698262,7.196156017735962,29.410728853878233,586,0,0,2.7203102693770385,5.713702885433359,59
0,ORIGA,U_PCA,macro,586,79.85111216830259,81.65710489428442,67.18349039623506,89.57003551749963,586,0,0,32.83780535629633,60.289785009381205,59,,,,,,,,,,,,,
0,ORIGA,U_RAND,OD,586,88.01170033172247,89.52373879913407,79.22485997871641,94.87724532771905,586,0,0,52.16912670017527,73.69726201881682,59,586,0,586,12.826393561463217,10.909212905144305,4.974221947553704,23.362042429934124,586,0,0,2.1845573045517774,4.036821360553033,59
0,ORIGA,U_RAND,OC,586,71.95446410111212,74.15161815041759,55.4590602546033,86.01944705019257,586,0,0,11.418481459682166,44.99797186463321,59,586,0,586,17.110784573108898,15.279860299465259,7.189975116859299,28.99506271199911,586,0,0,2.681229365166928,5.70405191685703,59
0,ORIGA,U_RAND,macro,586,79.9830822164173,81.71763504009562,67.51424868060491,89.50764631763002,586,0,0,33.107372473737094,60.56480575051938,59,,,,,,,,,,,,,
0,ORIGA,U_SCALE,OD,586,88.19927909662134,89.67278693678554,79.55396935943557,94.984361295264,586,0,0,52.66931694976509,74.06550866747988,59,586,0,586,12.641214113605924,10.6728406178422,4.9335260211613505,23.106075505691415,586,0,0,2.0326403775332444,3.9817594187890646,59
0,ORIGA,U_SCALE,OC,586,72.4183373628807,74.79318832942965,56.2687375963814,86.12461065517626,586,0,0,11.7182050685887,45.71909525478428,59,586,0,586,16.891473569850245,15.041381396905305,7.216833884799792,28.838673982479165,586,0,0,2.656717099074125,5.741686026707073,59
0,ORIGA,U_SCALE,macro,586,80.30880822975102,82.03862176219221,67.91295635088068,89.70378447722018,586,0,0,33.83269710453846,61.115283942225766,59,,,,,,,,,,,,,
0,ORIGA,S_JOINT,OD,586,85.13947752999678,87.32764875563043,73.89697657619465,93.94878110339033,586,0,0,34.90710591840644,66.44913019022624,59,586,0,586,16.09116808453971,13.662794304214593,6.113391549953117,28.872223785520877,586,0,0,2.519230710837957,4.523341562253824,59
0,ORIGA,S_JOINT,OC,586,69.17872876241489,71.65397511944468,48.755280023191666,85.34748135285409,586,0,0,0.019173617102866455,37.012491823946796,59,586,0,586,18.335724169425557,16.899782409568914,7.62193219938849,30.721629736382873,586,0,0,3.095335120894901,5.870763593435518,59
0,ORIGA,S_JOINT,macro,586,77.15910314620582,79.2161130329305,61.46560220624302,88.71960746350302,586,0,0,18.260847893741218,52.92196785411588,59,,,,,,,,,,,,,
0,ORIGA,S_SHARED,OD,586,88.206372126418,89.6617719431551,79.78708358240272,94.91687224769531,586,0,0,52.97234856689048,74.25013809002616,59,586,0,586,12.621500382786206,10.779022622611754,5.002637108772751,22.989423251206702,586,0,0,2.0258843271617297,4.017763139559174,59
0,ORIGA,S_SHARED,OC,586,73.02150726626533,75.32347268795979,56.854141627112256,86.47521205751836,586,0,0,12.120167729335401,46.45618256343952,59,586,0,586,16.572236697513574,14.912170521643173,7.286345373815747,28.5332269702661,586,0,0,2.6419659549926933,5.656384686764093,59
0,ORIGA,S_SHARED,macro,586,80.61393969634166,82.31219648191797,68.37913538412951,89.84105825136227,586,0,0,34.348089650928536,61.56583323435033,59,,,,,,,,,,,,,
0,ORIGA,S_NOPCA,OD,586,85.13419370273509,87.34268384864548,73.87923886624094,93.9724406290474,586,0,0,34.74329893613623,66.39173195638551,59,586,0,586,16.107049825371437,13.673666465370395,6.035334147651578,28.895455956160635,586,0,0,2.4839966185959557,4.513212314540656,59
0,ORIGA,S_NOPCA,OC,586,68.99359289916099,71.51325695289029,48.625212687698365,85.1325986897181,586,0,0,0.019173617102866455,36.83647339284674,59,586,0,586,18.445093694334762,16.956266325354207,7.700040964764662,30.834591190021094,586,0,0,3.153714864734892,5.883043967326241,59
0,ORIGA,S_NOPCA,macro,586,77.06389330094804,79.11921484031848,61.34870617231646,88.6884833316472,586,0,0,18.174593596539175,52.81440667285046,59,,,,,,,,,,,,,
0,ORIGA,M_TRANSPORT,OD,586,88.25162789957145,89.70075747271625,79.81591794696959,94.96598882242805,586,0,0,53.00637935513668,74.29519218336317,59,586,0,586,12.576547415253806,10.695760792971848,4.962949842964718,22.876672741626678,586,0,0,2.005136542330209,3.9972386786847576,59
0,ORIGA,M_TRANSPORT,OC,586,72.9433436593951,75.28088336055245,56.8261514714434,86.40782192071637,586,0,0,12.140722005058633,46.39395388042284,59,586,0,586,16.627255935456287,14.949065891877474,7.310835673193184,28.477155995759613,586,0,0,2.653209315964495,5.675351368241869,59
0,ORIGA,M_TRANSPORT,macro,586,80.59748577948328,82.29872881207766,68.43421756913494,89.8197376116718,586,0,0,34.33853968870337,61.55879199349836,59,,,,,,,,,,,,,
0,ORIGA,M_IDPOST,OD,586,88.22323540869134,89.68313825753089,79.82443097070399,94.9463330434505,586,0,0,52.969368016860585,74.26276788150305,59,586,0,586,12.603737296781032,10.747096272688376,4.9870315767602715,22.926370859965864,586,0,0,2.009485816362678,4.010793183941356,59
0,ORIGA,M_IDPOST,OC,586,72.95242834178626,75.27365457075605,56.790327435064384,86.40478087438295,586,0,0,12.086711517451555,46.38635870520707,59,586,0,586,16.61403073443114,14.955375629306523,7.254651229884899,28.549060654216607,586,0,0,2.6564889806582364,5.663519602082535,59
0,ORIGA,M_IDPOST,macro,586,80.5878318752388,82.28128894327767,68.34995312063802,89.81205009482628,586,0,0,34.3046684130198,61.534081791718535,59,,,,,,,,,,,,,
0,ORIGA,M_SHUFFLE,OD,586,89.10591070344168,90.72627840819408,80.8339231860592,95.4625360994066,586,0,0,54.34627969839237,75.20056330838918,59,586,0,586,11.701113744538782,9.840341570034715,4.462889720384316,21.521242299905676,586,0,0,1.6952146203438705,3.6667808046530848,59
0,ORIGA,M_SHUFFLE,OC,586,73.45560081138137,75.91995468900254,57.849341733080536,86.47306880122937,586,0,0,12.660621905768481,46.905860034118064,59,586,0,586,16.36761601390836,14.752612104745733,7.3888064354404115,28.020446879600883,586,0,0,3.120032619514878,5.741177542205712,59
0,ORIGA,M_SHUFFLE,macro,586,81.28075575741154,83.10025343152762,69.25534762951199,89.94902803255354,586,0,0,35.390910778831525,62.149181299002805,59,,,,,,,,,,,,,
0,ORIGA,G_PCA,OD,586,88.62068993055088,90.17995059371432,80.17785761851445,95.18538016447484,586,0,0,53.25530568815782,74.6061841423428,59,586,0,586,12.207307803061282,10.225126795871724,4.750245911011688,22.32987730714555,586,0,0,1.9462666131011146,3.830638143660166,59
0,ORIGA,G_PCA,OC,586,72.33936378487164,74.72186129746385,56.179106388260585,86.12476855766994,586,0,0,11.994905638531899,45.687468606150446,59,586,0,586,16.975976955528644,15.139786788980633,7.389930229328467,28.852456405853733,586,0,0,2.707930163936553,5.817761137429867,59
0,ORIGA,G_PCA,macro,586,80.48002685771127,82.19578117586039,68.11993669996264,89.60749509003003,586,0,0,34.17475212637556,61.346765011569886,59,,,,,,,,,,,,,
0,ORIGA,G_ISO,OD,586,88.53535034162647,90.05482037261444,80.04081971553201,95.25512463567128,586,0,0,53.07792020740314,74.50757510956817,59,586,0,586,12.295051916208683,10.358421281719586,4.777368207233106,22.43561630736129,586,0,0,1.9424695685961009,3.8628387073056634,59
0,ORIGA,G_ISO,OC,586,72.43660612647105,74.8229144563518,56.26285669068807,86.08823993923167,586,0,0,11.922141119221411,45.791599876907895,59,586,0,586,16.916270025252683,15.142983152168775,7.350268368602995,28.783711433993993,586,0,0,2.6961667030815795,5.793993784986253,59
0,ORIGA,G_ISO,macro,586,80.48597823404876,82.16355217695582,68.14260051682372,89.63543090618344,586,0,0,34.09127699458349,61.363324994910705,59,,,,,,,,,,,,,
0,ORIGA,G_ORDER,OD,586,88.26347334168445,89.7388607502162,79.72993222329481,95.01941291486322,586,0,0,52.861806939990174,74.22174014383096,59,586,0,586,12.570982264433283,10.624372674207473,4.888282856223766,22.90652475868052,586,0,0,2.0062471664773396,3.966113611411826,59
0,ORIGA,G_ORDER,OC,586,72.47461885730185,74.85976285947734,56.30472520067525,86.13230333480638,586,0,0,11.881533101045298,45.87159004463379,59,586,0,586,16.86744322376298,15.085595799912863,7.244152043871739,29.00328564854576,586,0,0,2.660771585937953,5.736811470630013,59
0,ORIGA,G_ORDER,macro,586,80.36904609949316,82.00943352836424,67.95266164859089,89.68160791394828,586,0,0,34.03675814851051,61.280362292570615,59,,,,,,,,,,,,,
0,REFUGE_Valid,C,OD,736,78.41050005855557,79.04655613905638,65.74333492771888,89.43476100390964,736,0,0,49.20048578079142,61.212381169527916,74,736,0,736,20.695563988632024,18.537331793181437,9.29247099337784,32.16846141387557,736,0,0,3.4534784896315274,7.367118559469641,74
0,REFUGE_Valid,C,OC,736,59.722511469446815,57.85082197097725,39.77822803536665,82.79590691972011,736,0,0,20.98677154093672,35.13608102599414,74,736,0,736,18.360357885584865,18.77964792402595,8.528591191106177,26.93903713884856,736,0,0,2.1132237137576237,5.895404659369315,74
0,REFUGE_Valid,C,macro,736,69.06650576400119,68.86420533461194,53.52144493703766,85.16096234618854,736,0,0,35.82288712986035,49.43256113625707,74,,,,,,,,,,,,,
0,REFUGE_Valid,RP,OD,736,78.05376018695198,78.66552517599393,65.43299766284939,89.22940622796,736,0,0,49.0973817759487,60.89556476992963,74,736,0,736,20.960575667737718,18.691085770095988,9.725210129743918,32.592961343280884,736,0,0,3.8417171427129486,7.664691809845159,74
0,REFUGE_Valid,RP,OC,736,58.70903823296187,56.60462021693048,38.563495183966666,81.9404106732,736,0,0,20.47325994625986,34.24074278019457,74,736,0,736,19.072219701712708,19.583742286015607,9.032776500603962,27.824155269749866,736,0,0,2.0157710179734694,6.159439069714856,74
0,REFUGE_Valid,RP,macro,736,68.38139920995692,68.09209532908866,52.87115950130476,84.52954185780487,736,0,0,35.62248673419618,48.81243985881108,74,,,,,,,,,,,,,
0,REFUGE_Valid,T_LR,OD,736,63.550580042573905,63.45440814803898,51.342593697102025,75.60755974855158,736,0,0,37.270233757727105,47.0336777942684,74,736,0,736,36.812510677759654,35.615461347220894,22.325425663161518,52.08577471394345,736,0,0,6.595023577519649,18.8941061922224,74
0,REFUGE_Valid,T_LR,OC,736,44.614731705472465,42.169997605332604,27.129669682030997,65.46408894586409,736,0,0,13.26610644257703,23.083616561112024,74,736,0,736,32.15550272284671,32.38370798905703,18.964797847314653,44.355029173955195,736,0,0,2.981796601848139,13.727755475802436,74
0,REFUGE_Valid,T_LR,macro,736,54.08265587402318,52.868179675438995,40.1121567968995,69.8086351285422,736,0,0,28.80342199074758,36.253670847512986,74,,,,,,,,,,,,,
