order,subset,arm,OD,OC,macro
0,remaining_dev,C,86.99856266292116,71.20994968026714,79.10425617159416
0,remaining_dev,RP,86.96914830806992,71.6110041236752,79.29007621587256
0,remaining_dev,T_LR,83.91533844338073,70.69109351114645,77.3032159772636
0,remaining_dev,T_ISO,86.87942334103528,71.8322952854355,79.35585931323538
0,remaining_dev,T_DIAG,84.2151869384188,70.2675400253929,77.24136348190586
0,remaining_dev,U_PCA,86.9448644743423,70.73518526918629,78.84002487176429
0,remaining_dev,U_RAND,86.96758526087652,70.97682259923148,78.97220393005401
0,remaining_dev,U_SCALE,87.0018525744004,71.19961645597826,79.10073451518934
0,remaining_dev,S_JOINT,85.4404574460685,69.2042546484248,77.32235604724664
0,remaining_dev,S_SHARED,86.97618662856652,71.65849194013182,79.31733928434917
0,remaining_dev,S_NOPCA,85.47969771170307,69.13854941039479,77.30912356104892
0,remaining_dev,M_TRANSPORT,86.98164115251589,71.5474468109634,79.26454398173965
0,remaining_dev,M_IDPOST,86.96825468178734,71.61650161961049,79.29237815069891
0,remaining_dev,M_SHUFFLE,86.62854529662434,71.40208028899471,79.01531279280954
0,remaining_dev,G_PCA,86.97689141318895,70.99026266688172,78.98357704003533
0,remaining_dev,G_ISO,86.9864765073198,71.10933197232909,79.04790423982445
0,remaining_dev,G_ORDER,86.99997002771742,71.21550528147141,79.10773765459442
0,legacy_dev,C,86.76398755924666,71.8488390958779,79.30641332756228
0,legacy_dev,RP,86.72325689045748,72.15190810285387,79.43758249665566
0,legacy_dev,T_LR,83.2001032695821,70.85131003168581,77.02570665063396
0,legacy_dev,T_ISO,86.72888176594093,72.08528382058448,79.4070827932627
0,legacy_dev,T_DIAG,83.5260672641574,70.13630018133207,76.83118372274475
0,legacy_dev,U_PCA,86.69685817148999,71.46470617325367,79.08078217237184
0,legacy_dev,U_RAND,86.73602881116408,71.65789150837608,79.19696015977007
0,legacy_dev,U_SCALE,86.76673530515622,71.84153160328805,79.30413345422213
0,legacy_dev,S_JOINT,85.13891569446226,70.10416461758052,77.62154015602138
0,legacy_dev,S_SHARED,86.72815264647252,72.18642720861767,79.4572899275451
0,legacy_dev,S_NOPCA,85.17283242993581,70.03732662275146,77.60507952634364
0,legacy_dev,M_TRANSPORT,86.73846452085766,72.10646704969642,79.42246578527704
0,legacy_dev,M_IDPOST,86.72205242532439,72.15428496948273,79.43816869740355
0,legacy_dev,M_SHUFFLE,86.26344537326385,71.97693973041666,79.12019255184026
0,legacy_dev,G_PCA,86.72435096426332,71.68389860550559,79.20412478488446
0,legacy_dev,G_ISO,86.73192084475224,71.78011763547613,79.25601924011418
0,legacy_dev,G_ORDER,86.76554322612833,71.85284777602706,79.30919550107771
0,p1_extension_dev,C,87.53748279860129,71.45671810621926,79.49710045241028
0,p1_extension_dev,RP,87.47824079920477,71.64954853557404,79.5638946673894
0,p1_extension_dev,T_LR,84.06882933818956,69.23351203203643,76.651170685113
0,p1_extension_dev,T_ISO,87.4097250203367,70.7129764199997,79.06135072016819
0,p1_extension_dev,T_DIAG,84.32853948678412,68.32674774394924,76.32764361536668
0,p1_extension_dev,U_PCA,87.49110095892999,71.18844585242367,79.33977340567682
0,p1_extension_dev,U_RAND,87.51513123669989,71.3448687942832,79.43000001549154
0,p1_extension_dev,U_SCALE,87.54015199060372,71.4483788492523,79.494265419928
0,p1_extension_dev,S_JOINT,86.10055242292293,69.95755550074698,78.02905396183495
0,p1_extension_dev,S_SHARED,87.48337615504705,71.68562185456638,79.58449900480672
0,p1_extension_dev,S_NOPCA,86.14343117826316,69.94034181586456,78.04188649706384
0,p1_extension_dev,M_TRANSPORT,87.49377021329049,71.6303988348984,79.56208452409444
0,p1_extension_dev,M_IDPOST,87.47779297689725,71.65457854252709,79.56618575971217
0,p1_extension_dev,M_SHUFFLE,87.04082853185658,71.14984665173642,79.09533759179651
0,p1_extension_dev,G_PCA,87.48321229122135,71.26693391094477,79.37507310108307
0,p1_extension_dev,G_ISO,87.49784983567977,71.35471680188714,79.42628331878345
