order,subset,domain,left,right,channel,dice_n,dice_mean,dice_median,dice_p10,dice_p90,dice_positive,dice_zero,dice_negative,dice_minimum,dice_worst_decile_mean,dice_tail_count,assd_common_valid,assd_not_jointly_defined,assd_left_undefined,assd_right_undefined,assd_delta_mean_px,assd_delta_median_px,assd_adverse_upper_decile_mean_px
0,all_dev,Drishti_GS,C_PCA_SHUFFLED,C,OC,101,-0.5440450368742665,-0.40491099038267864,-1.1930276761442093,0.05891188147770787,14,0,87,-3.0794381722727913,-1.8908578018283777,11,101,0,0,0,0.27987345055120094,0.21170670038156203,1.1266620444569808
0,all_dev,Drishti_GS,C_PCA_SHUFFLED,C,macro,101,-0.17279228418936954,-0.12928074705116366,-0.4650527901071566,0.1246309804265211,25,0,76,-1.4408769938115462,-0.8178801731529105,11,,,,,,,
1,remaining_dev,REFUGE,C_SENS,C,OD,336,0.0,0.0,0.0,0.0,0,336,0,0.0,0.0,34,336,0,0,0,0.0,0.0,0.0
1,remaining_dev,REFUGE,C_SENS,C,OC,336,0.0,0.0,0.0,0.0,0,336,0,0.0,0.0,34,336,0,0,0,0.0,0.0,0.0
1,remaining_dev,REFUGE,C_SENS,C,macro,336,0.0,0.0,0.0,0.0,0,336,0,0.0,0.0,34,,,,,,,
1,remaining_dev,REFUGE,C_PER256,C,OD,336,-3.4638624761298384,-4.251809464715162,-9.587814856635068,3.9134375984788914,84,0,252,-15.997439767744625,-10.999015214851912,34,336,0,0,0,3.350769680383939,3.7481932058308636,13.976796767772955
1,remaining_dev,REFUGE,C_PER256,C,OC,336,2.1188326262066144,3.452942069727877,-7.762801874750924,9.769971183377042,214,0,122,-12.30653359414855,-9.507503455836812,34,336,0,0,0,-1.1841572168492123,-1.8735635156016934,4.878236959158869
1,remaining_dev,REFUGE,C_PER256,C,macro,336,-0.6725149249616122,-0.6877823848652209,-7.837345570017101,5.535464185721228,154,0,182,-12.568469957202222,-9.102835760720732,34,,,,,,,
1,remaining_dev,REFUGE,C_SENS,C_PER256,OD,336,3.4638624761298384,4.251809464715162,-3.9134375984788914,9.587814856635068,252,0,84,-18.525090871796223,-7.649103896167469,34,336,0,0,0,-3.350769680383939,-3.7481932058308636,8.198171976522003
1,remaining_dev,REFUGE,C_SENS,C_PER256,OC,336,-2.1188326262066144,-3.452942069727877,-9.769971183377042,7.762801874750924,122,0,214,-17.749060598290477,-11.349218448387731,34,336,0,0,0,1.1841572168492123,1.8735635156016934,6.238242040772907
1,remaining_dev,REFUGE,C_SENS,C_PER256,macro,336,0.6725149249616122,0.6877823848652209,-5.535464185721228,7.837345570017101,182,0,154,-14.454909206652989,-8.216112357948568,34,,,,,,,
1,remaining_dev,REFUGE,C_PCA_GLOBAL,C,OD,336,-0.07473052970818003,-0.05036937025466037,-0.45571104551471175,0.32577395306684354,141,0,195,-0.8385641504077834,-0.6094185952876585,34,336,0,0,0,0.1255901692997426,0.1121678325437121,0.736286957244114
1,remaining_dev,REFUGE,C_PCA_GLOBAL,C,OC,336,-0.06367090559937083,-0.05831433912224515,-0.24231800891350574,0.11914916307582679,111,1,224,-0.9088334492083905,-0.36691645469836276,34,336,0,0,0,0.029456130619809107,0.02660471476664661,0.3288177049655286
1,remaining_dev,REFUGE,C_PCA_GLOBAL,C,macro,336,-0.06920071765377488,-0.06376130360387089,-0.27551063483694516,0.14311768671241287,118,0,218,-0.6178743095270112,-0.3743779892788516,34,,,,,,,
1,remaining_dev,REFUGE,C_PCA_REGION,C,OD,336,-0.043785648097853444,-0.027988492318309355,-0.34258940910471547,0.24480177508952594,154,0,182,-0.7674270141007522,-0.47216526389091945,34,336,0,0,0,0.07867760488303219,0.07048713451134314,0.5458307708048896
1,remaining_dev,REFUGE,C_PCA_REGION,C,OC,336,-1.0644340817293252,-1.5145653537974146,-2.8094595130969124,1.478458102147484,83,0,253,-3.7895505724076073,-3.142542207436936,34,336,0,0,0,0.6003016052643111,0.7177358317497191,1.8745641618482598
1,remaining_dev,REFUGE,C_PCA_REGION,C,macro,336,-0.5541098649135895,-0.7913802548383475,-1.5054452643227412,0.7992564470480301,86,0,250,-1.99349344459816,-1.674323452097946,34,,,,,,,
1,remaining_dev,REFUGE,C_PCA_REGION,C_PCA_GLOBAL,OD,336,0.03094488161032658,0.02099655268752998,-0.09228046939790402,0.15850425428505233,201,0,135,-0.2235286095015332,-0.12331753374468366,34,336,0,0,0,-0.0469125644167104,-0.0259249225278102,0.1729484897240211
1,remaining_dev,REFUGE,C_PCA_REGION,C_PCA_GLOBAL,OC,336,-1.0007631761299545,-1.4343607829740868,-2.8446853078344105,1.6914693415259419,88,0,248,-3.64766657816169,-3.1303221637747654,34,336,0,0,0,0.5708454746445019,0.6960281929893792,1.8791977629576229
1,remaining_dev,REFUGE,C_PCA_REGION,C_PCA_GLOBAL,macro,336,-0.48490914725981443,-0.6945335353408744,-1.3837491477539265,0.8263088864336077,90,0,246,-1.7651324422680803,-1.5395710166817977,34,,,,,,,
1,remaining_dev,REFUGE,C_PCA_REGION,C_PCA_SHUFFLED,OD,336,0.031032780917188734,0.022447351459942144,-0.09704625066323525,0.17054960131036578,198,0,138,-0.23559205247140058,-0.13183965383935548,34,336,0,0,0,-0.046175228639908486,-0.02437152361504502,0.182714268171571
1,remaining_dev,REFUGE,C_PCA_REGION,C_PCA_SHUFFLED,OC,336,-1.011168908292814,-1.442978769844666,-2.867635995224921,1.7155350815130588,90,0,246,-3.6710968447754566,-3.1589895602819875,34,336,0,0,0,0.5765293854929345,0.6979392571272434,1.8901599380915528
1,remaining_dev,REFUGE,C_PCA_REGION,C_PCA_SHUFFLED,macro,336,-0.49006806368781275,-0.692125461115406,-1.3929788122950482,0.8473251680669647,90,0,246,-1.7780669974909125,-1.5541774790215115,34,,,,,,,
1,remaining_dev,REFUGE,C_PCA_SHUFFLED,C,OD,336,-0.07481842901504218,-0.054674500876739085,-0.45090624089301756,0.33465401159701313,144,0,192,-0.8744600314539941,-0.6210400658496353,34,336,0,0,0,0.12485283352294067,0.0933859600273963,0.7494978305431331
1,remaining_dev,REFUGE,C_PCA_SHUFFLED,C,OC,336,-0.053265173436511354,-0.04107904641024729,-0.2517230625294131,0.14008193552899617,136,2,198,-0.8852720084035481,-0.3733375372744083,34,336,0,0,0,0.02377221977137644,0.016356943827189774,0.3327292776617745
1,remaining_dev,REFUGE,C_PCA_SHUFFLED,C,macro,336,-0.06404180122577666,-0.05485256392262494,-0.27625015291388166,0.1368217033731134,127,0,209,-0.648560255361208,-0.37512396624346767,34,,,,,,,
1,remaining_dev,ORIGA,C_SENS,C,OD,586,0.0,0.0,0.0,0.0,0,586,0,0.0,0.0,59,586,0,0,0,0.0,0.0,0.0
1,remaining_dev,ORIGA,C_SENS,C,OC,586,0.0,0.0,0.0,0.0,0,586,0,0.0,0.0,59,586,0,0,0,0.0,0.0,0.0
1,remaining_dev,ORIGA,C_SENS,C,macro,586,0.0,0.0,0.0,0.0,0,586,0,0.0,0.0,59,,,,,,,
1,remaining_dev,ORIGA,C_PER256,C,OD,586,-6.787907705167209,-5.743314320327481,-15.493879770403769,0.646642187688079,82,0,504,-50.65169742881752,-24.12864112056083,59,586,0,0,0,7.238763388095357,6.139816219846064,28.3787936901156
1,remaining_dev,ORIGA,C_PER256,C,OC,586,-6.256274512808027,-4.33499255285979,-18.003879945368382,4.394116582863628,148,0,438,-73.36903727182128,-34.400908606672246,59,586,0,0,0,2.611042217600456,1.6093546299849901,17.50643269101361
1,remaining_dev,ORIGA,C_PER256,C,macro,586,-6.522091108987617,-4.823268821436572,-16.055573183803567,1.565930751602962,106,0,480,-62.0103673503194,-28.79056341231926,59,,,,,,,
1,remaining_dev,ORIGA,C_SENS,C_PER256,OD,586,6.787907705167209,5.743314320327481,-0.646642187688079,15.493879770403769,504,0,82,-9.562923399195267,-2.859315281645483,59,586,0,0,0,-7.238763388095357,-6.139816219846064,3.6809260793378678
1,remaining_dev,ORIGA,C_SENS,C_PER256,OC,586,6.256274512808027,4.33499255285979,-4.394116582863628,18.003879945368382,438,0,148,-16.76821501901743,-7.690696751176949,59,586,0,0,0,-2.611042217600456,-1.6093546299849901,5.180822639251581
1,remaining_dev,ORIGA,C_SENS,C_PER256,macro,586,6.522091108987617,4.823268821436572,-1.565930751602962,16.055573183803567,480,0,106,-8.469786272862612,-3.948754515291755,59,,,,,,,
1,remaining_dev,ORIGA,C_PCA_GLOBAL,C,OD,586,-0.03712280607783772,-0.032225372283412046,-0.23445383100860195,0.15313912367137528,248,0,338,-0.48803720392810446,-0.3260214850119679,59,586,0,0,0,0.062180215876193545,0.04621039698660567,0.5248221301179338
1,remaining_dev,ORIGA,C_PCA_GLOBAL,C,OC,586,-0.29142048607547877,-0.26776029277923996,-0.645514775864181,0.05233479178946565,84,0,502,-2.428464969788319,-0.8946870950734822,59,586,0,0,0,0.14962876002786946,0.11136052777822592,0.8094069658470121
1,remaining_dev,ORIGA,C_PCA_GLOBAL,C,macro,586,-0.1642716460766582,-0.15673972474775644,-0.35278401954375593,0.027989880095380393,80,0,506,-1.093231160458008,-0.4577045451591985,59,,,,,,,
1,remaining_dev,ORIGA,C_PCA_REGION,C,OD,586,-0.057447799113347534,-0.04769513932338376,-0.2504178662471934,0.12050162124744301,198,1,387,-0.4726293327807052,-0.3173475631986408,59,586,0,0,0,0.07130694525705607,0.06653219801863153,0.4915013452200541
1,remaining_dev,ORIGA,C_PCA_REGION,C,OC,586,0.6983282359545478,0.6561121937471326,-0.550854545790086,1.9962577885554833,463,0,123,-2.320597758454357,-1.198557271708201,59,586,0,0,0,-0.31461918599386346,-0.19142486383838886,1.0433645269292349
1,remaining_dev,ORIGA,C_PCA_REGION,C,macro,586,0.32044021842060016,0.30638256612395276,-0.33649749160488684,1.0108971221332974,440,0,146,-1.2112653607536328,-0.6635675117660826,59,,,,,,,
1,remaining_dev,ORIGA,C_PCA_REGION,C_PCA_GLOBAL,OD,586,-0.02032499303550982,-0.021484662893250794,-0.12961915837449434,0.08841203114277607,229,1,356,-0.36985603954142743,-0.18516628896624757,59,586,0,0,0,0.009126729380862527,0.020196780360429933,0.2780585919934242
1,remaining_dev,ORIGA,C_PCA_REGION,C_PCA_GLOBAL,OC,586,0.9897487220300268,0.9080857002338572,-0.4807506655841398,2.598251424960135,487,0,99,-2.8218817611782354,-1.2966588360868434,59,586,0,0,0,-0.46424794602173286,-0.2977608893202861,1.150609361828454
1,remaining_dev,ORIGA,C_PCA_REGION,C_PCA_GLOBAL,macro,586,0.48471186449725845,0.442410243725333,-0.23556777219004843,1.2849985229638372,485,0,101,-1.4017281217291733,-0.6315187709594039,59,,,,,,,
1,remaining_dev,ORIGA,C_PCA_REGION,C_PCA_SHUFFLED,OD,586,-0.015113163543592614,-0.016892429946469,-0.128456499787577,0.10254123794958825,244,0,342,-0.4412031562496921,-0.18130417399885393,59,586,0,0,0,0.0024070528159316255,0.016489826014777886,0.27885164816753333
1,remaining_dev,ORIGA,C_PCA_REGION,C_PCA_SHUFFLED,OC,586,1.0011455976865498,0.9190597753532037,-0.48634488146288013,2.608695605679073,490,0,96,-2.8315683068871444,-1.2903038930879014,59,586,0,0,0,-0.471879069150988,-0.28985507105310404,1.1480288424840668
1,remaining_dev,ORIGA,C_PCA_REGION,C_PCA_SHUFFLED,macro,586,0.4930162170714784,0.4400889586151868,-0.22729559973115876,1.2933909270120614,489,0,97,-1.4133297196417316,-0.6245618872065256,59,,,,,,,
1,remaining_dev,ORIGA,C_PCA_SHUFFLED,C,OD,586,-0.04233463556975492,-0.040817901056211525,-0.24909913319894894,0.15776391676233792,238,0,348,-0.5334130630507916,-0.3450301081459634,59,586,0,0,0,0.06889989244112445,0.05276547464874004,0.5542205153000909
1,remaining_dev,ORIGA,C_PCA_SHUFFLED,C,OC,586,-0.30281736173200186,-0.27825336820272994,-0.668329755738456,0.043206506666909616,83,0,503,-2.4215520443919223,-0.9184316347044404,59,586,0,0,0,0.1572598831571246,0.11076541845284238,0.8252721129093596
1,remaining_dev,ORIGA,C_PCA_SHUFFLED,C,macro,586,-0.17257599865087825,-0.16149318112604893,-0.3692091602095715,0.03038444995887568,79,0,507,-1.0907893929694157,-0.47746355064901197,59,,,,,,,
1,remaining_dev,REFUGE_Valid,C_SENS,C,OD,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,736,0,0,0,0.0,0.0,0.0
1,remaining_dev,REFUGE_Valid,C_SENS,C,OC,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,736,0,0,0,0.0,0.0,0.0
1,remaining_dev,REFUGE_Valid,C_SENS,C,macro,736,0.0,0.0,0.0,0.0,0,736,0,0.0,0.0,74,,,,,,,
1,remaining_dev,REFUGE_Valid,C_PER256,C,OD,736,3.557770908211339,3.22190941607991,0.0,8.529808821253908,530,146,60,-7.257036559602725,-1.7081775835934836,74,736,0,0,0,0.20837900672328402,-0.7877148922938,21.517106007788474
1,remaining_dev,REFUGE_Valid,C_PER256,C,OC,736,1.8545532157245206,1.8994232331615402,0.0,4.418723776334909,530,146,60,-11.623786127471892,-1.8456943266268515,74,736,0,0,0,-1.0191524030272847,-0.9986524378823507,1.9621372583156416
1,remaining_dev,REFUGE_Valid,C_PER256,C,macro,736,2.70616206196793,2.5634325798361166,0.0,6.554682112966148,538,146,52,-9.136636654932461,-1.1763801734216313,74,,,,,,,
1,remaining_dev,REFUGE_Valid,C_SENS,C_PER256,OD,736,-3.557770908211339,-3.22190941607991,-8.529808821253908,0.0,60,146,530,-24.344944152216407,-11.566234113836554,74,736,0,0,0,-0.20837900672328402,0.7877148922938,10.394164341693836
1,remaining_dev,REFUGE_Valid,C_SENS,C_PER256,OC,736,-1.8545532157245206,-1.8994232331615402,-4.418723776334909,0.0,60,146,530,-11.310504115946319,-5.643292385117237,74,736,0,0,0,1.0191524030272847,0.9986524378823507,3.946392812593621
1,remaining_dev,REFUGE_Valid,C_SENS,C_PER256,macro,736,-2.70616206196793,-2.5634325798361166,-6.554682112966148,0.0,52,146,538,-13.622280625966088,-7.909073674683706,74,,,,,,,
1,remaining_dev,REFUGE_Valid,C_PCA_GLOBAL,C,OD,736,-0.23644322531778283,-0.21708038102551952,-0.4780285035357157,-0.01555252242537164,55,1,680,-0.9030599533986661,-0.577150397014876,74,736,0,0,0,0.19001592289799915,0.17416281857548555,1.083594697899704
1,remaining_dev,REFUGE_Valid,C_PCA_GLOBAL,C,OC,736,-0.04609315552734412,-0.039034319524031136,-0.12054376308383574,0.019044876905977004,144,22,570,-0.657986644288111,-0.18394050522927624,74,736,0,0,0,0.0399196616539189,0.02353019041132809,0.349886127373329
1,remaining_dev,REFUGE_Valid,C_PCA_GLOBAL,C,macro,736,-0.1412681904225636,-0.13316424142685301,-0.28492967940934033,-0.01062080358610884,56,0,680,-0.5745868698293521,-0.3460212509241584,74,,,,,,,
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C,OD,736,-0.24129513034203617,-0.24725165075492606,-0.46196194183751316,-0.018299217232164988,51,0,685,-0.9088468055146182,-0.5278922853240673,74,736,0,0,0,0.16464097244118686,0.2054886461762644,0.7788649215306984
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C,OC,736,-0.3802112021265811,-0.3523896355140277,-0.8058469478399832,-0.024083323153056835,49,0,687,-1.4363595279349717,-0.9601855128592167,74,736,0,0,0,0.26909024340929405,0.2381188760651849,0.8808603125785136
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C,macro,736,-0.310753166234309,-0.30618674038383475,-0.6156852818340108,-0.025280563430030156,46,0,690,-0.8951308719805651,-0.6901982262321535,74,,,,,,,
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C_PCA_GLOBAL,OD,736,-0.004851905024253323,-0.024386959932876096,-0.07708099768101717,0.09514311272155185,244,1,491,-0.20995549333975294,-0.1012069452485726,74,736,0,0,0,-0.025374950456812324,0.02608493980311266,0.3520494201137895
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C_PCA_GLOBAL,OC,736,-0.33411804659923694,-0.293426581029399,-0.7450877959009117,-0.01499178345396035,58,0,678,-1.4000898656634897,-0.8931762395173856,74,736,0,0,0,0.22917058175537514,0.19593142834203459,0.7392270489127665
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C_PCA_GLOBAL,macro,736,-0.16948497581174538,-0.1682377575907501,-0.35434528234163376,-0.009319780779637465,59,0,677,-0.7009458526157974,-0.4241648731211555,74,,,,,,,
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C_PCA_SHUFFLED,OD,736,0.014726345957465315,-0.01358441400250432,-0.06705054249384057,0.1417853752986864,297,6,433,-0.1699491289957833,-0.0875497906198595,74,736,0,0,0,-0.04837221239866247,0.01769498762599575,0.3515286229978701
1,remaining_dev,REFUGE_Valid,C_PCA_REGION,C_PCA_SHUFFLED,OC,736,-0.3293188418160565,-0.29072780466447845,-0.7441288072474184,-0.012587289487603348,61,0,675,-1.4182201265292904,-0.8878072005515,74,736,0,0,0,0.22589445664761088,0.20086891323613765,0.729551241027016
