stream,arm,channel,domain,subset,metric,regional_context,null_reasons,inferential_status,n_rows,n_unique,n_defined,n_missing,support,mean,median,p10,p90,minimum,worst_decile_mean,tail_count,positive,negative,zero,weight_sum,weighted_conditional_mean,signed_net,positive_mass,negative_mass,macro_contribution,primary_contribution,null_reason
0,C,OD,ALL,remaining_dev,residual_fg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,553.9287105688101,372.93014249907185,175.81536495730123,1053.745634516058,79.05121057049452,143.49897880689647,170,1695,0,0,1.0,516.1164198396532,516.1164198396532,516.1164198396532,0.0,258.0582099198266,129.0291049599133,
0,C,OD,ALL,remaining_dev,residual_bg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,701.0319259864743,503.04815896464777,231.82946510320602,1332.140955725566,86.92183920088542,190.24512741415174,170,1695,0,0,1.0,627.8784800209235,627.8784800209235,627.8784800209235,0.0,313.93924001046173,156.96962000523087,
0,C,OD,ALL,remaining_dev,weighted_fg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,10116.107083186524,7297.715656865347,3381.721464842945,18601.286192523814,970.9441632858898,2633.9363224711847,170,1695,0,0,1.0,8974.816255851068,8974.816255851068,8974.816255851068,0.0,4487.408127925534,2243.704063962767,
0,C,OD,ALL,remaining_dev,weighted_bg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,242.15749454820428,173.96829655759296,79.54917411907539,453.3307197698492,30.41114557882167,65.04197565335602,170,1695,0,0,1.0,219.36568802129466,219.36568802129466,219.36568802129466,0.0,109.68284401064733,54.841422005323665,
0,C,OD,ALL,remaining_dev,bce_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,17920.985021719353,14094.660505279973,9778.458819031646,29252.393064614484,6645.308994630421,8952.97010802187,170,1695,0,0,1.0,16735.423373291287,16735.423373291287,16735.423373291287,0.0,8367.711686645644,4183.855843322822,
0,C,OD,ALL,remaining_dev,bce_fg_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,7183.532118801744,5469.3431842367745,3554.393158918069,11735.467226038076,2038.768781363398,3206.682627934216,170,1695,0,0,1.0,6898.448833120478,6898.448833120478,6898.448833120478,0.0,3449.224416560239,1724.6122082801196,
0,C,OD,ALL,remaining_dev,bce_bg_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,10737.452902917608,8516.277804523741,5743.794695473798,17994.310107512934,3282.5075716623833,5040.5550211354475,170,1695,0,0,1.0,9836.974540170808,9836.974540170808,9836.974540170808,0.0,4918.487270085404,2459.243635042702,
0,C,OD,ALL,remaining_dev,weighted_bce_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,37144.28380205052,28727.329962839493,19662.049516487208,60631.46363455984,13090.198172613733,17762.800243932998,170,1695,0,0,1.0,34505.43281415826,34505.43281415826,34505.43281415826,0.0,17252.71640707913,8626.358203539565,
0,C,OD,ALL,remaining_dev,shuffled_bce_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,17918.854141620213,14079.318988078765,9770.551645080399,29123.738948388072,6709.931587817946,8948.42196957945,170,1695,0,0,1.0,16731.613487134913,16731.613487134913,16731.613487134913,0.0,8365.806743567457,4182.903371783728,
0,C,OD,ALL,remaining_dev,residual_weighted_dot,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,2758.9104934447046,2000.363276019703,963.821398294426,4917.2145220037255,351.7968223079921,786.0928980214418,170,1695,0,0,1.0,2495.958761605999,2495.958761605999,2495.958761605999,0.0,1247.9793808029995,623.9896904014997,
0,C,OD,ALL,remaining_dev,residual_shuffled_dot,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,1254.7213348429611,946.70379242131,451.92101277534186,2291.4097282972316,178.9296742982576,368.61950719705646,170,1695,0,0,1.0,1143.7225597388517,1143.7225597388517,1143.7225597388517,0.0,571.8612798694259,285.93063993471293,
0,C,OD,ALL,remaining_dev,actual_logit_gradient_l2,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,6.336488293893653e-05,5.8674561374387217e-05,4.058007927816541e-05,9.092635283022569e-05,2.5579236140803096e-05,3.649361905584652e-05,170,1695,0,0,1.0,6.053097030861905e-05,6.053097030861905e-05,6.053097030861905e-05,0.0,3.0265485154309524e-05,1.5132742577154762e-05,
0,C,OD,ALL,remaining_dev,bn_gradient_l2,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.2769660149491815,0.1806255025189576,0.07644619680051179,0.525303552485413,0.014989814248054935,0.05824898629398923,170,1695,0,0,1.0,0.24687445340848535,0.24687445340848535,0.24687445340848535,0.0,0.12343722670424268,0.06171861335212134,
0,C,OD,ALL,remaining_dev,adam_affine_displacement_l2,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.0030677321396917197,0.002684137207835863,0.0018835596619434605,0.004403098526174182,0.0013240200396696514,0.0017129832132001168,170,1695,0,0,1.0,0.002976286267896607,0.002976286267896607,0.002976286267896607,0.0,0.0014881431339483036,0.0007440715669741518,
0,C,OD,ALL,remaining_dev,rho_clipped,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.6,1.0,0.0,1.0,0,0,170,1017,0,678,1.0,0.4794216567210056,0.4794216567210056,0.4794216567210056,0.0,0.2397108283605028,0.1198554141802514,
0,C,OD,ALL,remaining_dev,empty_partition_fallback,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0,0.0,0.0,0.0,0,0,170,0,0,1695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,C,OD,ALL,remaining_dev,pi,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.11188062819759402,0.10553741455078125,0.08955917358398438,0.1434356689453125,0.06706619262695312,0.08452971963321461,170,1695,0,0,1.0,0.11930070889357329,0.11930070889357329,0.11930070889357329,0.0,0.059650354446786645,0.029825177223393323,
0,C,OD,ALL,remaining_dev,bce_fg_fraction,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.39705366375149814,0.38987440434479337,0.29310887896295035,0.5106631489758604,0.12488990503878554,0.25281266052928364,170,1695,0,0,1.0,0.41686974184543907,0.41686974184543907,0.41686974184543907,0.0,0.20843487092271953,0.10421743546135977,
0,C,OD,ALL,remaining_dev,f0,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.43748771464354075,0.42680806030201573,0.26182403010164196,0.624243527426527,0.10004056468969803,0.21623854290155528,170,1695,0,0,1.0,0.4555440717412789,0.4555440717412789,0.4555440717412789,0.0,0.22777203587063946,0.11388601793531973,
0,C,OD,ALL,remaining_dev,fw,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.9725124594130894,0.9760989625562623,0.9522008591021229,0.9888782572534163,0.8380794417592199,0.9360081973710735,170,1695,0,0,1.0,0.9715205313858822,0.9715205313858822,0.9715205313858822,0.0,0.4857602656929411,0.24288013284647056,
0,C,OD,ALL,remaining_dev,cos_bal_plain,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.766820136206165,0.7635083285843327,0.681220368020154,0.8531512270245359,0.6286047284417393,0.6608019654415743,170,1695,0,0,1.0,0.7797269643312198,0.7797269643312198,0.7797269643312198,0.0,0.3898634821656099,0.19493174108280495,
0,C,OD,ALL,remaining_dev,cos_perm_plain,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.6496522278115242,0.6313184034889496,0.6286733862058007,0.701085065723246,0.6285393616998431,0.6285878716375111,170,1695,0,0,1.0,0.6632836687519764,0.6632836687519764,0.6632836687519764,0.0,0.3316418343759882,0.1658209171879941,
0,C,OD,ALL,remaining_dev,foreground_energy_shift,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.5350247447695486,0.5490677963408879,0.3628409992595849,0.6938142013855052,0.12063098590564114,0.29641791438123866,170,1695,0,0,1.0,0.5159764596446034,0.5159764596446034,0.5159764596446034,0.0,0.2579882298223017,0.12899411491115084,
0,C,OD,ALL,remaining_dev,actual_foreground_energy_fraction,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.43748771464354075,0.42680806030201573,0.26182403010164196,0.624243527426527,0.10004056468969803,0.21623854290155528,170,1695,0,0,1.0,0.4555440717412789,0.4555440717412789,0.4555440717412789,0.0,0.22777203587063946,0.11388601793531973,
0,C,OD,ALL,remaining_dev,actual_foreground_bce_fraction,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.39705366375149814,0.38987440434479337,0.29310887896295035,0.5106631489758604,0.12488990503878554,0.25281266052928364,170,1695,0,0,1.0,0.41686974184543907,0.41686974184543907,0.41686974184543907,0.0,0.20843487092271953,0.10421743546135977,
0,C,OD,ALL,remaining_dev,pre_dice,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,84.09677609483441,86.46016782347456,71.24821612401456,93.57215947032793,49.19426244023376,65.20287487345901,170,1695,0,0,1.0,86.98758288664777,86.98758288664777,86.98758288664777,0.0,43.493791443323886,21.746895721661943,
0,C,OD,ALL,remaining_dev,post_dice,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,84.11219257995857,86.44998239181322,71.2492597955153,93.5711038594629,49.201730637856436,65.25990024861105,170,1695,0,0,1.0,87.00126293068722,87.00126293068722,87.00126293068722,0.0,43.50063146534361,21.750315732671805,
0,C,OD,ALL,remaining_dev,step,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,0.015416485124158942,0.0033376782408254257,-0.020120090438823013,0.04481855545008955,-0.4187141043575906,-0.05223697405603402,170,958,700,37,1.0,0.013680044039446835,0.013680044039446835,0.019501795676347362,-0.005821751636900528,0.006840022019723418,0.003420011009861709,
0,C,OD,Drishti_GS,remaining_dev,n_fg,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,39075.27027027027,38577.0,34143.6,45080.0,33465,33899.75,4,37,0,0,0.25,39075.27027027027,9768.817567567568,9768.817567567568,0.0,4884.408783783784,2442.204391891892,
0,C,OD,Drishti_GS,remaining_dev,n_bg,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,223068.72972972973,223567.0,217064.0,228000.4,211405,214735.5,4,37,0,0,0.25,223068.72972972973,55767.18243243243,55767.18243243243,0.0,27883.591216216217,13941.795608108108,
0,C,OD,Drishti_GS,remaining_dev,rho,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,5.778368919770208,5.795344376182699,4.815774933493051,6.677693352231236,4.166518851376653,4.539373874214543,4,37,0,0,0.25,5.778368919770208,1.444592229942552,1.444592229942552,0.0,0.722296114971276,0.361148057485638,
0,C,OD,Drishti_GS,remaining_dev,applied_w_fg,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,3.389184481388814,3.397672176361084,2.9078874588012695,3.8388466835021973,2.583259344100952,2.7696869373321533,4,37,0,0,0.25,3.389184481388814,0.8472961203472035,0.8472961203472035,0.0,0.42364806017360174,0.21182403008680087,
0,C,OD,Drishti_GS,remaining_dev,applied_w_bg,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.5877874106974215,0.5862761735916138,0.5748761892318726,0.6038434267044067,0.5731702446937561,0.574262723326683,4,37,0,0,0.25,0.5877874106974216,0.1469468526743554,0.1469468526743554,0.0,0.0734734263371777,0.03673671316858885,
0,C,OD,Drishti_GS,remaining_dev,S0,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,701.9012722392159,564.3582940411629,323.00642347501963,1491.5403235483175,179.85187826589572,247.02666523735846,4,37,0,0,0.25,701.901272239216,175.475318059804,175.475318059804,0.0,87.737659029902,43.868829514951,
0,C,OD,Drishti_GS,remaining_dev,Sw,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,4206.243163624788,3475.1599153670227,1539.9317946827905,7611.591195712759,1001.3553088647114,1232.235777623659,4,37,0,0,0.25,4206.243163624788,1051.560790906197,1051.560790906197,0.0,525.7803954530985,262.8901977265493,
0,C,OD,Drishti_GS,remaining_dev,Sperm,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,1357.0340288061211,1277.2996263911696,646.8662975780028,2480.2885312473763,340.33704240457905,476.72360594156163,4,37,0,0,0.25,1357.0340288061213,339.25850720153034,339.25850720153034,0.0,169.62925360076517,84.81462680038258,
0,C,OD,Drishti_GS,remaining_dev,a,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,2.457323291785571,2.483252609450051,1.961606849870049,2.9111444838474485,1.6989900122588733,1.8171608329944149,4,37,0,0,0.25,2.457323291785571,0.6143308229463927,0.6143308229463927,0.0,0.30716541147319637,0.15358270573659819,
0,C,OD,Drishti_GS,remaining_dev,b,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,1.7423536751047124,1.7558166135842919,1.434751060626328,2.0992277322718,1.2175476071041074,1.3091965239869663,4,37,0,0,0.25,1.7423536751047126,0.43558841877617815,0.43558841877617815,0.0,0.21779420938808908,0.10889710469404454,
0,C,OD,Drishti_GS,remaining_dev,residual_fg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,375.13864128544805,276.00738972483254,127.20269607768638,735.4818941995806,92.93003906501028,110.6800803253811,4,37,0,0,0.25,375.13864128544805,93.78466032136201,93.78466032136201,0.0,46.892330160681006,23.446165080340503,
0,C,OD,Drishti_GS,remaining_dev,residual_bg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,326.7626309537679,245.41855061677978,145.63089670353682,632.997877972379,86.92183920088542,113.00723581714931,4,37,0,0,0.25,326.7626309537679,81.69065773844197,81.69065773844197,0.0,40.845328869220985,20.422664434610493,
0,C,OD,Drishti_GS,remaining_dev,weighted_fg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,4091.6789630553853,3406.9233515944125,1469.1755112875348,7535.970413272557,970.9441632858898,1185.339813119915,4,37,0,0,0.25,4091.678963055386,1022.9197407638464,1022.9197407638464,0.0,511.4598703819232,255.7299351909616,
0,C,OD,Drishti_GS,remaining_dev,weighted_bg_sse,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,114.56420056940277,82.4239505817754,48.92937305109579,229.3708134837627,30.41114557882167,38.73244184072173,4,37,0,0,0.25,114.56420056940277,28.641050142350693,28.641050142350693,0.0,14.320525071175346,7.160262535587673,
0,C,OD,Drishti_GS,remaining_dev,bce_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,11067.45245277305,10300.221285320866,8575.431583470963,15952.758337727488,7544.7019573743755,8261.187661575694,4,37,0,0,0.25,11067.45245277305,2766.8631131932625,2766.8631131932625,0.0,1383.4315565966313,691.7157782983156,
0,C,OD,Drishti_GS,remaining_dev,bce_fg_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,5376.3715408952075,4840.962087045209,3765.386766615634,8246.730443133154,3452.8441407215105,3638.326513486457,4,37,0,0,0.25,5376.3715408952075,1344.0928852238019,1344.0928852238019,0.0,672.0464426119009,336.02322130595047,
0,C,OD,Drishti_GS,remaining_dev,bce_bg_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,5691.0809118778425,5375.859057173773,4500.9026086713075,7674.602877032995,3750.5595067446848,4167.969338025523,4,37,0,0,0.25,5691.0809118778425,1422.7702279694606,1422.7702279694606,0.0,711.3851139847303,355.69255699236516,
0,C,OD,Drishti_GS,remaining_dev,weighted_bce_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,21129.23831004325,20901.494927894866,16282.27324935332,28624.627354860004,14482.457349919947,15585.507421061717,4,37,0,0,0.25,21129.238310043253,5282.309577510813,5282.309577510813,0.0,2641.1547887554066,1320.5773943777033,
0,C,OD,Drishti_GS,remaining_dev,shuffled_bce_sum,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,11056.577324395372,10255.004716802134,8581.62565550135,15979.691847730235,7531.263321664339,8233.541287778186,4,37,0,0,0.25,11056.577324395372,2764.144331098843,2764.144331098843,0.0,1382.0721655494215,691.0360827747107,
0,C,OD,Drishti_GS,remaining_dev,residual_weighted_dot,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,1424.3173893452329,1133.2974279944337,553.6405267197808,2545.828456156488,351.7968223079921,445.25443537440265,4,37,0,0,0.25,1424.3173893452329,356.0793473363082,356.0793473363082,0.0,178.0396736681541,89.01983683407705,
0,C,OD,Drishti_GS,remaining_dev,residual_shuffled_dot,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,701.5795379472748,573.6688447958538,322.82175743716147,1490.312763441843,178.9296742982576,248.29109846243634,4,37,0,0,0.25,701.579537947275,175.39488448681874,175.39488448681874,0.0,87.69744224340937,43.848721121704685,
0,C,OD,Drishti_GS,remaining_dev,actual_logit_gradient_l2,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,4.852155777758027e-05,4.531140599593202e-05,3.42794919386486e-05,7.366268958255165e-05,2.5579236140803096e-05,2.9761693968864377e-05,4,37,0,0,0.25,4.852155777758028e-05,1.213038944439507e-05,1.213038944439507e-05,0.0,6.065194722197535e-06,3.0325973610987675e-06,
0,C,OD,Drishti_GS,remaining_dev,bn_gradient_l2,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.12070406563229745,0.10154072404160891,0.06161242808296597,0.19092411285718774,0.04142041653366188,0.05183090740785036,4,37,0,0,0.25,0.12070406563229745,0.030176016408074362,0.030176016408074362,0.0,0.015088008204037181,0.007544004102018591,
0,C,OD,Drishti_GS,remaining_dev,adam_affine_displacement_l2,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.0023115817548970477,0.0022361951570259463,0.0019060836842059827,0.002763885688914274,0.001768124521284012,0.001846398095187163,4,37,0,0,0.25,0.0023115817548970477,0.0005778954387242619,0.0005778954387242619,0.0,0.00028894771936213096,0.00014447385968106548,
0,C,OD,Drishti_GS,remaining_dev,rho_clipped,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0,0.0,0.0,0.0,0,0,4,0,0,37,0.25,0.0,0.0,0.0,0.0,0.0,0.0,
0,C,OD,Drishti_GS,remaining_dev,empty_partition_fallback,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0,0.0,0.0,0.0,0,0,4,0,0,37,0.25,0.0,0.0,0.0,0.0,0.0,0.0,
0,C,OD,Drishti_GS,remaining_dev,pi,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.14906032665355787,0.14715957641601562,0.13024749755859374,0.171966552734375,0.12765884399414062,0.1293172836303711,4,37,0,0,0.25,0.14906032665355787,0.03726508166338947,0.03726508166338947,0.0,0.018632540831694733,0.009316270415847367,
0,C,OD,Drishti_GS,remaining_dev,bce_fg_fraction,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.4806790085948471,0.4849510604724279,0.43005021252582154,0.5318580773446177,0.37989586746195936,0.4116475277088797,4,37,0,0,0.25,0.4806790085948471,0.12016975214871177,0.12016975214871177,0.0,0.060084876074355885,0.030042438037177942,
0,C,OD,Drishti_GS,remaining_dev,f0,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.5218838724447442,0.5200110896559191,0.354454503828558,0.6810944937624258,0.2390048322174263,0.2756887558013873,4,37,0,0,0.25,0.5218838724447442,0.13047096811118605,0.13047096811118605,0.0,0.06523548405559303,0.03261774202779651,
0,C,OD,Drishti_GS,remaining_dev,fw,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.9677206589748938,0.9733803240243013,0.9439218463750189,0.9894197736730137,0.9089499468609935,0.9246629494700164,4,37,0,0,0.25,0.9677206589748938,0.24193016474372345,0.24193016474372345,0.0,0.12096508237186172,0.06048254118593086,
0,C,OD,Drishti_GS,remaining_dev,cos_bal_plain,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.8267221284884787,0.8289728768242303,0.758549665896469,0.8807042010530409,0.7072651941972046,0.7254098146831168,4,37,0,0,0.25,0.8267221284884788,0.2066805321221197,0.2066805321221197,0.0,0.10334026606105985,0.051670133030529926,
0,C,OD,Drishti_GS,remaining_dev,cos_perm_plain,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.7110648723164594,0.7085303457456825,0.673313540591045,0.7547545711213313,0.6674228468805329,0.6711075613810695,4,37,0,0,0.25,0.7110648723164595,0.17776621807911488,0.17776621807911488,0.0,0.08888310903955744,0.04444155451977872,
0,C,OD,Drishti_GS,remaining_dev,foreground_energy_shift,hypothetical_base_regional_at_own_state,{},POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.4458367865301495,0.4479718917738513,0.3087826704226008,0.5876039870719768,0.17144693098980612,0.21063821430087604,4,37,0,0,0.25,0.4458367865301495,0.11145919663253738,0.11145919663253738,0.0,0.05572959831626869,0.027864799158134345,
