stream,control,channel,domain,metric,inferential_status,n_rows,n_unique,n_defined,n_missing,support,mean,median,p10,p90,minimum,worst_decile_mean,tail_count,positive,negative,zero,weight_sum,weighted_conditional_mean,signed_net,positive_mass,negative_mass,macro_contribution,primary_contribution,null_reason
1,R_SCALE,OC,ORIGA,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.23210322941435813,-0.22613464603237432,-3.2520596737637497,2.7607653374711276,-6.392942177391944,-4.149970472454136,59,277,309,0,0.25,-0.23210322941435813,-0.05802580735358953,0.21763838306371988,-0.2756641904173094,-0.029012903676794766,-0.014506451838397383,
1,R_SCALE,OC,REFUGE,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,1.5041565038416609,2.0315971059272826,-1.0367217277184508,3.425788705203715,-3.942643373800095,-2.1631973152733144,34,263,73,0,0.25,1.5041565038416609,0.3760391259604152,0.4461595375977587,-0.07012041163734348,0.1880195629802076,0.0940097814901038,
1,R_SCALE,OC,REFUGE,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0014291197422839695,-0.00036617731547750054,-0.025582558030684766,0.020417477186278177,-0.060836306535861695,-0.03819956743797929,34,162,172,2,0.25,-0.0014291197422839695,-0.0003572799355709924,0.0016215539948849762,-0.001978833930455969,-0.0001786399677854962,-8.93199838927481e-05,
1,R_SCALE,OC,REFUGE,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,1.502727384099377,2.022956709697759,-1.0384962679021115,3.41842182679526,-3.9245794691604914,-2.158414145900558,34,262,74,0,0.25,1.502727384099377,0.3756818460248442,0.44563285701516886,-0.06995101099032462,0.1878409230124221,0.09392046150621106,
1,R_SCALE,OC,REFUGE_Valid,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,2.4476178645152125,2.0618375254804207,-0.18618656252226629,5.703502383463224,-6.062174082533097,-0.8810509530011839,74,629,106,1,0.25,2.4476178645152125,0.6119044661288031,0.6350175903431189,-0.023113124214315793,0.30595223306440156,0.15297611653220078,
1,R_SCALE,OC,REFUGE_Valid,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.008011391782337044,0.008376466972272567,-0.031070597780875175,0.0424206241916778,-0.2009454218734561,-0.054291073661438434,74,457,272,7,0.25,0.008011391782337044,0.002002847945584261,0.004207809417250783,-0.0022049614716665228,0.0010014239727921305,0.0005007119863960652,
1,R_SCALE,OC,REFUGE_Valid,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,2.4556292562975495,2.077108561469146,-0.18301517991649874,5.719719784695222,-6.072021175834031,-0.8828985454050096,74,629,104,3,0.25,2.4556292562975495,0.6139073140743874,0.6370436726901456,-0.02313635861575824,0.3069536570371937,0.15347682851859684,
1,R_SCALE,macro,Drishti_GS,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.16255568718515304,0.15602238216246533,0.03890695873785077,0.33126852604966783,-0.021517192630398085,0.01582045768672735,4,36,1,0,0.25,0.16255568718515306,0.040638921796288266,0.04078430823298014,-0.00014538643669187895,0.040638921796288266,0.020319460898144133,
1,R_SCALE,macro,Drishti_GS,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.0020996527555440627,0.0069113157961808724,-0.030099086955073063,0.027619058563136886,-0.04200007825329166,-0.036972989199087536,4,22,15,0,0.25,0.0020996527555440627,0.0005249131888860157,0.002461481364980745,-0.0019365681760947293,0.0005249131888860157,0.00026245659444300783,
1,R_SCALE,macro,Drishti_GS,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.16465533994069712,0.14353255218892969,0.03366103318749225,0.3352246769651202,-0.012330892117468295,0.009486108510929014,4,36,1,0,0.25,0.16465533994069712,0.04116383498517428,0.041247151823805825,-8.331683863154253e-05,0.04116383498517428,0.02058191749258714,
1,R_SCALE,macro,ORIGA,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.039169155529140326,0.029520783293985886,-2.082995434723058,2.2227266282929072,-4.875330092703145,-2.8532795354576823,59,298,288,0,0.25,0.039169155529140326,0.009792288882285081,0.17782307949539225,-0.16803079061310716,0.009792288882285081,0.004896144441142541,
1,R_SCALE,macro,ORIGA,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.004066984674113067,0.0023085809206655483,-0.02015668972148532,0.02631094103855247,-0.41678809505264525,-0.04621887794746394,59,341,245,0,0.25,0.004066984674113067,0.0010167461685282667,0.0027481966844827613,-0.0017314505159544947,0.0010167461685282667,0.0005083730842641333,
1,R_SCALE,macro,ORIGA,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.04323614020325339,0.04910719966374444,-2.083465993201793,2.2190039545691054,-4.844035912127374,-2.8389972139253166,59,297,289,0,0.25,0.0432361402032534,0.01080903505081335,0.17802208325875765,-0.1672130482079443,0.01080903505081335,0.005404517525406675,
1,R_SCALE,macro,REFUGE,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,1.1692387427044386,1.320970729245495,-0.9585111635029442,3.029105132247139,-2.4655474039093264,-1.4688745419350815,34,262,74,0,0.25,1.1692387427044386,0.29230968567610965,0.34268411672703014,-0.05037443105092052,0.29230968567610965,0.14615484283805483,
1,R_SCALE,macro,REFUGE,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0010593626979890768,-0.0006678880781336716,-0.015173772271346309,0.011412024550491395,-0.03420130573060476,-0.02142229543613894,34,162,174,0,0.25,-0.0010593626979890768,-0.0002648406744972692,0.0009164576443017549,-0.0011812983187990242,-0.0002648406744972692,-0.0001324203372486346,
1,R_SCALE,macro,REFUGE,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,1.1681793800064495,1.319384920971359,-0.9524733656017403,3.0292148658960905,-2.4718403908179667,-1.4674724414699734,34,262,74,0,0.25,1.1681793800064495,0.2920448450016124,0.3423434118591214,-0.05029856685750904,0.2920448450016124,0.1460224225008062,
1,R_SCALE,macro,REFUGE_Valid,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,2.81902862115888,2.470712744559,-0.15139898044085598,6.417754149879704,-5.6613791149141655,-0.47369242054626076,74,628,108,0,0.25,2.81902862115888,0.70475715528972,0.7176123337577559,-0.012855178468035846,0.70475715528972,0.35237857764486,
1,R_SCALE,macro,REFUGE_Valid,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.009174290645587684,0.009635597597972279,-0.016989159093895978,0.0343186602967922,-0.14174413521864082,-0.04287765961191725,74,518,218,0,0.25,0.009174290645587684,0.002293572661396921,0.003704747213941053,-0.0014111745525441318,0.002293572661396921,0.0011467863306984605,
1,R_SCALE,macro,REFUGE_Valid,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,2.828202911804468,2.487677560369324,-0.15726978546977932,6.436057462166374,-5.667325215345574,-0.47707869128933916,74,632,104,0,0.25,2.828202911804468,0.707050727951117,0.7199341664346338,-0.012883438483516776,0.707050727951117,0.3535253639755585,
1,R_SHUFFLE,OD,Drishti_GS,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.2122268465751562,0.21226606736200893,0.08239316879701448,0.359686908710475,-0.008520316787581805,0.03969712129442371,4,36,1,0,0.25,0.2122268465751562,0.05305671164378905,0.05311428135181325,-5.756970802420139e-05,0.026528355821894525,0.013264177910947262,
1,R_SHUFFLE,OD,Drishti_GS,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.004394690700697259,0.0034338546204679687,-0.011354601459780156,0.019843735694081488,-0.025702427036335962,-0.02081144535892676,4,27,10,0,0.25,0.004394690700697259,0.0010986726751743147,0.0019626550555451477,-0.0008639823803708329,0.0005493363375871573,0.00027466816879357866,
1,R_SHUFFLE,OD,Drishti_GS,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.21662153727585345,0.20455866688934066,0.0800067639546711,0.3624754470105585,-0.009510272367791117,0.041127441427953215,4,36,1,0,0.25,0.21662153727585345,0.054155384318963364,0.05421964291604303,-6.425859707966972e-05,0.027077692159481682,0.013538846079740841,
1,R_SHUFFLE,OD,ORIGA,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.33803586480586667,0.3417753951674811,-1.6974090420900936,2.3563433916734127,-4.5544577407614355,-2.4490776103986986,59,350,236,0,0.25,0.3380358648058667,0.08450896620146668,0.20180050859726292,-0.11729154239579626,0.04225448310073334,0.02112724155036667,
1,R_SHUFFLE,OD,ORIGA,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.004763471904678575,0.0023568416066979125,-0.013659531206158704,0.022915515686243282,-0.08829604964350324,-0.026844453157239937,59,341,245,0,0.25,0.004763471904678575,0.0011908679761696438,0.0022409835076651428,-0.0010501155314954988,0.0005954339880848219,0.00029771699404241095,
1,R_SHUFFLE,OD,ORIGA,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.34279933671054524,0.3405543781368934,-1.6870471871310144,2.3622833725276635,-4.58047306351034,-2.437275434272285,59,349,237,0,0.25,0.3427993367105453,0.08569983417763632,0.20204496722630258,-0.11634513304866625,0.04284991708881816,0.02142495854440908,
1,R_SHUFFLE,OD,REFUGE,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,1.013737808980754,0.8940299467559996,-1.3213877104082812,3.278097814784239,-3.2114867918563874,-1.9668712620402624,34,225,111,0,0.25,1.013737808980754,0.2534344522451885,0.3377329922553391,-0.0842985400101506,0.12671722612259426,0.06335861306129713,
1,R_SHUFFLE,OD,REFUGE,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0011633431905233266,-0.0012358172143009938,-0.01349625332355231,0.010280995580743024,-0.03618660888805891,-0.01965269327619393,34,156,180,0,0.25,-0.0011633431905233263,-0.0002908357976308316,0.0008133385717717827,-0.0011041743694026143,-0.0001454178988154158,-7.27089494077079e-05,
1,R_SHUFFLE,OD,REFUGE,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,1.0125744657902307,0.8909804139329296,-1.3100246302239782,3.289639146783621,-3.188124035777804,-1.966464842823719,34,225,111,0,0.25,1.0125744657902307,0.2531436164475577,0.33741466713763685,-0.08427105069007917,0.12657180822377884,0.06328590411188942,
1,R_SHUFFLE,OD,REFUGE_Valid,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,3.4300329932826292,2.9268606888346653,-0.13253475126077774,7.742241491014603,-5.421417754876302,-0.5258714116576595,74,639,97,0,0.25,3.4300329932826292,0.8575082483206573,0.8712751263303525,-0.013766878009695187,0.42875412416032865,0.21437706208016433,
1,R_SHUFFLE,OD,REFUGE_Valid,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.01051906295279611,0.012324839108963204,-0.018191450620570038,0.04122864242888369,-0.31361558355256136,-0.06732235695242691,74,527,209,0,0.25,0.010519062952796109,0.002629765738199027,0.004665381864739755,-0.002035616126540728,0.0013148828690995136,0.0006574414345497568,
1,R_SHUFFLE,OD,REFUGE_Valid,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,3.4405520562354255,2.9410673975419144,-0.12113035623915636,7.764174896510653,-5.426651582539577,-0.5221681234774105,74,640,96,0,0.25,3.4405520562354255,0.8601380140588564,0.8738246989340854,-0.013686684875229154,0.4300690070294282,0.2150345035147141,
1,R_SHUFFLE,OC,Drishti_GS,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.1009289635676971,0.06396874594507551,-0.04762063864503006,0.30953913027973096,-0.38633321882302596,-0.18183729341885702,4,29,6,2,0.25,0.10092896356769711,0.025232240891924277,0.03068623415630033,-0.005453993264376054,0.012616120445962139,0.006308060222981069,
1,R_SHUFFLE,OC,Drishti_GS,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-0.0015919759420645382,0.0036540673594487316,-0.05710755145194071,0.039265189273881146,-0.07788868422593964,-0.07049372809079202,4,20,17,0,0.25,-0.0015919759420645384,-0.0003979939855161346,0.0031139966783107114,-0.003511990663826846,-0.0001989969927580673,-9.949849637903365e-05,
1,R_SHUFFLE,OC,Drishti_GS,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.09933698762563256,0.07243982423804596,-0.06715325480814868,0.3098360016521212,-0.3775693379856051,-0.19282088911295503,4,28,8,1,0.25,0.09933698762563258,0.024834246906408144,0.030784012079178007,-0.005949765172769866,0.012417123453204072,0.006208561726602036,
1,R_SHUFFLE,OC,ORIGA,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.14338507863961386,-0.13920404907643302,-3.2817093017431453,2.9427642735553654,-6.4564214709813825,-4.2243490115094025,59,279,307,0,0.25,-0.14338507863961386,-0.035846269659903465,0.2376246236354564,-0.27347089329535984,-0.017923134829951733,-0.008961567414975866,
