stream,control,channel,domain,block_type,block,phase,first_visit,all_arrivals,prior_domain_exposures,domain_occurrence,gap_since_domain_visit,is_switch_segment,metric,inferential_status,n_rows,n_unique,n_defined,n_missing,support,mean,median,p10,p90,minimum,worst_decile_mean,tail_count,positive,negative,zero,weight_sum,weighted_conditional_mean,signed_net,positive_mass,negative_mass,macro_contribution,primary_contribution,null_reason
0,R_SCALE,macro,REFUGE,segment,1,all,1,400,0,1,,False,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.21376036347516952,-0.029224375068670483,-1.0489448083985096,0.26934135586562036,-2.6225234120121,-1.5991470127588248,34,157,178,1,0.25,-0.21376036347516952,-0.05344009086879238,0.02524212723366481,-0.0786822181024572,-0.05344009086879238,-0.02672004543439619,
0,R_SCALE,macro,REFUGE,segment,1,all,1,400,0,1,,False,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0012858271900696387,-0.001510975418348437,-0.02515979718256034,0.024266406732543544,-0.13790231323022084,-0.03977955833316414,34,157,179,0,0.25,-0.0012858271900696384,-0.0003214567975174096,0.001876605691470679,-0.0021980624889880885,-0.0003214567975174096,-0.0001607283987587048,
0,R_SCALE,macro,REFUGE,segment,1,all,1,400,0,1,,False,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.21504619066523917,-0.03531343393582986,-1.0598584463229592,0.28866315385632646,-2.629260564639438,-1.604440360839428,34,157,179,0,0.25,-0.21504619066523917,-0.05376154766630979,0.025292218267684026,-0.07905376593399381,-0.05376154766630979,-0.026880773833154896,
0,R_SHUFFLE,macro,REFUGE,segment,1,all,1,400,0,1,,False,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.23074044275870062,-0.034474368223452956,-1.1307384808245224,0.28294642752116417,-2.710958563915085,-1.692500827889116,34,158,177,1,0.25,-0.23074044275870062,-0.057685110689675155,0.025978875259464,-0.08366398594913915,-0.057685110689675155,-0.028842555344837578,
0,R_SHUFFLE,macro,REFUGE,segment,1,all,1,400,0,1,,False,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.002076240427806054,-0.0018517088842386897,-0.026391074843697737,0.02028198109268331,-0.10145047874260626,-0.0385983550212271,34,158,178,0,0.25,-0.002076240427806054,-0.0005190601069515135,0.0016684656587119685,-0.002187525765663482,-0.0005190601069515135,-0.00025953005347575676,
0,R_SHUFFLE,macro,REFUGE,segment,1,all,1,400,0,1,,False,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.2328166831865067,-0.04114940327138328,-1.1598225161914755,0.2809567648173612,-2.740169139062104,-1.7021653674400308,34,158,178,0,0.25,-0.23281668318650667,-0.05820417079662667,0.02594219112938931,-0.08414636192601598,-0.05820417079662667,-0.029102085398313333,
0,C,OD,ORIGA,segment,2,all,401,650,0,1,,True,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.970600364639521,1.027614644397751,-0.47621639702882135,2.599766008126302,-3.795569839111508,-1.5131477129204591,59,478,108,0,0.25,0.970600364639521,0.24265009115988026,0.2854805290659738,-0.04283043790609355,0.12132504557994013,0.060662522789970065,
0,C,OD,ORIGA,segment,2,all,401,650,0,1,,True,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.0010418520321958014,0.00019524962117856148,-0.01707059775473141,0.022668540201642884,-1.0916546104962634,-0.05715073586403547,59,301,285,0,0.25,0.0010418520321958014,0.00026046300804895034,0.0023262089859590216,-0.0020657459779100714,0.00013023150402447517,6.511575201223759e-05,
0,C,OD,ORIGA,segment,2,all,401,650,0,1,,True,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.9716422166717168,1.025455184405267,-0.4782754313304096,2.5973681737805023,-3.7841624674369,-1.5167032149813136,59,479,107,0,0.25,0.9716422166717168,0.2429105541679292,0.28565845692657027,-0.04274790275864104,0.1214552770839646,0.0607276385419823,
0,R_SCALE,OD,ORIGA,segment,2,all,401,650,0,1,,True,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.018670725715980007,0.018765344179811905,-0.6541161341506125,0.6287103280436597,-2.281575098912768,-1.0661144033997352,59,303,283,0,0.25,0.01867072571598001,0.004667681428995003,0.05447855211312831,-0.049810870684133306,0.0023338407144975013,0.0011669203572487507,
