contrast,control,domain,channel,metric,inferential_status,n_rows,n_unique,n_defined,n_missing,support,mean,median,p10,p90,minimum,worst_decile_mean,tail_count,positive,negative,zero,weight_sum,weighted_conditional_mean,signed_net,positive_mass,negative_mass,macro_contribution,primary_contribution,null_reason
4-0,C,ORIGA,OC,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.0017276320725025198,-0.003279545970087838,-0.056877207760408055,0.05646368195034768,-0.5387106123784235,-0.13029641385109436,59,263,323,0,0.25,0.0017276320725025196,0.0004319080181256299,0.006239791725838513,-0.005807883707712883,0.00021595400906281495,,
4-0,C,ORIGA,OC,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.0423850622545533,0.13685094628112182,-2.138947375494581,2.0590084192954947,-10.178518324196775,-3.0088694436641155,59,315,271,0,0.25,0.04238506225455331,0.010596265563638328,0.15875158247093954,-0.14815531690730122,0.005298132781819164,,
4-0,C,REFUGE,OC,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-1.1746977763839253,-0.8285110200175083,-4.445295756531081,1.295243014475652,-6.7739532805677385,-5.425882220108097,34,65,213,58,0.25,-1.174697776383925,-0.29367444409598126,0.07562754307008701,-0.36930198716606827,-0.14683722204799063,,
4-0,C,REFUGE,OC,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0037881146985767507,0.0,-0.05132172318942452,0.04271185352672546,-0.1855335592017866,-0.08171788865756761,34,129,149,58,0.25,-0.0037881146985767502,-0.0009470286746441876,0.002960469213274726,-0.003907497887918913,-0.0004735143373220938,,
4-0,C,REFUGE,OC,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-1.1784858910825018,-0.8241132302231478,-4.438827286410259,1.267319155979088,-6.7646659220443155,-5.423674858902704,34,66,212,58,0.25,-1.1784858910825018,-0.29462147277062545,0.07549776065807198,-0.37011923342869746,-0.14731073638531272,,
4-0,C,REFUGE_Valid,OC,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.35683529189074414,0.30708420104382483,-1.33279131899776,2.301052988617556,-2.4042690403359614,-1.6002507887150834,74,409,327,0,0.25,0.35683529189074414,0.08920882297268604,0.1956155713664848,-0.10640674839379878,0.04460441148634302,,
4-0,C,REFUGE_Valid,OC,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.0006181830618355528,0.0007379709718051686,-0.03023362553543052,0.029171371096452958,-0.0993145881302766,-0.045895833827669194,74,380,356,0,0.25,0.0006181830618355529,0.00015454576545888821,0.002471587403556648,-0.0023170416380977597,7.727288272944411e-05,,
4-0,C,REFUGE_Valid,OC,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.3574534749525797,0.31015664600336024,-1.3174096784675768,2.30741342573193,-2.4059797101043756,-1.6016363644007536,74,409,327,0,0.25,0.3574534749525797,0.08936336873814492,0.19594290753481242,-0.10657953879666751,0.04468168436907246,,
4-0,C,ALL,macro,delta_pre,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-0.03897899223255105,0.0,-1.7267987348592768,1.8595237963986118,-6.922126663564974,-2.641642258321921,170,807,830,58,1.0,-0.556058588550691,-0.556058588550691,0.5189543055635463,-1.0750128941142372,-0.556058588550691,,
4-0,C,ALL,macro,delta_step,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-0.0008179472571784648,-0.0007998870880427944,-0.029029613672058474,0.024879386296407832,-0.8009465748723876,-0.06366660078377406,170,756,881,58,1.0,-0.0011425791744450063,-0.0011425791744450063,0.009081934829898736,-0.010224514004343743,-0.0011425791744450063,,
4-0,C,ALL,macro,delta_post,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-0.03979693948972952,0.0,-1.7197233498011968,1.8432520687320408,-6.216214870496302,-2.6337100527108914,170,803,834,58,1.0,-0.557201167725136,-0.557201167725136,0.5183099380431755,-1.0755111057683113,-0.557201167725136,,
4-0,C,Drishti_GS,macro,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-2.106768467459907,-3.0634387084345427,-4.001696671191352,2.2744396388575225,-4.289626376963852,-4.202680210335777,4,6,31,0,0.25,-2.1067684674599074,-0.5266921168649769,0.12749952227898628,-0.654191639143963,-0.5266921168649769,,
4-0,C,Drishti_GS,macro,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-0.0020974280777382934,-0.0012147248664646781,-0.02516650787737973,0.02005652932049102,-0.05203665485428921,-0.03773169634437901,4,18,19,0,0.25,-0.0020974280777382934,-0.0005243570194345733,0.0014468510384255554,-0.001971208057860129,-0.0005243570194345733,,
4-0,C,Drishti_GS,macro,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-2.1088658955376456,-3.0925034140635894,-4.020162363659766,2.2683313060555363,-4.292769644558678,-4.204151824684652,4,6,31,0,0.25,-2.1088658955376456,-0.5272164738844114,0.12752699181105615,-0.6547434656954676,-0.5272164738844114,,
4-0,C,ORIGA,macro,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.021706629033316802,0.14200081785368646,-1.5684248286794897,1.2135129261745803,-6.922126663564974,-2.2767572193807806,59,316,270,0,0.25,-0.0217066290333168,-0.0054266572583292,0.10586400295012625,-0.11129066020845546,-0.0054266572583292,,
4-0,C,ORIGA,macro,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.0007365801954670592,-0.003826617850990033,-0.033958017198715496,0.030467663961356806,-0.8009465748723876,-0.094003017617835,59,242,344,0,0.25,-0.000736580195467059,-0.00018414504886676475,0.0038124343699680384,-0.003996579418834803,-0.00018414504886676475,,
4-0,C,ORIGA,macro,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.022443209228783862,0.14386256775726025,-1.588441660577054,1.204768224156087,-5.185843395202203,-2.258546601501653,59,315,271,0,0.25,-0.022443209228783862,-0.0056108023071959655,0.105305824448957,-0.11091662675615296,-0.0056108023071959655,,
4-0,C,REFUGE,macro,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.23769984937396862,0.0,-2.1922674515276768,1.5093056841613972,-6.214541646310927,-3.375573832172894,34,119,159,58,0.25,-0.23769984937396862,-0.059424962343492156,0.10615795378508266,-0.16558291612857481,-0.059424962343492156,,
4-0,C,REFUGE,macro,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0010018580824736876,0.0,-0.027318495624324868,0.02645183671047846,-0.13946492044930636,-0.04706528588425495,34,134,144,58,0.25,-0.0010018580824736876,-0.0002504645206184219,0.0018732512685162108,-0.0021237157891346326,-0.0002504645206184219,,
4-0,C,REFUGE,macro,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.2387017074564423,0.0,-2.185344991995258,1.5155231292360405,-6.216214870496302,-3.376094470887157,34,117,161,58,0.25,-0.2387017074564423,-0.05967542686411058,0.10600485510063702,-0.1656802819647476,-0.05967542686411058,,
4-0,C,REFUGE_Valid,macro,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.14194059166442885,-0.01385828104138298,-1.5603835786803266,2.3908755412293416,-4.31329448135665,-1.9501656584899372,74,366,370,0,0.25,0.14194059166442885,0.03548514791610721,0.17943282654935105,-0.14394767863324384,0.03548514791610721,,
4-0,C,REFUGE_Valid,macro,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-0.0007344503421009852,-0.000316294070056955,-0.024883086480903316,0.021735038291675224,-0.16756457995132124,-0.04668635759296222,74,362,374,0,0.25,-0.0007344503421009852,-0.0001836125855252463,0.001949398152988932,-0.0021330107385141785,-0.0001836125855252463,,
4-0,C,REFUGE_Valid,macro,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,0.14120614132232787,-0.010658176334761293,-1.557577018059284,2.3742262946211437,-4.280910364951456,-1.9484028688616983,74,365,371,0,0.25,0.14120614132232787,0.035301535330581967,0.17947226668252528,-0.1441707313519433,0.035301535330581967,,
4-1,C,ALL,OD,delta_pre,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-2.5832557463519046,-0.9561855989243639,-10.89483667310356,2.696090715456735,-15.81048227050956,-12.667268595206451,170,692,1003,0,1.0,-1.0527111774786893,-1.0527111774786893,0.9529298390928245,-2.0056410165715137,-0.5263555887393446,,
4-1,C,ALL,OD,delta_step,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-0.005832291053543925,-0.004347173708325158,-0.04096299365349978,0.02511766261578146,-1.0854139046541889,-0.08995591574143305,170,703,992,0,1.0,-0.004149910057103461,-0.004149910057103461,0.008755650386573466,-0.012905560443676928,-0.0020749550285517307,,
4-1,C,ALL,OD,delta_post,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-2.589088037405449,-0.9632038605418387,-10.87450508118857,2.678463185406402,-15.783289111200624,-12.678115948349223,170,692,1003,0,1.0,-1.0568610875357929,-1.0568610875357929,0.9514222537915304,-2.0082833413273233,-0.5284305437678964,,
4-1,C,Drishti_GS,OD,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,1.1754274937629021,1.1874038766054582,0.7871596629750656,1.6550637863602387,0.23904110636713938,0.5702156218995746,4,37,0,0,0.25,1.1754274937629021,0.29385687344072553,0.29385687344072553,0.0,0.14692843672036277,,
4-1,C,Drishti_GS,OD,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-0.003099311728000679,-0.0039801703094042296,-0.01974621180079623,0.01894009425369063,-0.049513967526593206,-0.030046536062268814,4,13,24,0,0.25,-0.003099311728000679,-0.0007748279320001697,0.0012762574863942491,-0.0020510854183944187,-0.00038741396600008485,,
4-1,C,Drishti_GS,OD,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,1.1723281820349014,1.1810961058937437,0.7819656191996757,1.664624149535632,0.2340363405275241,0.5530770398988025,4,37,0,0,0.25,1.1723281820349014,0.29308204550872535,0.29308204550872535,0.0,0.14654102275436268,,
4-1,C,ORIGA,OD,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.8418633280225181,1.1636056334348481,-2.075666198405301,3.567131772288924,-7.099940208460623,-3.859583175554658,59,396,190,0,0.25,0.8418633280225181,0.21046583200562952,0.3568349229330949,-0.14636909092746533,0.10523291600281476,,
4-1,C,ORIGA,OD,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.005559799536705047,-0.0027881453160603087,-0.036623040422746556,0.02564290441216599,-1.0854139046541889,-0.09326050699735611,59,245,341,0,0.25,-0.005559799536705047,-0.0013899498841762619,0.00245131389352957,-0.0038412637777058317,-0.0006949749420881309,,
4-1,C,ORIGA,OD,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.836303528485813,1.1475248667519722,-2.0821307869929555,3.5710664676701285,-7.108516985485821,-3.863027354476961,59,396,190,0,0.25,0.836303528485813,0.20907588212145325,0.35559760767912013,-0.14652172555766685,0.10453794106072663,,
4-1,C,REFUGE,OD,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,0.8288336655639268,0.9529475536426162,-1.440220063428491,2.8861655848837273,-5.829449608590593,-2.53008625599172,34,245,91,0,0.25,0.8288336655639267,0.20720841639098167,0.2981946351953475,-0.09098621880436583,0.10360420819549084,,
4-1,C,REFUGE,OD,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,0.0016719673900564835,0.002485140404814956,-0.014259333019438714,0.020860669222720674,-0.41948583571588927,-0.0391880177717582,34,194,142,0,0.25,0.0016719673900564835,0.0004179918475141209,0.0019354134896154666,-0.0015174216421013458,0.00020899592375706044,,
4-1,C,REFUGE,OD,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,0.8305056329539833,0.9453382261991194,-1.4327761479252956,2.892649958783906,-5.834426969467074,-2.5364343425742826,34,245,91,0,0.25,0.8305056329539832,0.2076264082384958,0.298727328573976,-0.09110092033548019,0.1038132041192479,,
4-1,C,REFUGE_Valid,OD,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-7.056969197264104,-7.01462969173717,-12.712302655412397,-1.1926840972245216,-15.81048227050956,-13.882512638752617,74,14,722,0,0.25,-7.056969197264104,-1.764242299316026,0.004043407523656583,-1.7682857068396827,-0.882121149658013,,
4-1,C,REFUGE_Valid,OD,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-0.009612496353764604,-0.01110577052460826,-0.053516911970675096,0.027540856365433797,-0.35397959616364005,-0.10228221967829398,74,251,485,0,0.25,-0.009612496353764604,-0.002403124088441151,0.0030926655170341803,-0.005495789605475331,-0.0012015620442205755,,
4-1,C,REFUGE_Valid,OD,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-7.066581693617869,-7.035699704950321,-12.72972642155673,-1.1936654853400057,-15.783289111200624,-13.885014960224904,74,14,722,0,0.25,-7.066581693617869,-1.7666454234044673,0.004015272029708972,-1.7706606954341761,-0.8833227117022336,,
4-1,C,ALL,OC,delta_pre,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-2.0178502880510503,-0.9982493876375997,-8.813289121173675,3.0812733611597993,-13.385644368847167,-10.413833419992404,170,597,1098,0,1.0,-1.0907288565627817,-1.0907288565627817,0.6764929446778009,-1.7672218012405827,-0.5453644282813909,,
4-1,C,ALL,OC,delta_step,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-0.004545857102162378,-0.0037880454463419255,-0.05233636832692525,0.04266597542146827,-0.608460231789568,-0.0969002902665546,170,761,933,1,1.0,-0.0050687167693410405,-0.0050687167693410405,0.013240570011515709,-0.01830928678085675,-0.0025343583846705203,,
4-1,C,ALL,OC,delta_post,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-2.0223961451532126,-0.99924529165731,-8.83748179808255,3.071339400012448,-13.393823440134966,-10.42339928778898,170,598,1097,0,1.0,-1.0957975733321228,-1.0957975733321228,0.6734277972098676,-1.7692253705419902,-0.5478987866660614,,
4-1,C,Drishti_GS,OC,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.14844836476715412,0.30807610133428653,-1.0359249977771854,0.9946919562770444,-2.2465083071928547,-1.7104048585926517,4,26,11,0,0.25,0.14844836476715415,0.037112091191788536,0.0971573781262527,-0.060045286934464176,0.018556045595894268,,
4-1,C,Drishti_GS,OC,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-0.009442017166399232,-0.007402525732828735,-0.04460539252396245,0.0365987678321332,-0.07115613779910035,-0.06309609687929374,4,13,24,0,0.25,-0.009442017166399232,-0.002360504291599808,0.0022194067279791532,-0.004579911019578962,-0.001180252145799904,,
4-1,C,Drishti_GS,OC,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.1390063476007549,0.27944507834875054,-1.0575045574310742,1.0009616730471178,-2.2527932517570193,-1.700960520110617,4,26,11,0,0.25,0.13900634760075492,0.03475158690018873,0.0946028095501645,-0.05985122264997577,0.017375793450094365,,
4-1,C,ORIGA,OC,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.8933519431443527,1.075970484239896,-3.405339365690203,4.859973798359825,-7.976410139115529,-5.103914071264988,59,373,213,0,0.25,0.8933519431443527,0.22333798578608818,0.44762429381601054,-0.22428630802992233,0.11166899289304409,,
4-1,C,ORIGA,OC,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.0016124402510643348,-0.00017046677510990094,-0.06294302601229873,0.05696385110677937,-0.608460231789568,-0.13721992077450731,59,292,294,0,0.25,-0.001612440251064335,-0.00040311006276608376,0.005462434711288464,-0.005865544774054548,-0.00020155503138304188,,
4-1,C,ORIGA,OC,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.8917395028932884,1.0966559778022855,-3.401007457943919,4.811306628970627,-8.027027427894922,-5.112143658076248,59,375,211,0,0.25,0.8917395028932884,0.2229348757233221,0.4468614381800816,-0.22392656245675951,0.11146743786166105,,
4-1,C,REFUGE,OC,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.07154428479548296,-0.04403437971583912,-1.824849005399173,1.4051474015625018,-4.025693940822443,-2.4066789178491166,34,165,171,0,0.25,-0.07154428479548296,-0.01788607119887074,0.1076014737763772,-0.12548754497524794,-0.00894303559943537,,
4-1,C,REFUGE,OC,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.0009380958595052011,0.0017689036571795214,-0.04313213061189458,0.03537530236704356,-0.1276464618429145,-0.06058104696695628,34,175,161,0,0.25,-0.0009380958595052011,-0.00023452396487630027,0.0029769885277011188,-0.003211512492577419,-0.00011726198243815013,,
4-1,C,REFUGE,OC,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,-0.07248238065498816,-0.046090257256544476,-1.816374585255538,1.3807490264937599,-4.075212552082071,-2.4027916653682997,34,164,172,0,0.25,-0.07248238065498816,-0.01812059516374704,0.10780290475868423,-0.12592349992243126,-0.00906029758187352,,
4-1,C,REFUGE_Valid,OC,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-5.333171449367151,-5.22402879442274,-10.50225280730011,-0.39629479249234123,-13.385644368847167,-11.401658675307496,74,33,703,0,0.25,-5.333171449367151,-1.3332928623417877,0.024109798959160468,-1.3574026613009482,-0.6666464311708938,,
4-1,C,REFUGE_Valid,OC,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-0.008282313800395395,-0.00817553688702688,-0.04847122876798693,0.036862209748647956,-0.3483539980730086,-0.08028711895805482,74,281,454,1,0.25,-0.008282313800395395,-0.002070578450098849,0.0025817400445469724,-0.004652318494645822,-0.0010352892250494244,,
4-1,C,REFUGE_Valid,OC,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-5.3414537631675465,-5.244062158424466,-10.528763166125902,-0.40741604186861835,-13.393823440134966,-11.414290665783001,74,33,703,0,0.25,-5.3414537631675465,-1.3353634407918866,0.024160644720937256,-1.3595240855128239,-0.6676817203959433,,
4-1,C,ALL,macro,delta_pre,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-2.3005530172014774,-0.856457125845278,-9.768648926553546,2.466105658851655,-13.711269877917172,-11.237959698854874,170,674,1021,0,1.0,-1.0717200170207355,-1.0717200170207355,0.7195265788319014,-1.791246595852637,-1.0717200170207355,,
4-1,C,ALL,macro,delta_step,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-0.005189074077853151,-0.004926178211015042,-0.03685082570979148,0.02579949562286574,-0.5816306422800146,-0.07350629765133139,170,700,995,0,1.0,-0.004609313413222251,-0.004609313413222251,0.008272059002715222,-0.012881372415937472,-0.004609313413222251,,
4-1,C,ALL,macro,delta_post,POST_HOC_EXPLORATORY,1695,1695,1695,0,DESCRIPTIVE,-2.3057420912793307,-0.8488873528775471,-9.788967760938112,2.4616181438980957,-13.688445223293616,-11.246582294875939,170,668,1027,0,1.0,-1.0763293304339578,-1.0763293304339578,0.7171531105051034,-1.7934824409390613,-1.0763293304339578,,
4-1,C,Drishti_GS,macro,delta_pre,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.6619379292650281,0.6309332280692388,0.049462223629952035,1.1194916731645619,-0.4581504438849535,-0.20694430359638272,4,33,4,0,0.25,0.6619379292650281,0.16548448231625704,0.17107757160264575,-0.0055930892863887225,0.16548448231625704,,
4-1,C,Drishti_GS,macro,delta_step,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,-0.0062706644471999555,-0.00650710669420107,-0.03263981208658891,0.019812429168833034,-0.03967730676047054,-0.03770019735970109,4,12,25,0,0.25,-0.0062706644471999555,-0.0015676661117999889,0.0011822868994849423,-0.002749953011284931,-0.0015676661117999889,,
4-1,C,Drishti_GS,macro,delta_post,POST_HOC_EXPLORATORY,37,37,37,0,DESCRIPTIVE,0.6556672648178281,0.6061911411993464,0.07105780751785604,1.136257834680397,-0.46163898213493937,-0.20276240356526154,4,33,4,0,0.25,0.6556672648178282,0.16391681620445706,0.16939688116568033,-0.005480064961223285,0.16391681620445706,,
4-1,C,ORIGA,macro,delta_pre,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.8676076355834355,1.1283734859199832,-2.224802530776376,3.5958714740425783,-6.007098783458911,-3.7521505766561623,59,399,187,0,0.25,0.8676076355834355,0.21690190889585886,0.36581085420130993,-0.14890894530545107,0.21690190889585886,,
4-1,C,ORIGA,macro,delta_step,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,-0.003586119893884691,-0.002206348347854714,-0.03959485879396496,0.029680739902193665,-0.5816306422800146,-0.09830810164944573,59,269,317,0,0.25,-0.003586119893884691,-0.0008965299734711728,0.0032030759929365655,-0.004099605966407739,-0.0008965299734711728,,
4-1,C,ORIGA,macro,delta_post,POST_HOC_EXPLORATORY,586,586,586,0,DESCRIPTIVE,0.8640215156895508,1.1204084784149675,-2.219708225273557,3.590593199771128,-6.029107425502676,-3.7552353163268957,59,397,189,0,0.25,0.8640215156895508,0.2160053789223877,0.3650302206238388,-0.1490248417014511,0.2160053789223877,,
4-1,C,REFUGE,macro,delta_pre,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,0.3786446903842219,0.5006384707773783,-1.286908297094719,1.779028904346518,-4.927571774706518,-2.0540386848578143,34,226,110,0,0.25,0.3786446903842219,0.09466117259605547,0.1762715303229659,-0.08161035772691046,0.09466117259605547,,
4-1,C,REFUGE,macro,delta_step,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,0.00036693576527564123,0.0014514884760252755,-0.02304093633858173,0.02276469057804853,-0.21163354372652066,-0.03952565038899619,34,179,157,0,0.25,0.00036693576527564123,9.173394131891031e-05,0.001946971012375361,-0.0018552370710564507,9.173394131891031e-05,,
4-1,C,REFUGE,macro,delta_post,POST_HOC_EXPLORATORY,336,336,336,0,DESCRIPTIVE,0.3790116261494975,0.5169523976678718,-1.2691735327394724,1.7881602086811519,-4.954819760774573,-2.049787074379791,34,224,112,0,0.25,0.3790116261494975,0.09475290653737438,0.17640554887566046,-0.08165264233828608,0.09475290653737438,,
4-1,C,REFUGE_Valid,macro,delta_pre,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-6.195070323315628,-6.228144493519437,-11.30979685834048,-0.976280933646569,-13.711269877917172,-12.107624522375579,74,16,720,0,0.25,-6.195070323315628,-1.548767580828907,0.006366622704979803,-1.5551342035338866,-1.548767580828907,,
4-1,C,REFUGE_Valid,macro,delta_step,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-0.008947405077079999,-0.010719585286279809,-0.041420886041182214,0.02376855421666413,-0.24349510971875787,-0.0672258673771149,74,240,496,0,0.25,-0.008947405077079999,-0.0022368512692699997,0.0019397250979183525,-0.004176576367188352,-0.0022368512692699997,,
4-1,C,REFUGE_Valid,macro,delta_post,POST_HOC_EXPLORATORY,736,736,736,0,DESCRIPTIVE,-6.204017728392707,-6.2526473355389225,-11.314428595839436,-0.9841333268502019,-13.688445223293616,-12.113291885980193,74,14,722,0,0.25,-6.204017728392707,-1.5510044320981768,0.006320459839923848,-1.5573248919381006,-1.5510044320981768,,
